"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"",,"checklist-flat","Toolbox meeting","","Toolbox meeting -",0,"05ac58ef-e1de-429e-bb20-099b0091bd66"
"",,"checkpoint","Toolbox meeting completed & Specific Document(s) attached",,,,
"","ba0cde20-1ee4-4046-9d7f-aa58c64ab8a2","textbox","Date",,,,
"","8c3bff6b-8802-4cac-a53e-274a05861b5f","textbox","Site Address",,,,
"","c14308e3-6d57-4ec5-ab49-d0d6c856795e","textbox","Toolbox meeting topic",,,,
"","8b558246-716c-4bc9-a990-70cce0549515","textbox","Toolbox Item 1 - (Add any resolutions below item)",,,,
"","2480afef-1938-44b5-853c-00a0aada7e7e","textbox","Toolbox Item 2 - (Add any resolutions below item)",,,,
"","b7855604-37da-4d3c-9c31-9f3fc1f88fca","textbox","Toolbox Item 3 - (Add any resolutions below item)",,,,
"","8b939e5a-3c9d-46b8-8447-d5ceb5f41ddf","textbox","Toolbox Item 4 - (Add any resolutions below item)",,,,
"",,"checkpoint","Toolbox meeting pdf attached (Add below)",,,,
"","97322538-c19d-43a8-9b90-70fa0e7d6334","note","Toohey's takes safety seriously and we encourage all persons representing the company to speak up if something is not right. If you find yourself unsure about something when it comes to safety, ASK! There is no such thing as a stupid question.",,,,
"",,"checkpoint","Sign Off – By signing this page you acknowledge your attendance of this toolbox meeting and your co-operation with our policies & procedures",,,,
"",,"signoff","Click to 'Add' signature's of each attendee",,,,

"",,"checklist-flat","Daysheets (Labour & Materials)","","Daysheets (Labour & Materials) -",0,"08b5eb6d-ee47-449f-bc0a-fbcdbd8d6f39"
"",,"checkpoint","Daysheet Completed & Ready for Invoicing",,,,
"","e093d6eb-1eea-4fc5-833d-e2cddfcd94e4","textbox","Date",,,,
"","1a7820d4-87f7-4af3-82c9-350ee272ebd8","textbox","Project",,,,
"","2b904fea-a9b8-4e2c-b106-7f954be25e75","textbox","Location",,,,
"","57b74c7d-0dcb-4048-af76-029e8f11e9f8","textbox","Workers Name (Add hours in brackets)",,,,
"","528f379f-c98b-4e7d-9915-4c28376880e2","textbox","Material 1 (Quantity & Description)",,,,
"","a4471154-6052-4368-b86c-2d27c7208fe5","textbox","Material 2 (Quantity & Description)",,,,
"","947d6ad2-bfac-45c4-ac7f-735aafebc641","textbox","Material 3 (Quantity & Description)",,,,
"","360a6403-0300-4451-9bec-f92bd6b1f611","textbox","Material 4 (Quantity & Description)",,,,
"","b66e1ed6-806f-468a-a266-d4e10c30f2f1","textbox","Material 5 (Quantity & Description)",,,,
"","f1e611e7-e00d-47c5-bbae-e9ce2bc345b4","button","Reviewed by Toohey Supervisor"," No,Yes",,,
"","5b5d83e2-04e9-4d2c-93e5-500c1005b564","tickbox","Signature of Builder's Supervisor Added",,,,
"",,"signoff","Signature Added - Click Here",,,,

"",,"checklist","L2/L3 & Roof Formwork/Concrete Checklist","","L2/L3 & Roof Formwork/Concrete",0,"26232ab2-26ab-4b80-bcca-c2f440053289"
"",,"section","Formwork",,,,
