Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Podium Precast - Overall Progress,,,,,,
,Scope,,,Podium Precast,,
,Rows,,,,,
,,Loggia (North),dynamic,Loggia (North),Podium Precast,Site QA
,,Loggia (South),dynamic,Loggia (South),Podium Precast,Site QA
,,Bladewall,dynamic,Bladewall,Podium Precast,Site QA
,,Western Elevation,dynamic,Western Elevation,Podium Precast,Site QA
,,Eastern Elevation,dynamic,Eastern Elevation,Podium Precast,Site QA
,,Southern Elevation,dynamic,Southern Elevation,Podium Precast,Site QA
,,South-East Elevation,dynamic,South-East Elevation,Podium Precast,Site QA
,,South-West Elevation,dynamic,South-West Elevation,Podium Precast,Site QA
,Columns,,,,,
,,Install ITP - Subcontractor ITP Received,,Subcontractor ITP Received,Install ITP,
,,Caulking & Grouting ITP - Subcontractor ITP Received,,Subcontractor ITP Received,Caulking & Grouting ITP,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Columns,,,,,
