"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Apartment Fit Off Checklist","",,,168,"Yes","Apartment Fit Off Checklist","283421bb-d082-4aeb-bb69-b995cecc0eaa"
"checkpoint-status",,"","checkpoint","Previous substrate acceptable - paintwork complete"
"holdpoint",,"","holdpoint","Raise remedial / Sign Off"
"checkpoint-status",,"","checkpoint","Installation of door hardware and door closes sufficiently"
"checkpoint-status",,"","checkpoint","Bathroom and toilet vanity installed"
"checkpoint-status",,"","checkpoint","Handrails, shower trays, toilet rolls and towel rails installed"
"checkpoint-status",,"","checkpoint","Entry door hardware installed and closes sufficiently"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Fit Off complete"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"
"holdpoint",,"","holdpoint","Raise remedial / Sign Off"

"checklist-flat",,"","checklist","Installation","",,,37,"Yes","Installation","3489a7aa-f264-4c0e-bba4-5f653eaa1c96"
"checkpoint-status",,"","checkpoint","Internal doors hung"
"checkpoint-status",,"","checkpoint","Skirting installed"
"checkpoint-status",,"","checkpoint","Cavity doors installed"
"checkpoint-status",,"","checkpoint","Window architraves installed"
"checkpoint-status",,"","checkpoint","Wardrobe jamb installed"
"checkpoint-status",,"","checkpoint","Entry door hung"
"checkpoint-status",,"","checkpoint","All install work 100% completed to required specifications"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"

"checklist-flat",,"","checklist","Handover","",,,0,"Yes","Handover Checklist","41bb009d-2628-44c2-a821-1be4218e1d6f"
"checkpoint-status",,"","checkpoint","All aspects of works completed and inspected by Ryman Foreman"
"checkpoint-status",,"","checkpoint","Any rectification works have been carried out if required"
"checkpoint-status",,"","checkpoint","Site  left clean and tidy - All excess spoil and materials removed"
"checkpoint-status",,"","checkpoint","General photos/comments/observations of Site Prior to Handover"
"holdpoint",,"","holdpoint","ENSURE ALL CHECKPOINTS ARE SATISFACTORILY COMPLETED - CLICK TO REQUEST RYMAN SIGN OFF PRIOR TO SENDING FINAL QA REPORT TO RYMAN AT HANDOVER"

"checklist-flat",,"","checklist","Stairwell Checklist","",,,14,"Yes","Stairwell Checklist","4c78547f-4f85-4292-8024-36bfa190ea08"
"checkpoint-status",,"","checkpoint","Area clear, tidy and accessible (attach photo)"
"holdpoint",,"","holdpoint","Raise remedial / Sign Off"
"checkpoint-status",,"","checkpoint","Previous substrate acceptable - plaster installed"
"holdpoint",,"","holdpoint","Raise remedial / Sign Off"
"checkpoint-status",,"","checkpoint","Skirting installed"
"checkpoint-status",,"","checkpoint","Stair kickers installed"
"checkpoint-status",,"","checkpoint","Fire doors installed"
"checkpoint-status",,"","checkpoint","Installation complete"
"checkpoint-status",,"","checkpoint","Fire door fitted - Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"
"holdpoint",,"","holdpoint","Raise remedial / Sign Off"

"checklist-flat",,"","checklist","Rough In with PMJ","",,,2,"Yes","Rough In with PMJ","6209eaaf-e059-402e-93b2-1644817ed760"
"checkpoint-status",,"","checkpoint","Cavity pockets installed"
"checkpoint-status",,"","checkpoint","Add pressed metal jamb"

"checklist-sectioned",,"","checklist","Villa Internal & External Checklist","",,,17,"Yes","Villa Internal & External Checklist ","7345d826-0288-491c-8e73-9adf2155a613"
"checkpoint-group",,"","section","Internal works"
"checkpoint-status",,"","checkpoint","Timber noggins and trimming out completed for the below"
"checkpoint-status",,"","checkpoint","All joinery (kitchen, bathroom, laundry, WC),"
"checkpoint-status",,"","checkpoint","Ceiling fans"
"checkpoint-status",,"","checkpoint","Shower Screens"
"checkpoint-status",,"","checkpoint","Grab rails"
"checkpoint-status",,"","checkpoint","Clothes Dryer"
"checkpoint-status",,"","checkpoint","Aluminium Joinery"
"checkpoint-status",,"","checkpoint","Door openings"
"checkpoint-status",,"","checkpoint","Garage Door Motor"
"checkpoint-status",,"","checkpoint","All second fix items completed for the below"
"checkpoint-status",,"","checkpoint","Skirting"
"checkpoint-status",,"","checkpoint","Window & Door architraves (no rises at mitres and fixings not visible)"
"checkpoint-status",,"","checkpoint","Grab rails"
"checkpoint-status",,"","checkpoint","Heated towel rail"
"checkpoint-status",,"","checkpoint","Wall heater"
"checkpoint-status",,"","checkpoint","Soap holder"
"checkpoint-status",,"","checkpoint","Robe Hook"
"checkpoint-status",,"","checkpoint","Wall hung vanities to bathroom and WC"
"checkpoint-status",,"","checkpoint","Wall hung mirrored cabinet to bathroom"
"checkpoint-status",,"","checkpoint","Toilet roll holders to bathroom and WC"
"checkpoint-status",,"","checkpoint","Doors including jambs"
"checkpoint-status",,"","checkpoint","Door hardware including door stops"
"checkpoint-status",,"","checkpoint","General photos/comments/observations of Site Prior to Handover"
"checkpoint-group",,"","section","External works"
"checkpoint-status",,"","checkpoint","The below items have been completed to specification"
"checkpoint-status",,"","checkpoint","Eave framing and column blocking"
"checkpoint-status",,"","checkpoint","Eave sheets and timber quad"
"checkpoint-status",,"","checkpoint","Timber roof framing valley boards"
"checkpoint-status",,"","checkpoint","Front door"
"checkpoint-status",,"","checkpoint","Timber reveal to garage panel lift door"
"checkpoint-status",,"","checkpoint","Clothesline"
"checkpoint-status",,"","checkpoint","Timber privacy screens"
"checkpoint-status",,"","checkpoint","General photos/comments/observations of Site Prior to Handover"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","All aspects of works completed and inspected by Ryman Foreman"
"checkpoint-status",,"","checkpoint","Any rectification works have been carried out if required"
"checkpoint-status",,"","checkpoint","Site  left clean and tidy - All excess spoil and materials removed"
"checkpoint-status",,"","checkpoint","General photos/comments/observations of Site Prior to Handover"
"holdpoint",,"","holdpoint","ENSURE ALL CHECKPOINTS ARE SATISFACTORILY COMPLETED - CLICK TO REQUEST RYMAN SIGN OFF PRIOR TO SENDING FINAL QA REPORT TO RYMAN AT HANDOVER"

"checklist-flat",,"","checklist","Care/ALS Fit Off Checklist","",,,0,"Yes","Care/ALS Fit Off Checklist","80eada9a-6381-4718-93fb-b0af20fc24be"
"checkpoint-status",,"","checkpoint","Installation of door hardware and door closes sufficiently"
"checkpoint-status",,"","checkpoint","Bathroom and toilet vanity installed"
"checkpoint-status",,"","checkpoint","Handrails, toilet rolls and towel rails installed"
"checkpoint-status",,"","checkpoint","Entry door hardware installed and closes sufficiently"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Shower trays installed"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"

"checklist-flat",,"","checklist","Handover","",,,38,"Yes","Handover Checklist","814b47ec-973c-477e-9331-04392a27ba59"
"checkpoint-status",,"","checkpoint","All aspects of works completed and inspected by Ryman Foreman"
"checkpoint-status",,"","checkpoint","Any rectification works have been carried out if required"
"checkpoint-status",,"","checkpoint","Site  left clean and tidy - All excess spoil and materials removed"
"checkpoint-status",,"","checkpoint","General photos/comments/observations of Site Prior to Handover"
"holdpoint",,"","holdpoint","ENSURE ALL CHECKPOINTS ARE SATISFACTORILY COMPLETED - CLICK TO REQUEST RYMAN SIGN OFF PRIOR TO SENDING FINAL QA REPORT TO RYMAN AT HANDOVER"

"checklist-flat",,"","checklist","Common Area Checklist - Highton B02","",,,0,"Yes","Common Area Checklist - Highton B02","8fc0c3ba-07b1-463a-9c61-e2744b0de796"
"checkpoint-status",,"","checkpoint","Installation of skirting"
"checkpoint-status",,"","checkpoint","Installation of architraves"
"checkpoint-status",,"","checkpoint","Installation of dado rail"
"checkpoint-status",,"","checkpoint","Installation of arcade joinery (where required)"
"checkpoint-status",,"","checkpoint","Installation of fire doors"
"checkpoint-status",,"","checkpoint","Fire tags installed on the door and door jamb"
"checkpoint-status",,"","checkpoint","Area left clean and tidy (attach photo)"
"checkpoint-status",,"","checkpoint","All work 100% completed to required specifications"

"checklist-flat",,"","checklist","Fit Off","",,,0,"Yes","Fit Off","97451ddc-0301-43e5-b77f-51863f9d73fb"
"checkpoint-status",,"","checkpoint","Installation of door hardware and door closes sufficiently"
