type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,SEF VSD FAN Fitoff Checklist,,,,,,SEF VSD FAN Fitoff Checklist
checkpoint,VSD installed,,,,,,
checkpoint,Power supply terminated,,,,,,
checkpoint,EMC cable fit off,,,,,,
checkpoint,Control cable fit off,,,,,,
checkpoint,Ready for energisation,,,,,,
checkpoint,"Conduit, decktites installed, penetration watersealed",,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,VRF Condensing unit Fitoff Checklist,,,,,,VRF Condensing unit Fitoff Checklist
checkpoint,Condensing unit installed,,,,,,
checkpoint,Isolator and power supply installed,,,,,,
checkpoint,Power supply fit off,,,,,,
checkpoint,Transmission cabling Fit off,,,,,,
checkpoint,Ready for energisation,,,,,,
checkpoint,"Conduit, decktites installed, penetration watersealed",,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,VRF FCU Fit off Checklist,,,,,,VRF FCU Fit off Checklist
checkpoint,VRF Indoor unit installed,,,,,,
checkpoint,Isolator and power supply installed,,,,,,
checkpoint,Power supply fit off,,,,,,
checkpoint,Wall plastered/painted,,,,,,
checkpoint,Hard-wired controller fit off both ends,,,,,,
checkpoint,Transmission cabling Fit off,,,,,,
checkpoint,Interface card installed,,,,,,
checkpoint,OA Damper installed and wired,,,,,,
checkpoint,Ready for energisation,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,SPLIT AC Fit off Checklist,,,,,,SPLIT AC Fit off Checklist
checkpoint,Outdoor unit installed in final position and piped,,,,,,
checkpoint,Power supply to condensing unit Fit off,,,,,,
checkpoint,Interconnecting cabling Fit off,,,,,,
checkpoint,Local thermostat Fit off,,,,,,
checkpoint,Ready for energisation,,,,,,
checkpoint,"Conduit, decktites installed, penetration watersealed",,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and room is clean,,,,,,
,,,,,,,
checklist-flat,WC FCU Fit off Checklist,,,,,,WC FCU Fit off Checklist
checkpoint,FCU installed in final location,,,,,,
checkpoint,Power supply fit off,,,,,,
checkpoint,Wall sensors fit-off,,,,,,
checkpoint,"All control points fit-off (Valves, sensors etc.)",,,,,,
checkpoint,Ready for energisation,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
checklist-flat,AHU Fit off Checklist,,,,,,AHU Fit off Checklist
checkpoint,AHU installed in final location,,,,,,
checkpoint,Power supply fit off,,,,,,
checkpoint,"All control points fit-off (Valves, dampers, sensors etc.)",,,,,,
checkpoint,Ready for energisation,,,,,,
