resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,folder,,,Site QA,,,,,,,,
,folder,,,Site QA,Drainage,,,,,,,
,folder,,,Site QA,Drainage,Lot 11,,,,,,
,folder,,,Site QA,Drainage,Lot 11,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 11,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 11,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 11,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 11,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 12,,,,,,
,folder,,,Site QA,Drainage,Lot 12,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 12,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 12,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 12,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 12,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 13,,,,,,
,folder,,,Site QA,Drainage,Lot 13,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 13,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 13,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 13,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 13,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 14,,,,,,
,folder,,,Site QA,Drainage,Lot 14,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 14,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 14,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 14,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 14,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 15,,,,,,
,folder,,,Site QA,Drainage,Lot 15,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 15,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 15,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 15,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 15,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 16,,,,,,
,folder,,,Site QA,Drainage,Lot 16,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 16,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 16,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 16,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 16,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 17,,,,,,
,folder,,,Site QA,Drainage,Lot 17,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 17,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 17,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 17,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 17,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 26,,,,,,
,folder,,,Site QA,Drainage,Lot 26,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 26,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 26,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 26,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 26,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 27,,,,,,
,folder,,,Site QA,Drainage,Lot 27,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 27,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 27,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 27,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 27,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 28,,,,,,
,folder,,,Site QA,Drainage,Lot 28,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 28,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 28,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 28,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 28,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 29,,,,,,
,folder,,,Site QA,Drainage,Lot 29,Drainage,,,,,
,folder,,,Site QA,Drainage,Lot 29,Drainage,SD Install Sewer/Stormwater Drainage,,,,
SD Install Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 29,Drainage,SD Install Sewer/Stormwater Drainage,SD Install Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 29,Drainage,TST Test Sewer/Stormwater Drainage,,,,
TST Test Sewer/Stormwater Drainage,checklist,,,Site QA,Drainage,Lot 29,Drainage,TST Test Sewer/Stormwater Drainage,TST Test Sewer/Stormwater Drainage,,,
,folder,,,Site QA,Drainage,Lot 30,,,,,,
,folder,,,Site QA,Drainage,Lot 30,Drainage,,,,,
