type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Temporary Anchors and Waler Beams -,,,,,,QA - Temporary Anchors and Waler Beams (RevA)
checkpoint,Construction drawings and specifications received,,,,,,
checkpoint,Methodology and sequencing confirmed with subs and engineer,,,,,,
checkpoint,Cut to the correct RL and in between piles for shotcrete,,,,,,
checkpoint,Install Aquadrain and shotcrete,,,,,,
checkpoint,Install ground anchors to the correct RL,,,,,,
checkpoint,Stress and Lock anchors,,,,,,
checkpoint,Engineers inspection carried out and stress records received,,,,,,
checkpoint,Install temp waler beam to the correct RL,,,,,,
checkpoint,Engineers inspection carried out and weld certs received,,,,,,
