type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP004 - Select Fill Placement,itp,,,,,ITP004 - Select Fill Placement - Rev A,
section,1.0 - Preliminary Activities,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,
label,Frequency - Prior to works,,,,,,,
label,Acceptance Criteria - Ensure that all employees and subcontractors are:,,,,,,,
label,○ Using the correct and complete set of drawings.,,,,,,,
label,○ All drawings are the latest revision,,,,,,,
label,Reference Documents - Aconex,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,Frequency - Prior to works,,,,,,,
label,"Acceptance Criteria - All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, SWMS and WP.",,,,,,,
label,"Reference Documents - PSP, EMP, TMP, SWMS, WP",,,,,,,
label,Inspection/Test Method - Visual inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Survey,,,,,,,
label,Frequency - Prior to works,,,,,,,
label,"Acceptance Criteria - Area has been surveyed, highlighting any areas where excavations should not occur (e.g. exclusion zone).",,,,,,,
label,"Reference Documents - PSP, EMP, TMP, SWMS, WP",,,,,,,
label,Inspection/Test Method - Visual inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project/Site Engineer Surveyor,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,"1.4 - Select Fill Material Source (Under Pavements, Imported)",,,,,,,
label,Frequency - Prior to works,,,,,,,
label,Acceptance Criteria - Material to meet the following the properties:,,,,,,,
label,– – – – – – – – –,,,,,,,
label,Wet strength || Not less than 125 kN wet/dry strength variation less than 40%,,,,,,,
label,– – – – – – – – –,,,,,,,
label,Linear Shrinkage || < 6%,,,,,,,
label,Organic Matter Content || < 0.2%,,,,,,,
label,Maximum Particle Size || 75 mm,,,,,,,
label,% Passing 0.075 mm sieve || 0-12%,,,,,,,
label,Soaked CBR || > 20%,,,,,,,
label,CBR swell % || ≤ 1.5%,,,,,,,
label,Permeability < 5 x 10-9 m/s,,,,,,,
label,– – – – – – – – –,,,,,,,
label,Gradings:,,,,,,,
label,"○ Production testing of supplied select fill will be: 1 per 1,000t for first 5000t, increase to 1 per 2000t following conforming 5000t of conforming results",,,,,,,
label,– – – – – – – – –,,,,,,,
label,AS1152 Sieve Size (mm) || Percentage of mass passing sieve size,,,,,,,
label,– – – – – – – – –,,,,,,,
label,75.0 || 100 to 100,,,,,,,
label,37.5 || 67 to 100,,,,,,,
label,26.5 || 54 to 100,,,,,,,
label,19.0 || 44 to 85,,,,,,,
label,9.5 || 31 to 65,,,,,,,
label,4.75 || 21 to 50,,,,,,,
label,2.36 || 13 to 38,,,,,,,
label,1.18 || 9 to 30,,,,,,,
label,0.425 || 4 to 23,,,,,,,
label,0.075 || 0 to 12,,,,,,,
label,– – – – – – – – –,,,,,,,
label,Reference Documents - Spec 002 – Cl 2.5 Cl2.7.5,,,,,,,
label,Inspection/Test Method - Test Report,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP,,,,,,,
label,Responsibility - Project/Site Engineer Principles Rep,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,"1.4 - Select Fill Material Source (Other Locations, Site Won)",,,,,,,
label,Frequency - Prior to works,,,,,,,
label,"Acceptance Criteria - Site won or imported material to be chosen based on the assessment that the material is generally free from clay pockets, and rocks that are fractured and/or weathered.",,,,,,,
label,Reference Documents - Spec 002 – Cl 2.6.2,,,,,,,
label,Inspection/Test Method - Test Report,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP,,,,,,,
label,Responsibility - Project/Site Engineer Principles Rep,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.5 - Submission of Select Fill Methodology Plan,,,,,,,
label,Frequency - 14-days Prior to works,,,,,,,
label,Acceptance Criteria - Principal Contractor to submit a Select Fill Methodology addressing the criteria listed in Spec cl. 2.3.1. Hold Point to be released by Principal’s Representative after acceptance of Select Fill Methodology.,,,,,,,
label,Reference Documents - Spec cl. 2.3.2,,,,,,,
label,Inspection/Test Method - Select Fill methodology & verify,,,,,,,
label,Record of conformity - Select Fill methodolog y & this ITP signed,,,,,,,
label,HP,,,,,,,
label,Responsibility - Project/Site Engineer Principal’s Rep,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.6 - Starting Works,,,,,,,
label,Frequency - Prior to works,,,,,,,
label,Acceptance Criteria - Principles Representative to approve works starting in each Separable Portion,,,,,,,
label,Reference Documents - Spec cl. 2.3.1,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Principal’s Rep",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.7 - Preparation of Underlying Surface Layer,,,,,,,
label,Frequency - Each lot,,,,,,,
label,"Acceptance Criteria - All excavation and filling are free draining to low points clear of the working area. Sufficient pumps, well-points, or other equipment for work area are de-watered as required.",,,,,,,
label,Reference Documents - Spec cl. 2.8.2 ITP003,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project/Site Engineer Foreman,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.8 - Cut Floor Level,,,,,,,
label,Frequency - Prior to works,,,,,,,
label,"Acceptance Criteria - Cut floor to be inspected for suitability - compacted, firm and dry",,,,,,,
label,Reference Documents - WMS003 cl 3.3.3,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project/Site Engineer Foreman,,,,,,,
date,Date Completed:,,,,,,,
section,2.0 - Select Fill Works – Imported Material - Under Pavements,,,,,,,
checkpoint,2.1 - Select Fill Placement,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Each Lot of fill must:,,,,,,,
label,○ Not be greater than 200mm in thickness,,,,,,,
label,"○ Material is to maintain within 1% of the optimum moisture content during all steps of placement, compaction, and finishing",,,,,,,
label,"○ Placement of material to commence at the crown or the highest side of the pavement, with each lane spread adjacent to the previously placed lane",,,,,,,
label,○ Material to not be contaminated by foreign materials and other contaminants,,,,,,,
label,Reference Documents - Spec cl. 2.8.4,,,,,,,
