"Id","Type","Name","Values","Prompting Name","Prefix","Usage Count","Resource Id"
"c5dc7d7c-df99-5ec2-a589-b436df406a75/2","checklist-flat","010SAF_08 SWMS","","010SAF_08 SWMS",,1,"9eca8bf4-9616-427d-bf93-0c156542c6f1"
"a1c9d02b-1fdf-5e00-bcb7-56aeec761826","checkpoint","1. INDUCTION - Attach your signature to confirm you have completed the Principle Contractor's Induction.",,,,,
"d39621b2-57eb-545c-b19b-913b988ebada","signoff","By signing I confirm I have completed the Principal Contractors induction.",,,,,
"93e7a6a9-2417-5a63-a628-5bbbe7c40d86","checkpoint","2. ALL STAFF",,,,,
"cbaa5304-d926-5145-abea-643403fc7075","note","003G Using Platform Ladders",,,,,
"4c0dcfe7-d8a0-5008-bd8b-d7bc54f1ac2a","note","004G Inhalation of Respirable Crystalline Silica",,,,,
"1117a6d0-9a4c-5b98-b403-d22a7b5ad3a6","note","005G Working at Heights",,,,,
"68979298-f5d8-548e-baec-8741d208ed87","note","006G Working at Heights Rescue Plan",,,,,
"1e1b9f0c-d012-59f5-9748-6f1fbc413551","signoff","By signing I confirm I have read and understood ALL the SWMS documents listed above. I have reviewed these documents onsite with my supervisor and I have signed the hard copy.",,,,,
"d3e29984-ceb2-515c-9230-7a6de1161462","checkpoint","3. WET FIRE TECHNICIANS",,,,,
"b4e0d11c-383a-5193-a4d8-06886c652d7b","note","019T Pressure Testing of Pipework",,,,,
"543f3f86-57b8-5b16-b786-9b1a07dba3bc","note","020T Sprinkler System and Associated Pump Test",,,,,
"e8307916-4807-52bf-87e5-102669e43c3f","note","021T Hydrostatic and Flow Testing of Pipework",,,,,
"b9ed5514-0cad-5767-9bc2-787d09c4b91b","note","022T Fire Rating",,,,,
"3eda0a35-e17c-5ffa-8f13-550cbe45fa28","note","023T Fire Alarm and Emergency Warning Systems Testing",,,,,
"6a966737-d7b0-592b-adaf-4fd6c5c1ce28","note","024T Commissioning and Testing of Hydrant System and Booster Area",,,,,
"ec96f917-5f59-57b4-b51e-789fed1bc3e7","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,
"cb6326be-0982-5008-a0f6-df63d2b7f5a8","checkpoint","4. SWMS - DRY FIRE TECHNICIANS",,,,,
"5d11d398-a985-5a6c-aeb6-18ee293dc7c2","note","008I Removal of Existing Fire Alarm Systems and Devices",,,,,
"92d6eeb4-8277-5022-83a0-fc89644f8bed","note","009I Removal of Pipework Fittings",,,,,
"52103321-2daf-5ff5-83c8-2ade86fd2490","note","010I Fire Alarm and Warning System Rough-in",,,,,
"8205c84e-07ea-575b-bae8-d3015acb0b02","note","011I Fire Alarm and Warning System Fit-off and Installation",,,,,
"884a1c0d-249f-5a69-b8f2-2e03f9760652","note","012I Installation of Fire Alarm and Warning System Cabling",,,,,
"61c0ba51-1491-512b-936c-ac2c0f143740","note","013I Installation of Pipework and Fittings",,,,,
"c29e79e2-249c-55ba-b869-187073053c35","note","014I Installation of Fire Control Panel & Emergency Warning Systems",,,,,
"12c89be3-5c80-51bc-be0f-9f94b3c520b4","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,

"8b3b509a-75aa-5bb4-bf99-8e6b8d8e597b/2","checklist","010SAF_08 SWMS - AIDP Ripley","","010SAF_08 SWMS - AIDP Ripley",,0,"67672d9d-a568-4095-8ff2-d42dda20549c"
"8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,
"a1c9d02b-1fdf-5e00-bcb7-56aeec761826","checkpoint","1. INDUCTION - Attach your signature to confirm you have completed the Principle Contractor's Induction.",,,,,
"d39621b2-57eb-545c-b19b-913b988ebada","signoff","By signing I confirm I have completed the Principal Contractors induction.",,,,,
"93e7a6a9-2417-5a63-a628-5bbbe7c40d86","checkpoint","2. ALL STAFF",,,,,
"e10de068-098a-54e4-9ca5-367664a0021d","note","GM FIRE 001 Working with Elevated Work Platforms",,,,,
"15671497-ad54-5d32-afa4-04d3f3c4b7b8","note","GM FIRE 007 Manual Handling",,,,,
"520f9407-d01a-5995-b868-f3de1b60147e","note","GM FIRE 008 Working at Heights",,,,,
"fd6856ce-5fcf-5581-a5f9-83f42ae44906","note","GM FIRE 051 Using Platform Ladders",,,,,
"98e081c0-c0f2-5647-a6e5-e314220d57ab","note","GM FIRE 060 Inhalation of Respirable Crystalline Silica",,,,,
"1e1b9f0c-d012-59f5-9748-6f1fbc413551","signoff","By signing I confirm I have read and understood ALL the SWMS documents listed above. I have reviewed these documents onsite with my supervisor and I have signed the hard copy.",,,,,
"d3e29984-ceb2-515c-9230-7a6de1161462","checkpoint","3. WET FIRE TECHNICIANS",,,,,
"12aa4e47-69ce-583a-99b5-9ec6063e0430","note","GM FIRE 009 Pressure Testing of Pipework",,,,,
"68ec500e-a59b-5b0b-b97e-769b3dde3619","note","GM FIRE 031 Sprinkler System and Associated Pump Test",,,,,
"f9b74e32-e4b3-583e-91f9-e7b3e7f28716","note","GM FIRE 032 Hydrostatic and Flow Testing of Pipework",,,,,
"ec96f917-5f59-57b4-b51e-789fed1bc3e7","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,
"cb6326be-0982-5008-a0f6-df63d2b7f5a8","checkpoint","4. SWMS - DRY FIRE TECHNICIANS",,,,,
"96e187af-4508-5796-814d-edf71d430753","note","GM FIRE 002 Wiring Rough In Minor",,,,,
"edf53965-a075-57b6-9e59-ee1f53c5eea8","note","GM FIRE 003 Fit Off Fire Alarm System",,,,,
"6d09c463-be7a-5e4e-bf48-f312657a39db","note","GM FIRE 006 Installation of Pipe and Fittings",,,,,
"12c89be3-5c80-51bc-be0f-9f94b3c520b4","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,

"9e0279ff-7609-525d-9686-c77d8964a06d/2","checklist","010SAF_08 SWMS - ODYSSEY","","010SAF_08 SWMS - ODYSSEY",,1,"8120818f-1d0a-470f-9c01-ba60960983a5"
"8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,
"a1c9d02b-1fdf-5e00-bcb7-56aeec761826","checkpoint","1. INDUCTION - Attach your signature to confirm you have completed the Principle Contractor's Induction.",,,,,
"d39621b2-57eb-545c-b19b-913b988ebada","signoff","By signing I confirm I have completed the Principal Contractors induction.",,,,,
"93e7a6a9-2417-5a63-a628-5bbbe7c40d86","checkpoint","2. ALL STAFF",,,,,
"92bb9af3-0b3c-58d5-af01-dcaa3f0b56f9","note","GM FIRE 001 Working with Elevated Work Platforms",,,,,
"16ddb0bd-0fc5-58c9-8947-d15f08b642d0","note","GM FIRE 007 Manual Handling",,,,,
"5ed13011-b997-5fb6-859a-409c9dfd8397","note","GM FIRE 008 Working at Heights",,,,,
"f233adc5-9ce8-5fa1-ae06-8bb9ae69b156","note","GM FIRE 049 Working At Heights Rescue Plan",,,,,
"aa74eefc-fb81-571a-bef1-13ae5835d8a4","note","GM FIRE 051 Using Platform Ladders",,,,,
"5194bef9-5c15-5d9f-861a-2f5c3e600e75","note","GM FIRE 060 Inhalation of Respirable Crystalline Silica",,,,,
"1e1b9f0c-d012-59f5-9748-6f1fbc413551","signoff","By signing I confirm I have read and understood ALL the SWMS documents listed above. I have reviewed these documents onsite with my supervisor and I have signed the hard copy.",,,,,
"d3e29984-ceb2-515c-9230-7a6de1161462","checkpoint","3. WET FIRE TECHNICIANS",,,,,
"c78fac4a-5239-5f18-9a7a-73a9ec3e70e6","note","GM FIRE 009 Pressure Testing of Pipework",,,,,
"9f860354-0af2-5f62-ad21-86c78c194f74","note","GM FIRE 031 Sprinkler System and Associated Pump Test",,,,,
"4fc9cf05-94c2-5778-94c6-e190eb249ca1","note","GM FIRE 032 Hydrostatic and Flow Testing of Pipework",,,,,
"ec96f917-5f59-57b4-b51e-789fed1bc3e7","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,
"cb6326be-0982-5008-a0f6-df63d2b7f5a8","checkpoint","4. SWMS - DRY FIRE TECHNICIANS",,,,,
"de972ceb-44c7-57f4-b5da-0399766270af","note","GM FIRE 002 Wiring Rough In Minor",,,,,
"d9228552-ac2e-5900-8cc2-e99ea5a3530a","note","GM FIRE 003 Fit Off Fire Alarm System",,,,,
"9ba02a88-ad12-53e3-98b8-aa4b8159636c","note","GM FIRE 006 Installation of Pipe and Fittings",,,,,
"12c89be3-5c80-51bc-be0f-9f94b3c520b4","signoff","BY SIGNING I CONFIRM I HAVE READ AND UNDERSTOOD ALL THE SWMS DOCUMENTS LISTED ABOVE. I HAVE REVIEWED THESE DOCUMENTS ONSITE WITH MY SUPERVISOR AND I HAVE SIGNED THE HARD COPY.",,,,,

"02820854-2b26-5b84-8a78-37944efc42b3/2","checklist","010SAF_08 SWMS - Wacol","","010SAF_08 SWMS - Wacol",,0,"ce4b28a6-c405-445a-846e-8eb276046598"
"8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,
"a1c9d02b-1fdf-5e00-bcb7-56aeec761826","checkpoint","1. INDUCTION - Attach your signature to confirm you have completed the Principle Contractor's Induction.",,,,,
"d39621b2-57eb-545c-b19b-913b988ebada","signoff","By signing I confirm I have completed the Principal Contractors induction.",,,,,
