Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Ground Floor,dynamic,Ground Floor,Site QA
,,Level 1,dynamic,Level 1,Site QA
,,Level 2,dynamic,Level 2,Site QA
,,Level 3,dynamic,Level 3,Site QA
,,Level 4,dynamic,Level 4,Site QA
,,Level 5,dynamic,Level 5,Site QA
,,Level 6,dynamic,Level 6,Site QA
,,Level 7,dynamic,Level 7,Site QA
,,Level 8,dynamic,Level 8,Site QA
,,Level 9,dynamic,Level 9,Site QA
,,Level 10,dynamic,Level 10,Site QA
,,Level 11,dynamic,Level 11,Site QA
,,Level 12,dynamic,Level 12,Site QA
,,Level 13,dynamic,Level 13,Site QA
,Columns,,,,
,,Ceiling Grid,,Ceiling Grid,
,,GIB Fix,,GIB Fix,
,,GIB Stop,,GIB Stop,
