Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,FiberTite warm roof to CLT mechanically fixed and adhered checklist,,,,,Yes,FiberTite warm roof to CLT mechanically fixed and adhered checklist,b7f4e3f2-27dc-4ee0-be04-b383fbe4bc51
checkpoint-group,,,section,Pre start,,,,,,,
checkpoint-status,,,checkpoint,Area accessible,,,,,,,
checkpoint-status,,,checkpoint,Edge protection and safety installed,,,,,,,
checkpoint-status,,,checkpoint,Visual inspection of substrate ready for SWP,,,,,,,
checkpoint-status,,,checkpoint,QA document received from previous trade from main contractor,,,,,,,
checkpoint-group,,,section,CLT Substrate,,,,,,,
checkpoint-status,,,checkpoint,Substrate clean and dry. Free from dirt/debris contamination and ready for primer,,,,,,,
checkpoint-status,,,checkpoint,Installation of SA primer,,,,,,,
checkpoint-group,,,section,Vapor control layer,,,,,,,
checkpoint-status,,,checkpoint,"Substrate clean, dry, free of debris",,,,,,,
checkpoint-status,,,checkpoint,Z flashing installed,,,,,,,
checkpoint-status,,,checkpoint,Install VCL over primer,,,,,,,
checkpoint-status,,,checkpoint,VCL lapped with a minimum of 100mm side and end laps,,,,,,,
checkpoint-status,,,checkpoint,Installation of SA primer,,,,,,,
checkpoint-group,,,section,Insulation,,,,,,,
checkpoint-status,,,checkpoint,"VCL clean, dry, free of debris prior to install",,,,,,,
checkpoint-status,,,checkpoint,VCL has been checked for damages and repaired,,,,,,,
checkpoint-status,,,checkpoint,Closure flashings installed correctly,,,,,,,
checkpoint-status,,,checkpoint,Install board adhesive in specified pattern,,,,,,,
checkpoint-status,,,checkpoint,Boards tightly butted,,,,,,,
checkpoint-group,,,section,Tapered EPS,,,,,,,
checkpoint-status,,,checkpoint,Insulation boards clean and dry. Free from dirt/debris ready for adhesive,,,,,,,
checkpoint-status,,,checkpoint,Install board adhesive in specified pattern,,,,,,,
checkpoint-status,,,checkpoint,EPS board installed into adhesive,,,,,,,
checkpoint-group,,,section,ILD system installed,,,,,,,
checkpoint-status,,,checkpoint,ILD System installed as per specs,,,,,,,
checkpoint-status,,,checkpoint,ILD test plate installed,,,,,,,
checkpoint-group,,,section,HDP board,,,,,,,
checkpoint-status,,,checkpoint,"PIR clean, dry, free of debris prior to install",,,,,,,
checkpoint-status,,,checkpoint,Install board adhesive in specified pattern,,,,,,,
checkpoint-status,,,checkpoint,HDP board installed in brick pattern where possible,,,,,,,
checkpoint-group,,,section,FiberTite,,,,,,,
checkpoint-status,,,checkpoint,Prime substrate where required,,,,,,,
checkpoint-status,,,checkpoint,Adhesive installed to substrate,,,,,,,
checkpoint-status,,,checkpoint,Laying of membrane into adhesive,,,,,,,
checkpoint-status,,,checkpoint,Broom/rolling of membrane,,,,,,,
checkpoint-status,,,checkpoint,Wipe and clean laps prior to welding,,,,,,,
checkpoint-status,,,checkpoint,Test weld with welding machine,,,,,,,
checkpoint-status,,,checkpoint,Probe of seam with QA hook,,,,,,,
checkpoint-group,,,section,Sumps,,,,,,,
checkpoint-status,,,checkpoint,Sealant installed to dropper flange under membrane,,,,,,,
checkpoint-status,,,checkpoint,Membrane dressed in to outlets,,,,,,,
checkpoint-status,,,checkpoint,Clamp/rings/basket installed,,,,,,,
checkpoint-status,,,checkpoint,Flood test,,,,,,,
checkpoint-group,,,section,ILD report,,,,,,,
checkpoint-status,,,checkpoint,ILD report,,,,,,,
checkpoint-group,,,section,Fiberclad flashing,,,,,,,
checkpoint-status,,,checkpoint,Installed correctly according to specifications ( right way around ),,,,,,,
checkpoint-status,,,checkpoint,Fixing and welding done according to specifications and details,,,,,,,
checkpoint-status,,,checkpoint,Probe of seam with QA hook,,,,,,,
checkpoint-group,,,section,Pressure bar installed,,,,,,,
checkpoint-status,,,checkpoint,Installed correctly according to specifications ( right way around ),,,,,,,
checkpoint-status,,,checkpoint,Fixings done according to specifications and details,,,,,,,
checkpoint-status,,,checkpoint,Prime of Substrate where required,,,,,,,
checkpoint-status,,,checkpoint,Sealant installed,,,,,,,
checkpoint-group,,,section,Over flashings,,,,,,,
checkpoint-status,,,checkpoint,Over flashings has a separation barrier,,,,,,,
checkpoint-status,,,checkpoint,Fixings done according to specifications and details,,,,,,,
checkpoint-status,,,checkpoint,Primer of Substrate,,,,,,,
checkpoint-status,,,checkpoint,Sealant installed,,,,,,,
checkpoint-group,,,section,Review and sign off,,,,,,,
checkpoint-status,,,checkpoint,Area left clean and tidy,,,,,,,
checkpoint-status,,,checkpoint,"All installation work completed, checked and reviewed as per specifications",,,,,,,
checkpoint-status,,,checkpoint,Client/main contractor sign off,,,,,,,
,,,,,,,,,,,
checklist-sectioned,,,checklist,Carpark MMA Checklist,,,,,Yes,Carpark MMA Checklist,7727a854-4d78-44b5-a7c8-c1070dc2693f
checkpoint-group,,,section,Pre Start,,,,,,,
checkpoint-status,,,checkpoint,SSSP onsite,,,,,,,
checkpoint-status,,,checkpoint,Fencing demarcation installed,,,,,,,
checkpoint-status,,,checkpoint,Site signage installed,,,,,,,
checkpoint-status,,,checkpoint,Area Accessible,,,,,,,
checkpoint-status,,,checkpoint,Substrate complete and ready for SWP,,,,,,,
checkpoint-group,,,section,Surface Prep,,,,,,,
checkpoint-status,,,checkpoint,Removal of coatings,,,,,,,
checkpoint-status,,,checkpoint,Grind of substrate,,,,,,,
checkpoint-status,,,checkpoint,Shotblast of substrate to achieve suitable profile,,,,,,,
checkpoint-group,,,section,Pre-start of membrane install,,,,,,,
checkpoint-status,,,checkpoint,Substrate dry,,,,,,,
checkpoint-group,,,section,Membrane install,,,,,,,
checkpoint-status,,,checkpoint,Prime of substrate,,,,,,,
checkpoint-status,,,checkpoint,Stripe out cracks,,,,,,,
