"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Building A > Level 1","dynamic","building a > level 1"
,,"Building B > Level 1","dynamic","building b > level 1"
,,"Building E > Level 1","dynamic","building e > level 1"
,,"Building A > Level 2","dynamic","building a > level 2"
,,"Building B > Level 2","dynamic","building b > level 2"
,,"Building A > Level 3","dynamic","building a > level 3"
,,"Building B > Level 3","dynamic","building b > level 3"
,,"Building E > Level 3","dynamic","building e > level 3"
,,"Building A > Level 4","dynamic","building a > level 4"
,,"Building B > Level 4","dynamic","building b > level 4"
,,"Building E > Level 4","dynamic","building e > level 4"
,,"Building B > Level 5","dynamic","building b > level 5"
,,"Building B > Level 6","dynamic","building b > level 6"
,,"Building B > Level 7","dynamic","building b > level 7"
,,"Building B > Level 8","dynamic","building b > level 8"
,,"Building B > Level 9","dynamic","building b > level 9"
,,"Building B > Level 10","dynamic","building b > level 10"
,,"Building A > Basement","dynamic","building a > basement"
,,"Building B > Basement","dynamic","building b > basement"
,,"Building A > Ground Floor","dynamic","building a > ground floor"
,,"Building B > Ground Floor","dynamic","building b > ground floor"
,,"Building A > Lower Ground","dynamic","building a > lower ground"
,,"Building B > Lower Ground","dynamic","building b > lower ground"
,,"Builiding E > Lower Ground","dynamic","builiding e > lower ground"
,"Columns"
,,"No visible damage, dents, or scratches",,"no visible damage, dents, or scratches"
,,"Item quantity matches purchase order",,"item quantity matches purchase order"
,,"All components operate smoothly without issues",,"all components operate smoothly without issues"
,,"No deformation, damage, or instability",,"no deformation, damage, or instability"
,,"Meets approved material specifications",,"meets approved material specifications"
,,"Proper placement as per approved layout",,"proper placement as per approved layout"
,,"Clean, defect-free, and operational",,"clean, defect-free, and operational"

