type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
checklist,ITP 016 - AGL Removal of Luminaires and Install of foundations,,,,,,ITP 016 - AGL Removal of Luminaires and Install of foundations,,,,,,
section,1.0 Preliminary Works,,,,,,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,,,,,,
label,Frequency: Prior to commencing any activity,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Ensure that all employees and subcontractors are using the latest and complete set of drawings,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,
label,• Appendix K- AGL Specification,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: Drawings,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Subcontractor Representative,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,,,,,,
label,Frequency: Prior to commencing any activities,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All necessary measures and controls are being implemented, that is PSP, EMP, TMP, SWMS & WP.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• PSP,,,,,,,,,,,,
label,• EMP,,,,,,,,,,,,
label,• TMP,,,,,,,,,,,,
label,• JSEA,,,,,,,,,,,,
label,• SWMS,,,,,,,,,,,,
label,• WP,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: Site and Office Inspection,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.3 - Material/Equipment Approvals and Certification,,,,,,,,,,,,
label,Frequency: Prior to Start,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• All materials shall be proven to meet contractual requirements prior to acceptance.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• Appendix K- AGL Specification Section 2.3.3,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: Datasheet / Material Submission,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.4 - As-built location,,,,,,,,,,,,
label,Frequency: Prior to commencing any activity,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Surveyor to pick up existing location of all AGL Luminaires and position of foundations are prescribed based on design RL. ,,,,,,,,,,,,
label,Reference Documents: Survey Documentation,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: Survey as Built,,,,,,,,,,,,
label,SCP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,2.0 Removal of AGL Luminaires and installation of Foundation,,,,,,,,,,,,
checkpoint,2.1 - Confirmation of pre-works,,,,,,,,,,,,
label,Frequency: Each Light,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Ensure that the light to be removed corresponds to project drawings and documentation.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,
label,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed & Sub-contractor ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.3 - Isolation of lights,,,,,,,,,,,,
label,Frequency: Each Light,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Prior to commencement of removal, the subcontractor shall ensure that the light has been isolated from power.",,,,,,,,,,,,
label,Reference Documents: APAM Electrical Isolation Standards,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed & Sub-contractor ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.4 - Light removal,,,,,,,,,,,,
label,Frequency: Each Light,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Remove light as per Subcontractor checklist for the different methods.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,
label,• 12554937-E031 to 12554937-E037,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed & Sub-contractor ITP,,,,,,,,,,,,
