Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
AE-ITCX-015 - Mandatory testing (House/Common area),,,,,,,,
,Scope,,,Appselec - Site QA,House/Common area,,,
,Rows,,,,,,,
,,DSB-G,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-G,AE-ITCX-015 - Mandatory testing
,,DSB-L3,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L3,AE-ITCX-015 - Mandatory testing
,,DSB-L6,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L6,AE-ITCX-015 - Mandatory testing
,,DSB-L9,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L9,AE-ITCX-015 - Mandatory testing
,,DSB-L11,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L11,AE-ITCX-015 - Mandatory testing
,,DSB-L15,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L15,AE-ITCX-015 - Mandatory testing
,,DSB-L19,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L19,AE-ITCX-015 - Mandatory testing
,,DSB-L23,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L23,AE-ITCX-015 - Mandatory testing
,,DSB-L26,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L26,AE-ITCX-015 - Mandatory testing
,,DSB-L30,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L30,AE-ITCX-015 - Mandatory testing
,,DSB-L33,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L33,AE-ITCX-015 - Mandatory testing
,,DSB-L37,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L37,AE-ITCX-015 - Mandatory testing
,,DSB-L41,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L41,AE-ITCX-015 - Mandatory testing
,,DSB-L43 ,dynamic,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L43 ,AE-ITCX-015 - Mandatory testing
,Columns,,,,,,,
,,QA Completed,,Appselec - Site QA,,,,
,,Commissioning Completed to spec./drawings,,Commissioning Completed to specification/drawings - Area left clean & tidy,,,,
,,Name of A-Grade Electrician,Name of A-Grade Electrician,Commissioning Completed to specification/drawings - Area left clean & tidy,,,,
,,Name of A-Grade Electrician - Other,Other (Specify here),Commissioning Completed to specification/drawings - Area left clean & tidy,,,,
,,,,,,,,
AE-ITCX-015 - Mandatory testing (Mains Reticulation),,,,,,,,
,Scope,,,Appselec - Site QA,Mains Reticulation,,,
,Rows,,,,,,,
,,Mains Reticulation,grouping,Mains Reticulation,,,,
,,Consumer Mains Installation - MSB,,Appselec - Site QA,Mains Reticulation,Consumer Mains Installation,MSB,AE-ITCX-015 - Mandatory testing
,,Submain Installation - 1 - CONSUMER MAINS,,Appselec - Site QA,Mains Reticulation,Submain Installation,1 - CONSUMER MAINS,AE-ITCX-015 - Mandatory testing
,,Submain Installation - 2- FIRE PUMP,,Appselec - Site QA,Mains Reticulation,Submain Installation,2- FIRE PUMP,AE-ITCX-015 - Mandatory testing
,,Submain Installation - 5 - LIFT DB,,Appselec - Site QA,Mains Reticulation,Submain Installation,5 - LIFT DB,AE-ITCX-015 - Mandatory testing
,,Submain Installation - 7 - MSSB-2,,Appselec - Site QA,Mains Reticulation,Submain Installation,7 - MSSB-2,AE-ITCX-015 - Mandatory testing
,,Submain Installation - 11 - MSSB-3,,Appselec - Site QA,Mains Reticulation,Submain Installation,11 - MSSB-3,AE-ITCX-015 - Mandatory testing
,,Submain Installation - 12 - MSSB-4,,Appselec - Site QA,Mains Reticulation,Submain Installation,12 - MSSB-4,AE-ITCX-015 - Mandatory testing
