Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
AE-ITCX-030 - Cut out,,,,,,,,
,Scope,,,Appselec - Site QA,AE-ITCX-030 - Cut out,,,
,Rows,,,,,,,
,,House/Common area,grouping,House/Common area,,,,
,,Distribution boards and sub-circuits - DSB-B,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-B,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-G,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-G,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-Laundry,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-Laundry,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L3,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L3,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L6,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L6,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L9,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L9,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L11,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L11,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L15,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L15,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L19,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L19,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L23,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L23,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L26,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L26,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L30,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L30,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L33,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L33,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L37,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L37,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L41,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L41,AE-ITCX-030 - Cut out
,,Distribution boards and sub-circuits - DSB-L43 ,,Appselec - Site QA,House/Common area,Distribution boards and sub-circuits,DSB-L43 ,AE-ITCX-030 - Cut out
,,Apartments - Level 2,dynamic,Appselec - Site QA,Apartments,Level 2,,
,,Apartments - Level 3,dynamic,Appselec - Site QA,Apartments,Level 3,,
,,Apartments - Level 4,dynamic,Appselec - Site QA,Apartments,Level 4,,
,,Apartments - Level 5,dynamic,Appselec - Site QA,Apartments,Level 5,,
,,Apartments - Level 6,dynamic,Appselec - Site QA,Apartments,Level 6,,
,,Apartments - Level 7,dynamic,Appselec - Site QA,Apartments,Level 7,,
,,Apartments - Level 8,dynamic,Appselec - Site QA,Apartments,Level 8,,
,,Apartments - Level 9,dynamic,Appselec - Site QA,Apartments,Level 9,,
,,Apartments - Level 10,dynamic,Appselec - Site QA,Apartments,Level 10,,
,,Apartments - Level 11,dynamic,Appselec - Site QA,Apartments,Level 11,,
,,Apartments - Level 13,dynamic,Appselec - Site QA,Apartments,Level 13,,
,,Apartments - Level 14,dynamic,Appselec - Site QA,Apartments,Level 14,,
,,Apartments - Level 15,dynamic,Appselec - Site QA,Apartments,Level 15,,
,,Apartments - Level 16,dynamic,Appselec - Site QA,Apartments,Level 16,,
,,Apartments - Level 17,dynamic,Appselec - Site QA,Apartments,Level 17,,
,,Apartments - Level 18,dynamic,Appselec - Site QA,Apartments,Level 18,,
,,Apartments - Level 19,dynamic,Appselec - Site QA,Apartments,Level 19,,
,,Apartments - Level 20,dynamic,Appselec - Site QA,Apartments,Level 20,,
,,Apartments - Level 21,dynamic,Appselec - Site QA,Apartments,Level 21,,
,,Apartments - Level 22,dynamic,Appselec - Site QA,Apartments,Level 22,,
,,Apartments - Level 23,dynamic,Appselec - Site QA,Apartments,Level 23,,
,,Apartments - Level 24,dynamic,Appselec - Site QA,Apartments,Level 24,,
,,Apartments - Level 25,dynamic,Appselec - Site QA,Apartments,Level 25,,
,,Apartments - Level 26,dynamic,Appselec - Site QA,Apartments,Level 26,,
,,Apartments - Level 27,dynamic,Appselec - Site QA,Apartments,Level 27,,
,,Apartments - Level 28,dynamic,Appselec - Site QA,Apartments,Level 28,,
,,Apartments - Level 29,dynamic,Appselec - Site QA,Apartments,Level 29,,
,,Apartments - Level 30,dynamic,Appselec - Site QA,Apartments,Level 30,,
,,Apartments - Level 31,dynamic,Appselec - Site QA,Apartments,Level 31,,
,,Apartments - Level 32,dynamic,Appselec - Site QA,Apartments,Level 32,,
,,Apartments - Level 33,dynamic,Appselec - Site QA,Apartments,Level 33,,
,,Apartments - Level 34,dynamic,Appselec - Site QA,Apartments,Level 34,,
,,Apartments - Level 35,dynamic,Appselec - Site QA,Apartments,Level 35,,
,,Apartments - Level 36,dynamic,Appselec - Site QA,Apartments,Level 36,,
,,Apartments - Level 37,dynamic,Appselec - Site QA,Apartments,Level 37,,
,,Apartments - Level 38,dynamic,Appselec - Site QA,Apartments,Level 38,,
,,Apartments - Level 39,dynamic,Appselec - Site QA,Apartments,Level 39,,
,,Apartments - Level 40,dynamic,Appselec - Site QA,Apartments,Level 40,,
,,Apartments - Level 41,dynamic,Appselec - Site QA,Apartments,Level 41,,
