type,name,values,prefix,postfix,usage count,user addable,template name,,
checklist,16.01 - Landscape and Revegetation Works,itp,,,,,16.01 - Landscape and Revegetation Works,,
section,Details,,,,,,,,
checkpoint,Soil Management Plan prepared in accordance with Form A of Appendix MRTS16. Construction and regular Updates submitted to the Administrator for approval,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Written Acceptance,,,,,,,,
label,Check Item - Hold Point 1,,,,,,,,
label,Reference - MRTS16 Cl 5.2.1,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,
checkpoint,Non-Potable Water Plan and permits submitted to the Administrator,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Plan,,,,,,,,
label,Check Item - Hold Point 2,,,,,,,,
label,Reference - MRTS16 Cl 5.2.2,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,
checkpoint,Seed Supply Proposal submitted to the Administrator within 30 days of Possession of Site,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Plan,,,,,,,,
label,Check Item - Hold Point 3,,,,,,,,
label,Reference - MRTS16 Cl 5.3.1,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,
checkpoint,Plant Supply Proposal submitted to the Administrator within 30 days of Possession of Site,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Plan,,,,,,,,
label,Check Item - Hold Point 5,,,,,,,,
label,Reference - MRTS16 Cl 5.3.3,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,
checkpoint,Plant Harvesting Proposal submitted to the Administrator prior to harvesting plants,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Plan,,,,,,,,
label,Check Item - Hold Point 6,,,,,,,,
label,Reference - MRTS16 Cl 5.3.4,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,
section,Materials,,,,,,,,
checkpoint,Materials imported to Site shall be free of prohibited or restricted biosecurity matter,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,
label,Check Item - Check Item,,,,,,,,
label,Reference - MRTS16 Cl 7,,,,,,,,
checkpoint,"Materials are stored to ensure no deterioration or contamination occurs, including the potential for environmental harm",,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,
label,Check Item - Check Item,,,,,,,,
label,Reference - MRTS16 Cl 7,,,,,,,,
checkpoint,"Materials; including pesticides, soil amelioration agents, soil, seeding, turf, mulch, matting, plants water, plant bed edging and irrigation systems, comply with requirements and specifications set out in MRTS16 Clause 7 where applicable",,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,
label,Check Item - Check Item,,,,,,,,
label,Reference - MRTS16 Cl 7,,,,,,,,
checkpoint,Containerised plants and ex ground stock in accordance with MRTS16 Cl. 7.6.2,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,
label,Check Item - Check Item,,,,,,,,
label,Reference - MRTS16 Cl 7.6.2,,,,,,,,
checkpoint,The extent and types of vegetation treatments are installed as specified in the contract and/or shown on the drawings,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,
label,Check Item - Check Item,,,,,,,,
label,Reference - MRTS16 Cl 8,,,,,,,,
section,Subsoil and Topsoil Amelioration,,,,,,,,
checkpoint,Site is weed free prior to ground preparation operations,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,
label,Check Item - Witness Point 2,,,,,,,,
label,Reference - MRTS16 Cl 8.3,,,,,,,,
checkpoint,Administrator notified at least 3 days before each of the following:,,,,,,,,
label,○ Application and incorporation of amelioration agents,,,,,,,,
label,○ Ripping,,,,,,,,
label,○ Cultivation ,,,,,,,,
label,○ Roughening,,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,
label,"Check Item - Witness Point 3, 4, 5",,,,,,,,
label,Reference - MRTS16 Cl 8.1.1 Cl 8.4.1.1 Cl 8.4.1.2 Cl 8.4.1.3 Cl 8.4.1.4,,,,,,,,
checkpoint,"Amelioration agents, where specified in the Soil Management Plan – Construction, shall be spread over the subsoil surface at the specified rates prior to subsoil operations",,,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,,,
label,Check Item - Hold Point 8,,,,,,,,
label,Reference - Cl 8.4.1.1,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,
checkpoint,Manufactured site topsoil shall be in accordance with Form D of MRTS 16 Appendix prior to being used.,,,,,,,,
