type,name,values,prefix,postfix,usage count,user addable,template name,,
checklist,04.181 - Subgrade Level,itp,,,,,04.181 - Subgrade Level,,
section,Details,,,,,,,,
checkpoint,Define Lot,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Normal: Max Lot Size : 4000m2, Reduced: Max Lot Size : 2000m2",,,,,,,,
label,Check Item - Lot Records,,,,,,,,
label,Reference - MRTS04 App A,,,,,,,,
checkpoint,"Reporting Pavment Design Requirements. For Contracts where the Principal has supplied the pavement design (that is, Construct Only or similar Contracts), the Contractor shall submit the following information to the Administrator for each existing Subgrade Lot:",,,,,,,,
label,a) test pit logs,,,,,,,,
label,"b) all test results for each layer encountered within the test pit, including certified test certificates, and",,,,,,,,
label,c) marked-up drawings accurately showing all test locations within the Lot.,,,,,,,,
label,○ The Contractor shall allow a minimum period of 14 days for the Administrator to review the information prior to any Subgrade treatment and the placement of any overlying materials.,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Submission to Administrator,,,,,,,,
label,Check Item - Hold Point 16,,,,,,,,
label,Reference - MRTS04 App B.6.2,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,
checkpoint,Bottom of Excavation for Cuttings: Where subgrade is reached in cutting works shall cease until subgrade treatment type has been directed by the Administrator in accordance with Clause 13.3.2.1,,,,,,,,
textbox,Subgrade Treatment Type Directed:,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - As directed by Administrator,,,,,,,,
label,Check Item - Hold Point 8,,,,,,,,
label,"Reference - MRTS04 Cl13.3.2.1, Cl 18.3.3",,,,,,,,
holdpoint,HOLD POINT,,,,,,,,
checkpoint,Subgrade Treatment Type A: As ordered by the Administrator at subgrade level on all section. The material below Subgrade Level shall be to compacted a density of not less than that stated in Table 15.3(b) and to a depth of 150 mm.,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Treatment Depth - 150mm ,,,,,,,,
label,○ Compaction Standard: min 97%,,,,,,,,
label,"○ Normal: 1 per 500m2, 4 per lot",,,,,,,,
label,"○ Reduced: 1 per 1000m2, 1 per lot",,,,,,,,
label,Check Item - Test Reports,,,,,,,,
