Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,Site Establishment and Safety,,,,,Yes,Site Establishment and Safety Checklist,094b25a1-5b9b-41d4-be1c-fc2f89f2b26c
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Delivery and goods lift location,,,,,,,
checkpoint-status,,,checkpoint,Delivery requirements i.e. booking process,,,,,,,
checkpoint-status,,,checkpoint,On site storage / office location,,,,,,,
checkpoint-status,,,checkpoint,Site specific restrictions i.e. noise / starting times,,,,,,,
,,,,,,,,,,,
checklist-sectioned,,,checklist,Ductwork,,,,,Yes,Ductwork Checklist,1131128e-0133-4387-9b65-39a7fc28fe5a
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Rectangular duct installed as per latest drawing,,,,,,,
checkpoint-status,,,checkpoint,Duct flanges firmly bolted and sealed where required,,,,,,,
checkpoint-status,,,checkpoint,Cleats installed as required,,,,,,,
checkpoint-status,,,checkpoint,Correct hanger spacing / supports installed,,,,,,,
checkpoint-status,,,checkpoint,DW insulated where required and damage free,,,,,,,
checkpoint-status,,,checkpoint,Ductwork restrained for wind/seismic where required,,,,,,,
checkpoint-status,,,checkpoint,Spiral installed as per latest drawing,,,,,,,
checkpoint-status,,,checkpoint,Spiral joins sealed correctly,,,,,,,
checkpoint-status,,,checkpoint,Correct hanger spacing / supports installed for spiral,,,,,,,
checkpoint-status,,,checkpoint,Spiral insulated where required and damage free,,,,,,,
checkpoint-status,,,checkpoint,Additional taping/sealing to medium/high pressure spiral,,,,,,,
checkpoint-status,,,checkpoint,Pops & flex installed as per latest drawing,,,,,,,
checkpoint-status,,,checkpoint,Correct hanger spacing / supports installed for flex,,,,,,,
checkpoint-status,,,checkpoint,Free from support off other services,,,,,,,
checkpoint-status,,,checkpoint,Flexible duct connections completed correctly,,,,,,,
checkpoint-status,,,checkpoint,Blade dampers installed as documented and left in the open position,,,,,,,
checkpoint-status,,,checkpoint,BD pop access panel coordinated and marked,,,,,,,
checkpoint-status,,,checkpoint,Cushion boxes installed as per latest drawing,,,,,,,
checkpoint-status,,,checkpoint,Balancing dampers installed as documented and left in the open position,,,,,,,
checkpoint-status,,,checkpoint,Location of register coordinted with other services and marked on plan or floor,,,,,,,
checkpoint-status,,,checkpoint,Volume Control Dampers installed as per latest drawing,,,,,,,
checkpoint-status,,,checkpoint,Motorised dampers installed as per latest drawing / actuator fit off,,,,,,,
checkpoint-status,,,checkpoint,Damper access panels coordinated and marked,,,,,,,
,,,,,,,,,,,
checklist-sectioned,,,checklist,Plantroom / Outdoor Equipment,,,,,Yes,Plantroom / Outdoor Equipment,266bdbc1-ad06-48bb-9e48-4a54ecbd93d7
checkpoint-group,,,section,Details,,,,,,,
