type,name,values,prefix,postfix,usage count,user addable,template name
checklist ,Site Establishment and Safety Checklist,,,,,,
section,Details,,,,,,
checkpoint,Delivery and goods lift location,,,,,,
checkpoint,Delivery requirements i.e. booking process,,,,,,
checkpoint,On site storage / office location,,,,,,
checkpoint,Site specific restrictions i.e. noise / starting times,,,,,,
,,,,,,,
checklist,Ductwork Checklist,,,,,,
section,Details,,,,,,
checkpoint,Rectangular duct installed as per latest drawing,,,,,,
checkpoint,Duct flanges firmly bolted and sealed where required,,,,,,
checkpoint,Cleats installed as required,,,,,,
checkpoint,Correct hanger spacing / supports installed,,,,,,
checkpoint,DW insulated where required and damage free,,,,,,
checkpoint,Ductwork restrained for wind/seismic where required,,,,,,
checkpoint,Spiral installed as per latest drawing,,,,,,
checkpoint,Spiral joins sealed correctly,,,,,,
checkpoint,Correct hanger spacing / supports installed for spiral,,,,,,
checkpoint,Spiral insulated where required and damage free,,,,,,
checkpoint,Additional taping/sealing to medium/high pressure spiral,,,,,,
checkpoint,Pops & flex installed as per latest drawing,,,,,,
checkpoint,Correct hanger spacing / supports installed for flex,,,,,,
checkpoint,Free from support off other services,,,,,,
checkpoint,Flexible duct connections completed correctly,,,,,,
checkpoint,Blade dampers installed as documented and left in the open position,,,,,,
checkpoint,BD pop access panel coordinated and marked,,,,,,
checkpoint,Cushion boxes installed as per latest drawing,,,,,,
checkpoint,Balancing dampers installed as documented and left in the open position,,,,,,
checkpoint,Location of register coordinted with other services and marked on plan or floor,,,,,,
checkpoint,Volume Control Dampers installed as per latest drawing,,,,,,
checkpoint,Motorised dampers installed as per latest drawing / actuator fit off,,,,,,
checkpoint,Damper access panels coordinated and marked,,,,,,
,,,,,,,
checklist,Pipework,,,,,,
section,Details,,,,,,
checkpoint,Pipework installed as per latest drawings,,,,,,
checkpoint,Pipework installed level and free of damage,,,,,,
checkpoint,All joins welded / crimped as per manufacturer's instructions,,,,,,
checkpoint,Air bleeds installed in pipework where required,,,,,,
checkpoint,Riser or area branch valve access panel coordinated and marked,,,,,,
checkpoint,Correct hanger spacing / supports installed for pipe runs,,,,,,
checkpoint,No other services suspended from pipework,,,,,,
checkpoint,Correct coil valves installed as per schedule,,,,,,
checkpoint,"Test points, drains and bleeders installed where required",,,,,,
checkpoint,Coil valves accessible and not blocking any service points,,,,,,
checkpoint,Coil valveset access panel coordinated and marked,,,,,,
checkpoint,Pipework lagged where required and correct thickness,,,,,,
checkpoint,Pipework labelled,,,,,,
checkpoint,Pipework secitons though fire walls lagged as per test report,,,,,,
checkpoint,HHW Pressure Test – ITR attached,,,,,,
checkpoint,"HHW Flushed - plan, photos of flow readings and water quality attached",,,,,,
checkpoint,CHW Pressure Test – ITR attached,,,,,,
checkpoint,"CHW Flushed - plan, photos of flow readings and water quality attached",,,,,,
checkpoint,Drain trapped where required,,,,,,
checkpoint,Correct hanger spacing / fall,,,,,,
checkpoint,Drain tested,,,,,,
checkpoint,Drain pump installed level and tested,,,,,,
checkpoint,Drain terminates at a tundish,,,,,,
checkpoint,"Drains, pump and tundish access for maintenance.",,,,,,
,,,,,,,
checklist,Plantroom / Outdoor Equipment,,,,,,
section,Details,,,,,,
checkpoint,AHU correctly supported as per project engineering requirements,,,,,,
checkpoint,Correct AHU installed as per latest drawing,,,,,,
checkpoint,Access to filter bank / filters installed,,,,,,
checkpoint,"Access to all relevant controls, isolators and maintenance items",,,,,,
checkpoint,Floor or Platform Mounted Thermal Plant correctly supported as per project engineering requirements,,,,,,
checkpoint,Maintenance and ventilation clearance maintained as per manufacturer's specs,,,,,,
checkpoint,All manufacturer specific requirements have been provided in addition to project requirements,,,,,,
,,,,,,,
checklist,Grille Fit-Off Checklist,,,,,,
section,Details,,,,,,
checkpoint,Grilles installed in correct location as per latest duct layout / RCP,,,,,,
checkpoint,Correct grille type installed,,,,,,
checkpoint,Grille installed flush and square,,,,,,
checkpoint,"Are all grilles installed correctly? Air leaks, vibration or failure",,,,,,
checkpoint,Grille color as per schedule,,,,,,
checkpoint,Grille left clean of fingerprints and caps installed where required,,,,,,
checkpoint,Grille fit-Off completed to drawings/specification & Area left clean/tidy (Any Issues comment below),,,,,,
,,,,,,,
checklist,All Subbie Rough-in Progression Checklist,,,,,,
section,Details,,,,,,
checkpoint,All work in zone completed and appear compliant,,,,,,
label,Pass once all work complete,,,,,,
,,,,,,,
checklist,All Subbie Fit off & Testing Progression Checklist,,,,,,
section,Details,,,,,,
checkpoint,All work in zone completed and appear compliant,,,,,,
label,Pass once all work complete,,,,,,
,,,,,,,
checklist,As Builts Checklist,,,,,,
section,Details,,,,,,
checkpoint,Update As-Built's of any known changes,,,,,,
