type,name,values,prefix,postfix,usage count,user addable,template name
checklist,ITP-049-AX-LOT-XXX - Desc,itp,,,,,ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING
section,Lot Information,,,,,,
checkpoint,1.0 Lot Information,,,,,,
textbox,Lot Created On,,,,,,
textbox,Lot Opened On,,,,,,
textbox,Work Commenced On,,,,,,
dropdown,Lot Type,CIL - Civil,,,,,
textbox,From and To Chainage,,,,,,
dropdown,Construction Element,LAND - Landscaping,,,,,
dropdown,Activity,"CULT - Cultivation, HARD - Hardscaping, HYDR - Hydroseeding, MAIN - Maintenance, PLAN - Planting, RIPP - Ripping, TOPS - Topsoil, WEED - Weed/Grass Management, WSRD - WSRD",,,,,
dropdown,Design Package No,"1145-ACM-CVD-DPK-0002, 1145-ACM-CVD-DPK-0003, 1145-ACM-CVD-DPK-0004, 1145-ACM-CVP-DPK-0001, 1145-ACM-CVP-DPK-0002, 1145-ACM-CVR-DPK-0001, 1145-ACM-CVR-DPK-0002, 1145-ACM-CVR-DPK-0003, 1145-ACM-CVR-DPK-0004, 1145-ACM-ELE-DPK-0001, 1145-ACM-ELE-DPK-0002, 1145-ACM-LDE-DPK-0001, 1145-ACM-LDE-DPK-0002, 1145-ACM-SBA-DPK-0001, 1145-ACM-STR-DPK-0001, 1145-ACM-TSI-DPK-0001, 1145-ACM-TSI-DPK-0002, 1145-ACM-TSI-DPK-0003, 1145-ACM-TSI-DPK-0004, 1145-ACM-UTL-DPK-0001, 1145-ACM-UTL-DPK-0002",,,,,
dropdown,Traffic Direction,"EB - Eastbound, ME - Median, NB - Northbound, SB - Southbound, WB - Westbound",,,,,
textbox,Engineer Responsible,,,,,,
textbox,comments,,,,,,
section,1 - Preliminary Works,,,,,,
checkpoint,1.1 - Check that current revision drawings are being used,,,,,,
note,Frequency - Prior to Commencing Work,,,,,,
note,- - - - - - - - -,,,,,,
note,Acceptance Criteria - Refer to latest drawings and latest available revision used,,,,,,
note,- - - - - - - - -,,,,,,
note,Reference Documents - IFC Project Drawings / Drawing Register,,,,,,
note,- - - - - - - - -,,,,,,
note,Inspection / Test Method - Document Review,,,,,,
note,- - - - - - - - -,,,,,,
