Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,QA,,
,Rows,,,,,
,,Ground - CU-01,dynamic,CU-01,Ground,QA
,,Comissioning - CU-01,dynamic,CU-01,Comissioning,QA
,Columns,,,,,
,,Unit Model Number correct,,Unit Model Number correct & Labelled with a clear photo of Both Model & Serial Numbers,,
,,Vibration mounts installed,,Vibration mounts installed,,
,,Condensate drain installed,,Condensate drain installed including hose clamps,,
,,Refrigeration pipework installed,,Refrigeration pipework installed including insulation over flare nuts,,
,,Fascia fitted square & plug loom connected,,(Cassette Fit-Off) Fascia fitted square and plug loom connected,,
,,Drain fitted of at tundish with air break,,Check drain fitted of at tundish with air break,,
,,Check Operation of unit heat/cool & louvre,,Check Operation of unit heat/cool & louvre operation,,
,,Pipework roughed in,,Pipework roughed in,,
,,Condensate drains installed to tundish/waste point,,Condensate drains installed to tundish/waste point provided and hose clamps fitted,,
,,All solid ductwork installed as per drawings,,"All solid ductwork installed as per drawings, including flexible connections",,
,,Dampers installed & all fully opened,,"Dampers installed (NRD, VC, FD, MVCD) and all fully opened",,
,,All flexible ductwork installed,,All flexible ductwork installed,,
,,All cushion heads installed & setout noted,,All cushion heads installed and setout noted,,
,,Grilles/louvres installed,,Grilles/louvres installed,,
,,Filters installed & are removable,,Filters installed and are removable,,
,,Condensate drains installed,,Condensate drains installed and terminated to correct location and tested,,
,,Check Operation of unit,,Check Operation of unit,,
,,Check for noise & vibration,,Check for noise and vibration,,
,,Model Number correct & Labelled,,Model Number correct & Labelled,,
,,Unit Model Number correct & Labelled,,Unit Model Number correct & Labelled,,
,,Condensate drains installed to tundish,,Condensate drains installed to tundish/waste point provided,,
,,System pressure tested to 400PSI,,System pressure tested to 400PSI,,
,,System evacuated and valves opened,,System evacuated and valves opened - Photo of vac stat required,,
,,Operation checked,,Operation checked,,
