Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,ITPS-003 Fire Alarm and EWIS Installation,itp,,,,Yes,ITPS-003 Fire Alarm and EWIS Installation,240de470-1e53-449f-802a-3a16674f79fd
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,1 - CABLE TYPE & SIZE TO DESIGN CRITERIA - AS1670.1-2018 Have a cross sectional area of no less than 0.75mm2 AS3000,,,,,,,
radio,d4b4332c-6f0e-571c-9fe1-31055d8a0cee,,radio,C5.4.0 Wiring,Pass,,,,,,
text,42d19c37-5762-5c0f-ac35-42965e6d2d50,,textbox,Drawing Reference Number:,,,,,,,
text,7c92011c-d24c-5d68-a321-a023538921c7,,textbox,Inspection performed and witnessed by: Please print name and company of all involved parties,,,,,,,
date,b8127666-6248-580a-b95a-b98f692a958b,,date,DATE:,,,,,,,
checkpoint-status,,,checkpoint,2 - CABLE HEIGHTS & LOCATION ADEQUATE FOR FIT OFF - AS1670.1-2018: internal domestic and office situations where cabling is mounted on walls at heights above 1.5m AS3000,,,,,,,
radio,2d798dde-f905-5fca-9501-b4488b2c1ea1,,radio,C5.2.5 Control Loops,Pass,,,,,,
radio,8de9f9f4-e686-5972-9525-dc9a28e69a6e,,radio,C5.4.0 Wiring,Pass,,,,,,
text,f694ba28-9d02-5c3d-93cd-c0339d6a2315,,textbox,Drawing Reference Number:,,,,,,,
text,d395e679-61ed-5652-a0f4-dc6b26b8ffce,,textbox,Inspection performed and witnessed by: Please print name and company of all involved parties,,,,,,,
date,3e0e8337-864b-52be-8836-8d3f6fbc936d,,date,DATE:,,,,,,,
checkpoint-status,,,checkpoint,3 - CABLE FIXED TO SPECIFIED REQUIREMENTS - AS3000-2018: Where a wiring system is not resting on a continuous surface it shall be supported by suitable means in accordance with Clause 3.3.9,,,,,,,
radio,a2dadb8c-68d5-5dcd-9fe4-7a491faeb967,,radio,C5.2.5 Control Loops,Pass,,,,,,
radio,54fcb519-3d0d-5aa7-bccd-2bae4dcb3881,,radio,C5.4.0 Wiring,Pass,,,,,,
