type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP - C1603A - Waikare Gorge Descent - Basecourse Construction,itp,,,,,ITP - C1603A - Waikare Gorge Descent - Basecourse Construction,f2874e3e-d6e4-4b93-9b52-60e0c58a929c
section,Details,,,,,,,
checkpoint,Project Site reps.,,,,,,,
textbox,CPS Eng.,,,,,,,
textbox,Site Engineer,,,,,,,
textbox,Quality Eng.,,,,,,,
checkpoint,1 - Sub Base Signed off ,,,,,,,
label,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
label,Detail - All previous Activities completed & signed off before Placing base course,,,,,,,
label,Frequency - Prior to commencement,,,,,,,
label,"Inspection / Test Method submission, visual inspection, testing, measure, review - Document Review",,,,,,,
label,Conformance Criteria - Previous ITP completed,,,,,,,
label,Records - ITP - Subbase Construction,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2 - Survey Setout,,,,,,,
label,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
label,Detail - Cross Fall and levels to tie in with pre-existing carriageway,,,,,,,
label,Frequency - Prior to commencement,,,,,,,
label,"Inspection / Test Method submission, visual inspection, testing, measure, review - Visual",,,,,,,
label,Conformance Criteria - Set out and levels agreed with CPS Engineer on site ,,,,,,,
label,Records - Photo's,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3 - Material Compliance,,,,,,,
label,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
label,Detail - All aggregate loads coming to site to have delivery dockets checked to ensure material is coming from the correct stockpile.,,,,,,,
label,"Frequency - During construction, traceability of all materials delivered to site",,,,,,,
label,"Inspection / Test Method submission, visual inspection, testing, measure, review - Visual check, document review ",,,,,,,
label,Conformance Criteria - Conforms to TNZ M/4 specification,,,,,,,
label,Records - Delivery Dockets / Records,,,,,,,
checkpoint,4 - Basecourse Construction,,,,,,,
label,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
label,Detail - Basecourse Aggregate,,,,,,,
label,"Frequency - 1 sample/10,000M3 or 1 per source stockpile.",,,,,,,
label,"Inspection / Test Method submission, visual inspection, testing, measure, review - PSD, Atterberg Limits, MDD, OMC and CBR",,,,,,,
label,Conformance Criteria - Comply with TNZ M/4 specification,,,,,,,
label,Records - Lab test result,,,,,,,
