resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Level 0,,,,,,,,
,,,step,,,,Circulation,RAD - 0.001,,,,,,
,,,step,,,,Circulation,RAD - 0.002,,,,,,
,,,step,,,,Circulation,RAD - 0.003,,,,,,
,,,step,,,,Circulation,RAD - 0.004,,,,,,
,,,step,,,,Circulation,RAD - 0.006,,,,,,
,,,step,,,,Circulation,RAD - 0.007,,,,,,
,,,step,,,,Circulation,RAD - 0.008,,,,,,
,,,step,,,,Circulation,RAD - 0.009,,,,,,
,,,step,,,,Circulation,RAD - 0.012,,,,,,
,,,step,,,,Circulation,RAD - 0.013,,,,,,
,,,step,,,,Circulation,RAD - 0.014,,,,,,
,,,step,,,,Circulation,RAD - 0.015,,,,,,
,,,step,,,,Circulation,RAD - 0.016,,,,,,
,,,step,,,,Waiting/Reception,RAD - 0.032,,,,,,
,,,step,,,,Play Area,RAD - 0.033,,,,,,
,,,step,,,,Reception,RAD - 0.034,,,,,,
,,,step,,,,Trly/WCH,RAD - 0.036,,,,,,
,,,step,,,,INT,RAD - 0.037,,,,,,
,,,step,,,,Office Work Area,RAD - 0.038,,,,,,
,,,step,,,,Equip,RAD - 0.039,,,,,,
,,,step,,,,Consult,RAD - 0.040,,,,,,
,,,step,,,,PCPY,RAD - 0.070,,,,,,
,,,step,,,,Off- 1P,RAD - 0.071,,,,,,
,,,step,,,,Off-2P,RAD - 0.072,,,,,,
,,,step,,,,Reporting,RAD - 0.073,,,,,,
,,,step,,,,Reporting,RAD - 0.074,,,,,,
,,,step,,,,Reporting,RAD - 0.075,,,,,,
,,,step,,,,Reporting,RAD - 0.076,,,,,,
,,,step,,,,Film/Study Area,RAD - 0.077,,,,,,
,,,step,,,,WC ST,RAD - 0.078,,,,,,
,,,step,,,,WC ST,RAD - 0.079,,,,,,
,,,step,,,,STD Bay- Property Staff,RAD - 0.080,,,,,,
,,,step,,,,STD Staff Room,RAD - 0.081,,,,,,
,,,step,,,,Nurse Work Area,RAD - 0.082,,,,,,
,,,step,,,,WC ST,RAD - 0.083,,,,,,
,,,step,,,,Reporting Work Area,RAD - 0.084,,,,,,
,,,step,,,,View/Rep,RAD - 0.085,,,,,,
,,,step,,,,Meeting,RAD - 0.086,,,,,,
,,,step,,,,Hold,RAD - 0.101,,,,,,
,,,step,,,,Hold,RAD - 0.102,,,,,,
,,,step,,,,Hold,RAD - 0.103,,,,,,
,,,step,,,,Hold,RAD - 0.104,,,,,,
,,,step,,,,Hold,RAD - 0.105,,,,,,
,,,step,,,,Hold,RAD - 0.106,,,,,,
,,,step,,,,Hold,RAD - 0.107,,,,,,
,,,step,,,,STD Patient Bay- Holding,RAD - 0.108,,,,,,
,,,step,,,,STD WC PT,RAD - 0.109,,,,,,
,,,step,,,,Hold,RAD - 0.110,,,,,,
,,,step,,,,Hold,RAD - 0.111,,,,,,
,,,step,,,,Hold,RAD - 0.112,,,,,,
,,,step,,,,Bay- Teapoint,RAD - 0.114,,,,,,
,,,step,,,,Staff Station,RAD - 0.115,,,,,,
,,,step,,,,Equip.,RAD - 0.117,,,,,,
,,,step,,,,Equip.,RAD - 0.118,,,,,,
,,,step,,,,Store-Equipment,RAD - 0.119,,,,,,
,,,step,,,,WC PT,RAD - 0.120,,,,,,
,,,step,,,,Scrub,RAD - 0.201,,,,,,
,,,step,,,,Sterile/Set-Up,RAD - 0.202,,,,,,
,,,step,,,,Store,RAD - 0.203,,,,,,
,,,step,,,,Control/Report,RAD - 0.204,,,,,,
,,,step,,,,Angio,RAD - 0.206,,,,,,
,,,step,,,,Equipment,RAD - 0.207,,,,,,
,,,step,,,,Future Tech- Interventional UltraS Room,RAD - 0.208,,,,,,
,,,step,,,,WC/SHR ACC,RAD - 0.301,,,,,,
,,,step,,,,WC ACC,RAD - 0.302,,,,,,
,,,step,,,,CH ACC,RAD - 0.304,,,,,,
,,,step,,,,Fluoroscopy Room,RAD - 0.305,,,,,,
,,,step,,,,Control,RAD - 0.306,,,,,,
,,,step,,,,Spect CT Control Room,RAD - 0.401,,,,,,
,,,step,,,,Spect/CT Imaging Room,RAD - 0.402,,,,,,
,,,step,,,,Hot Lab,RAD - 0.403,,,,,,
,,,step,,,,Bay- Teapoint,RAD - 0.405,,,,,,
,,,step,,,,CH ACC,RAD - 0.406,,,,,,
,,,step,,,,Treatment Room,RAD - 0.407,,,,,,
,,,step,,,,WC ACC,RAD - 0.408,,,,,,
,,,step,,,,Sub-Wait,RAD - 0.409,,,,,,
,,,step,,,,WC PT,RAD - 0.501,,,,,,
,,,step,,,,Prep Room,RAD - 0.502,,,,,,
,,,step,,,,US Procedure,RAD - 0.503,,,,,,
,,,step,,,,Ultrasound Future Mannography Room,RAD - 0.504,,,,,,
,,,step,,,,WC PT,RAD - 0.505,,,,,,
,,,step,,,,WC PT,RAD - 0.506,,,,,,
,,,step,,,,Trophon,RAD - 0.507,,,,,,
,,,step,,,,U/Sound,RAD - 0.508,,,,,,
,,,step,,,,WC PT,RAD - 0.509,,,,,,
,,,step,,,,Ultrasound Room,RAD - 0.510,,,,,,
,,,step,,,,WC PT,RAD - 0.511,,,,,,
,,,step,,,,Sonographer,RAD - 0.512,,,,,,
,,,step,,,,U/Sound,RAD - 0.513,,,,,,
,,,step,,,,WC PT,RAD - 0.514,,,,,,
,,,step,,,,U/Sound,RAD - 0.515,,,,,,
,,,step,,,,WC PT,RAD - 0.516,,,,,,
,,,step,,,,Sub-Wait,RAD - 0.517,,,,,,
,,,step,,,,HOLD,RAD - 0.519,,,,,,
,,,step,,,,X-Ray,RAD - 0.601,,,,,,
,,,step,,,,CH ACC,RAD - 0.602,,,,,,
,,,step,,,,CH,RAD - 0.603,,,,,,
,,,step,,,,X-Ray,RAD - 0.604,,,,,,
,,,step,,,,CH,RAD - 0.605,,,,,,
,,,step,,,,CH ACC,RAD - 0.606,,,,,,
,,,step,,,,X-Ray,RAD - 0.607,,,,,,
,,,step,,,,CH,RAD - 0.608,,,,,,
,,,step,,,,CH ACC,RAD - 0.609,,,,,,
,,,step,,,,OPG Room,RAD - 0.610,,,,,,
,,,step,,,,Workstation Radiographer,RAD - 0.611,,,,,,
,,,step,,,,Sub-Wait,RAD - 0.612,,,,,,
,,,step,,,,WC PT,RAD - 0.613,,,,,,
,,,step,,,,Linen,RAD - 0.614,,,,,,
,,,step,,,,Hold,RAD - 0.617,,,,,,
,,,step,,,,Equipment,RAD - 0.701,,,,,,
,,,step,,,,MRI Imaging,RAD - 0.702,,,,,,
,,,step,,,,MRI Safety Zone 3,RAD - 0.703,,,,,,
,,,step,,,,Hold/Prep,RAD - 0.704,,,,,,
,,,step,,,,MRI Control,RAD - 0.705,,,,,,
,,,step,,,,CH ACC,RAD - 0.706,,,,,,
,,,step,,,,CH,RAD - 0.707,,,,,,
,,,step,,,,HOLD,RAD - 0.708,,,,,,
,,,step,,,,Resus,RAD - 0.709,,,,,,
,,,step,,,,STD WC ACC,RAD - 0.711,,,,,,
,,,step,,,,Sub-Wait,RAD - 0.712,,,,,,
,,,step,,,,CT Workstation,RAD - 0.801,,,,,,
,,,step,,,,Control,RAD - 0.802,,,,,,
,,,step,,,,CT Imaging Room,RAD - 0.803,,,,,,
,,,step,,,,CH,RAD - 0.804,,,,,,
,,,step,,,,CH ACC,RAD - 0.805,,,,,,
,,,step,,,,Hold,RAD - 0.807,,,,,,
,,,step,,,,CH,RAD - 0.808,,,,,,
,,,step,,,,Reporting,RAD - 0.809,,,,,,
,,,step,,,,Prep Bay,RAD - 0.810,,,,,,
,,,step,,,,WC ACC,RAD - 0.812,,,,,,
,,,step,,,,CLNR,RAD - 0.901,,,,,,
,,,step,,,,HWB,RAD - 0.902,,,,,,
,,,step,,,,Bottle,RAD - 0.903,,,,,,
,,,step,,,,Linen,RAD - 0.904,,,,,,
,,,step,,,,Clean Medication,RAD - 0.910,,,,,,
,,,step,,,,Dirty,RAD - 0.911,,,,,,
,,,step,,,,Linen,RAD - 0.912,,,,,,
,,,step,,,,Equip,RAD - 0.913,,,,,,
,,,step,,,,Store Sterile,RAD - 0.914,,,,,,
,,,step,,,,Equip,RAD - 0.918,,,,,,
,,,step,,,,Equip,RAD - 0.920,,,,,,
,,,step,,,,Store,RAD - 0.922,,,,,,
,,,step,,,,Linen,RAD - 0.927,,,,,,
,,,step,,,,Linen,RAD - 0.928,,,,,,
,,,step,,,,Biomedical Engineering,BME - 0.101,,,,,,
,,,step,,,,Inwards,BME - 0.102,,,,,,
,,,step,,,,Bio Eng- Wet Area,BME - 0.103,,,,,,
,,,step,,,,Bio Eng- Anaesthetics/ Monitoring Area,BME - 0.104,,,,,,
,,,step,,,,Bio Eng- Incubators & Ventilator Area,BME - 0.105,,,,,,
,,,step,,,,Bio Eng- Mobile X-Ray Area,BME - 0.106,,,,,,
,,,step,,,,Bio Eng- Test Equipment Bench,BME - 0.107,,,,,,
,,,step,,,,Dispatch,BME - 0.108,,,,,,
,,,step,,,,Admin,BME - 0.109,,,,,,
,,,step,,,,Store,BME - 0.110,,,,,,
,,,step,,,,IOC Disaster Store,IOC - 0.185,,,,,,
,,,step,,,,Lobby,SPA - 0.101,,,,,,
,,,step,,,,Parent,SPA - 0.102,,,,,,
,,,step,,,,WC ACC CHPL,SPA - 0.105,,,,,,
,,,step,,,,WC ACC,SPA - 0.106,,,,,,
,,,step,,,,Store,SPA - 0.108,,,,,,
,,,step,,,,Linen Hold,SSA - 0.101,,,,,,
,,,step,,,,Disposal,SSA - 0.103,,,,,,
,,,step,,,,CLNR,SSA - 0.201,,,,,,
,,,step,,,,Change-Male,SSA - 0.202,,,,,,
,,,step,,,,WC M,SSA - 0.203,,,,,,
,,,step,,,,STD Shower,SSA - 0.204,,,,,,
,,,step,,,,SHR ST,SSA - 0.205,,,,,,
,,,step,,,,Parent,SSA - 0.207,,,,,,
,,,step,,,,WC/SH STAFF ACC,SSA - 0.208,,,,,,
,,,step,,,,Change- Female,SSA - 0.209,,,,,,
,,,step,,,,SHR ST,SSA - 0.210,,,,,,
,,,step,,,,SHR ST,SSA - 0.211,,,,,,
,,,step,,,,WC F,SSA - 0.212,,,,,,
,,,step,,,,WC F,SSA - 0.213,,,,,,
,,,step,,,,Bicycle,SSA - 0.301,,,,,,
,,,step,,,,Store- Equipment,EQS - 0.101,,,,,,
,,,step,,,,Equipment Store & Work Area,EQS - 0.102,,,,,,
,,,step,,,,Equioment Wash Station,EQS - 0.103,,,,,,
,,,step,,,,Viewing Rooms,VWR - 0.101,,,,,,
,,,step,,,,Waiting,VWR - 0.102,,,,,,
,,,step,,,,Bay- Teapoint,VWR - 0.003,,,,,,
,,,step,,,,Toilet-Accessible,VWR - 0.004,,,,,,
,,,step,,,,Store,VWR - 0.005,,,,,,
,,,step,,,,Atrium,TRA - 0.001,,,,,,
,,,step,,,,Lift Lobby,TRA - 0.002,,,,,,
,,,step,,,,Wind Lobby,TRA - 0.003,,,,,,
,,,step,,,,Circulation,TRA - 0.004,,,,,,
,,,step,,,,Circulation,TRA - 0.005,,,,,,
