"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"88f7ddbd-62ec-4e04-adb9-302a29ef29f6","","not-started","","folder","TRUE","FALSE","Delays"
"b490f83b-9b33-4d48-963d-8f5d38a69fbc","","not-started","","folder","TRUE","FALSE","Delays","Level 3 "
"bfe3f6f8-ff5a-4d30-b7a3-604c6a8f358b","","not-started","Rough In & Fit Off 1","checklist","FALSE","FALSE","Delays","Level 3 ","Rough In"
"29103bc3-5581-4cc3-8ddd-8412e64570a9","","no-status-not-started","","folder","TRUE","FALSE","Delays","Level 4 "
"ad12f502-482f-40c3-9d71-8e15699ce8b0","","no-status-not-started","","folder","TRUE","FALSE","Delays","Level 5 "
"aaa35ce9-77e0-439f-b5b7-ef00d6736f2b","","no-status-not-started","","folder","TRUE","FALSE","Delays","Level 6 "
"f93c9716-f0e3-4e1f-a3ab-1b5c00cc1d36","","no-status-not-started","","folder","TRUE","FALSE","Delays","Level 7"
"70ff4c97-2906-488a-89f2-90a9a4174702","","no-status-not-started","","folder","TRUE","FALSE","Delays","Level 8 "
"dfce19e5-87ab-4fba-9703-70f2d0bf7508","","no-status-not-started","","folder","TRUE","FALSE","Delays","Level 9"
"b3907b3a-fb75-45b9-a024-2d3efa20675a","","no-status-not-started","","folder","TRUE","FALSE","Site Safety"
"9c0ed23e-cf18-47a3-977d-13e2d7844610","","fail","","folder","TRUE","FALSE","Site QA"
"3452891d-f6c3-4f2a-bac9-dd5672bbe01b","","fail","","folder","TRUE","FALSE","Site QA","HOTEL QA"
"e77bb49f-4887-42e8-8397-0b8f0cd3721e","","not-started","","folder","TRUE","FALSE","Site QA","HOTEL QA","Basement Level B1"
"89faffa5-031d-4390-8411-f8c92868d07e","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","Lift lobby 2.B1.002"
"64300960-9ccc-4335-8d4f-d6b70c619633","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","General store 2.B1.004"
"acf0576e-13ab-48c8-b060-bc50609b4f53","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","General store 2.B1.004"
"ef36ee89-c8b0-4e09-8241-53b124cbd4bc","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","Retail store 2.B1.006"
"3ab74e6b-ff35-4df9-b31e-0f0c7e9d15a4","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","Hotel carpark 2.B1.016"
"2986af0b-886b-4d89-9d8e-cf7370bcf1d0","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","Hydraulic plant 2.B1.025"
"6cbecb5d-898b-4201-9dc5-ec24845a913a","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","Retail tenant store 2.B1.026"
"827c7575-1ed9-459f-888a-51c707365247","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","Hotel fire pump & tank room 2.B1.027"
"a60744bc-8a78-4057-a786-7965dc7cfe88","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","Diesel fuel tank 2.B1.028"
"eda4b9b3-a131-4e8b-858e-f87eb883662f","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Basement Level B1","Hydraulic plant 2.B1.029"
"9da768e9-acbf-4fe9-ad0a-edb12cc87a45","","work-in-progress","","folder","TRUE","FALSE","Site QA","HOTEL QA","Ground"
"b63d4733-a4d9-4d85-adac-c0308e0e03bd","","not-started","Cable Tray","checklist","FALSE","FALSE","Site QA","HOTEL QA","Ground","Cable Tray"
"fdf7d9c1-995f-4fd2-b639-41e9585aa23f","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Ground","Lift lobby 2.00.001"
"91a681fe-d7f7-4182-8358-5bc3f819969a","","not-started","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Ground","Corridor 2.00.002"
"b4a4be09-48d1-4e7c-b226-68f05f56a3e9","","work-in-progress","Rough In & Fit Off 2","checklist","FALSE","FALSE","Site QA","HOTEL QA","Ground","Purchase office 2.00.003"
