Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Level 1,,Level 1,
,,Level 2,,Level 2,
,,Level 3,,Level 3,
,,Level 4,,Level 4,
,,Level 5,,Level 5,
,,Basement ,,Basement ,
,,Ground Works,,Ground Works,
,,AO8,,AO8,
,Columns,,,,
,,Details,,Details,
,,Test,,Test,
,,Pre-Install,,Pre-Install,
,,WC Suite,,WC Suite,
,,WHB,,WHB,
,,Fire Proofing,,Fire Proofing,
,,Pipework,,Pipework,
,,Hot water cylinder,,Hot water cylinder,
,,Floor waste gully,,Floor waste gully,
,,Plumbing,,Plumbing,
,,Water mains,,Water mains,
,,Gas main,,Gas main,
,,General,,General,
,,Toilet,,Toilet,
,,Shower/Bath,,Shower/Bath,
,,Safety Shower,,Safety Shower,
,,Hose Tap,,Hose Tap,
,,Floor Waste Gully/Cleanout,,Floor Waste Gully/Cleanout,
,,Kitchen,,Kitchen,
,,Laundry/Cleaner’s Sink,,Laundry/Cleaner’s Sink,
