resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,Site QA,,,,,,,,
,,,,step,,,,Building -DHHS,,,,,,,
,,,,step,,,,,GROUND,,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-1,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-2,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-3,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-4,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-5,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-6,,,,,
,,,,step,,,,,LEVEL 1,,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-7,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-8,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-9,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-10,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-11,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-12,,,,,
,,,,step,,,,,LEVEL 2,,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-13,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-14,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-15,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-16,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-17,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,DHHS-18,,,,,
,,,,step,,,,,LEVEL 3,,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,310A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,311A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,312A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,313A,,,,,
,,,,step,,,,BUILDING A,,,,,,,
,,,,step,,,,,GROUND,,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,G01A TH,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,G02A TH,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,G03A TH,,,,,
,,,,step,,,,,LEVEL 1,,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,G01A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,G02A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,G03A,,,,,
,,,,step,,,,,LEVEL 2,,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,201A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,202A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,203A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,204A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,205A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,206A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,207A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,208A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,209A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,210A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,211A,,,,,
Bathroom ITP,Laundry ITP,Balcony ITP,,folder-with-checklists,,,,,,212A,,,,,
,,,,step,,,,,LEVEL 3,,,,,,
