type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,"Roof, Deck Membrane",,,,,Yes,"Roof, Deck Membrane",f139bcfd-dc50-4f4e-a7b7-175f300d6bdb
checkpoint-no-status,Product Name (input),,,,,,,
select,Product Name (select one),"Nuraply 3PM, Viking GM, Casali, Equus Soprema Duo, Nuralite TPO, Enviroclad, Hydrotech, JM TPO, Viking Dec-K-ing, Sika Sarnafil, Sika MTC 22, OTHER (please specify in comments)",,,,,,
text,Location (Gridlines),,,,,,,
checkpoint-status,"Substrate Acceptable (dry & clean, moisture content)",,,,,,,
checkpoint-status,Falls to minimum standard,,,,,,,
checkpoint-status,Primer applied,,,,,,,
checkpoint-status,Corner Fillets Installed correctly (N/A TPO),,,,,,,
checkpoint-status,"Penetrations, Upstands, Outlets Detailed Properly",,,,,,,
checkpoint-status,All laps to manufacturer's specifications,,,,,,,
checkpoint-status,ILD installed,,,,,,,
checkpoint-status,Completion / Handover,,,,,,,
holdpoint,Request for signoff if required,,,,,,,
