type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Site Inspection Checklist ,,,,,,
section,Details ,,,,,,
checkpoint,Details Complete ,,,,,,
textbox,Site/Location :,,,,,,
textbox,Name of Inspector : ,,,,,,
section,Excavations,,,,,,
checkpoint,Correctly Shored and braced,,,,,,
checklist,Slab ,,,,,,
section,Pour Details,,,,,,
checkpoint,Details ,,,,,,
textbox,Date of inspection / pour,,,,,,
textbox,Type of pour,,,,,,
textbox,Location of pour,,,,,,
textbox,Volume,,,,,,
section,Formwork,,,,,,
checkpoint,Adequately braced and supported,,,,,,
checkpoint,Grout tight,,,,,,
checkpoint,Correct dimensions,,,,,,
checkpoint,Cleaned and oiled,,,,,,
checkpoint,Formed surfaces straight,,,,,,
checkpoint,Major penetrations located,,,,,,
checkpoint,Embedded items located,,,,,,
checkpoint,"Nibs, rebates etc",,,,,,
checkpoint,Correct for specified surface finish,,,,,,
checkpoint,Cleanliness,,,,,,
section,Reinforcement,,,,,,
checkpoint,"Reinforcement Content, Grade and size",,,,,,
checkpoint,"Placement , tolerance, clearance",,,,,,
checkpoint,Rigidly and cover spacers fitted,,,,,,
checkpoint,Clean steel,,,,,,
checkpoint,Lap location and lenghts,,,,,,
section,Construction joints,,,,,,
checkpoint,Roughened,,,,,,
checkpoint,Clean,,,,,,
checkpoint,Water bar placed if specified,,,,,,
section,Slabs on Grade,,,,,,
checkpoint,Dowels correctly positioned,,,,,,
checkpoint,Reinforcement cut at joints,,,,,,
checkpoint,Mesh supported,,,,,,
checkpoint,Finishing apparatus,,,,,,
section,Wet Concrete Checks,,,,,,
checkpoint,Concrete Mix Delivered,,,,,,
checkpoint,Slump/flow target,,,,,,
checkpoint,Complience Cylinder,,,,,,
checkpoint,Excess concrete removed (if possible),,,,,,
checkpoint,Cage in correct position during pour,,,,,,
checkpoint,2 vibrations in working order,,,,,,
textbox,Pour Start Time:,,,,,,
textbox,Pour Completed Time:,,,,,,
textbox,Actual Volume:,,,,,,
checkpoint,"Access for pouring, pumping concrete",,,,,,
checkpoint,Docket attached,,,,,,
textbox,Docket number,,,,,,
checkpoint,Compression test,,,,,,
checkpoint,Engineer Informed prior to pour concrete,,,,,,
textbox,TRS Concrete Inspector,,,,,,
textbox,Completion,,,,,,
section,Post Pour Sign Off,,,,,,
checkpoint,Details,,,,,,
textbox,Concrete Inspector’s Name/Signature/date,,,,,,
textbox,Time of commencement of Pour,,,,,,
checkpoint,Pour satisfactory complete Name/Signature/Date,,,,,,
checkpoint,Saw cutting of slabs,,,,,,
checkpoint,Curing being carried out,,,,,,
checklist,RC Wall,,,,,,
section,Pour Details,,,,,,
checkpoint,Details ,,,,,,
textbox,Date of inspection / pour,,,,,,
textbox,Type of pour,,,,,,
textbox,Location of pour,,,,,,
textbox,Volume,,,,,,
section,Formwork,,,,,,
checkpoint,Adequately braced and supported,,,,,,
checkpoint,Grout tight,,,,,,
checkpoint,Correct dimensions,,,,,,
checkpoint,Cleaned and oiled,,,,,,
checkpoint,Formed surfaces straight,,,,,,
checkpoint,Major penetrations located,,,,,,
checkpoint,Embedded items located,,,,,,
checkpoint,"Nibs, rebates etc",,,,,,
checkpoint,Correct for specified surface finish,,,,,,
checkpoint,Cleanliness,,,,,,
section,Reinforcement,,,,,,
checkpoint,"Reinforcement Content, Grade and size",,,,,,
checkpoint,"Placement , tolerance, clearance",,,,,,
checkpoint,Rigidly and cover spacers fitted,,,,,,
checkpoint,Clean steel,,,,,,
checkpoint,Lap location and lenghts,,,,,,
checkpoint,Correct amount of stirrups or ties,,,,,,
section,Wet Concrete Checks,,,,,,
checkpoint,Concrete Mix Delivered,,,,,,
checkpoint,Slump/flow target,,,,,,
checkpoint,Complience Cylinder,,,,,,
checkpoint,Excess concrete removed (if possible),,,,,,
checkpoint,Cage in correct position during pour,,,,,,
checkpoint,2 vibrations in working order,,,,,,
textbox,Pour Start Time:,,,,,,
textbox,Pour Completed Time:,,,,,,
textbox,Actual Volume:,,,,,,
checkpoint,"Access for pouring, pumping concrete",,,,,,
checkpoint,Docket attached,,,,,,
textbox,Docket number,,,,,,
checkpoint,Compression test,,,,,,
checkpoint,Engineer Informed prior to pour concrete,,,,,,
textbox,TRS Concrete Inspector,,,,,,
textbox,Completion,,,,,,
section,Post Pour Sign Off,,,,,,
checkpoint,Details,,,,,,
textbox,Concrete Inspector’s Name/Signature/date,,,,,,
textbox,Time of commencement of Pour,,,,,,
checkpoint,Pour satisfactory complete Name/Signature/Date,,,,,,
checklist,Ground Investigation,,,,,,
section,Details,,,,,,
checkpoint,Project Details,,,,,,
textbox,Location:,,,,,,
textbox,Bore Number:,,,,,,
textbox,Drawing Number:,,,,,,
textbox,Concrete Grade:,,,,,,
textbox,Time:,,,,,,
textbox,Structure Name:,,,,,,
textbox,Pile Type:,,,,,,
textbox,Pile No:,,,,,,
textbox,Diameter (mm):,,,,,,
checkpoint,Correct Drawing,,,,,,
section,Set Up,,,,,,
checkpoint,Permit to Dig,,,,,,
checkpoint,Hydroexcavation completed before drilling,,,,,,
checkpoint,Borehole drilled Set Out & Checked,,,,,,
section,Drilling,,,,,,
checkpoint,Designers Rep. Notified,,,,,,
checkpoint,Borehole drilled Logged at every 1.00 m,,,,,,
checkpoint,Borehole drilled to Required Depth Level at 3.0m and 150mm in diameter,,,,,,
checkpoint,Designer Inspection of borehole,,,,,,
checkpoint,Borehole Cleaned,,,,,,
textbox,Depth of Water inside the borehole if any,,,,,,
checkpoint,Shear Vein Testing completed at every 1.00 m,,,,,,
textbox,Depth 1,,,,,,
textbox,Drilling Log Time,,,,,,
textbox,Depth 2,,,,,,
textbox,Drilling Log Time,,,,,,
textbox,Depth 3,,,,,,
textbox,Drilling Log Time,,,,,,
textbox,Depth 4,,,,,,
textbox,Drilling Log Time,,,,,,
textbox,Depth 5,,,,,,
textbox,Drilling Log Time,,,,,,
textbox,Depth 6,,,,,,
textbox,Drilling Log Time,,,,,,
textbox,Depth 7,,,,,,
textbox,Drilling Log Time,,,,,,
textbox,Depth 8,,,,,,
textbox,Drilling,,,,,,
