Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,
,checklist,ITP - 131 - SWD04 Eastern Gully Works Rev E,itp,ITP - 131 - SWD04 Eastern Gully Works Rev E,,9ee30323-c995-4b61-90d1-e4e6987a8340,
,section,SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT),,,,,
,checkpoint,3.01.01 - Construction Pack,,,,,
17053592-32f5-5964-84d1-bfea17c64d15,note,Acceptance / Conformance Criteria - Methodology and ITP to be submitted to the Engineer and approved prior to works beginning,,,,,
80553e45-1f94-584d-8d6c-8178552abd7e,note,Standard / Specification - Downer,,,,,
340370a0-d3ee-51d6-8764-a6acc65e4d31,note,Verifying Document - Construction Pack,,,,,
b61c2550-a291-585d-b778-21cdd0e147e5,note,Frequency - Submit 10 days prior to commencement of works,,,,,
458dd144-001a-5c09-afc1-f89fc47a9415,note,Verification Activity: Activity - HP,,,,,
a328997a-80d0-587a-92c1-e33597cee564,note,Verification Activity: By - ENG,,,,,
,signoff,AUTHORITY HOLDPOINT,,,,,
,checkpoint,3.01.02 - Survey Setout,,,,,
de0209dc-910e-5370-85ed-9de131b9dc73,note,"Acceptance / Conformance Criteria - Survey Set out as per contract drawings and specification, capturing pre-construction levels where needed.",,,,,
f591bd3f-9ccf-503f-9aa7-ed87a951a6c8,note,Standard / Specification - Downer,,,,,
92088bb0-3b45-5e46-a8ad-d66f647402e1,note,Verifying Document - Survey Records,,,,,
37c006b8-6c13-5399-b4a1-c7c1ac78e6c2,note,Frequency - Prior to Works,,,,,
54579433-b13b-549c-a7f8-31b3b6986df7,note,Verification Activity: Activity - H,,,,,
f54aa70b-fdf0-5135-ada5-eba098a81493,note,Verification Activity: By - SV,,,,,
,checkpoint,3.01.03 - Service Location,,,,,
dbae9da8-ed02-5f01-b8cd-3888ebc18c9b,note,"Acceptance / Conformance Criteria - Complete the Excavation permit process to identify, locate and protect all services.",,,,,
a287c49f-12f1-5f16-a218-f8305b0226b2,note,Standard / Specification - Downer,,,,,
fae85e2d-319b-515b-bcda-801ff483d7bf,note,Verifying Document - Excavation Permit,,,,,
2bb9f676-6ec3-5eb9-9962-4c520480a7f7,note,Frequency - Prior to Excavation,,,,,
99c64542-048c-51a3-adeb-69ccf8543cd8,note,Verification Activity: Activity - H,,,,,
a46cb02c-9bd8-5c51-a29b-eef5aa72e75f,note,Verification Activity: By - SE,,,,,
,checkpoint,3.01.04 - Internal Permits,,,,,
