Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
3aa8bdbe-c009-53f8-8a4b-333d97c134e2,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A1,C. Post-Construction,23 - QA Package / As-Built
09d685de-cda8-592a-9619-4b4031d6a55d,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A2,C. Post-Construction,23 - QA Package / As-Built
fda3af79-de70-5f00-868b-221c7a121875,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A3,C. Post-Construction,23 - QA Package / As-Built
22726ba1-f1d2-5e85-a3ce-76e155236108,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A4,C. Post-Construction,23 - QA Package / As-Built
5a6588fe-48d2-5f52-bd9c-07be998d9e1f,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A5,C. Post-Construction,23 - QA Package / As-Built
f92c1f42-dca1-5cd1-ba29-952fe3960552,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A6,C. Post-Construction,23 - QA Package / As-Built
705e1807-7017-5eac-b116-5e8323510517,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A7,C. Post-Construction,23 - QA Package / As-Built
41e8a297-0971-565f-a628-e187bd917a2f,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A8,C. Post-Construction,23 - QA Package / As-Built
fa2892ba-6f9d-5064-a5e9-e75596d4f21e,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span A,Beam A9,C. Post-Construction,23 - QA Package / As-Built
b8429180-5e02-5c10-9ce0-04467dd54023,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span B,Beam B1,C. Post-Construction,23 - QA Package / As-Built
c463aef2-470c-50cd-bff8-a254791c3438,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span B,Beam B2,C. Post-Construction,23 - QA Package / As-Built
94df045c-a6a4-58e0-b93c-b1dab84aacfa,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span B,Beam B3,C. Post-Construction,23 - QA Package / As-Built
e2c81f40-9d1d-55e6-9141-172d8e2542cc,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span B,Beam B4,C. Post-Construction,23 - QA Package / As-Built
256928e6-131e-506b-8872-95f1664f6070,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span B,Beam B5,C. Post-Construction,23 - QA Package / As-Built
cc885db7-38ed-53be-b0af-280a78d3e995,,pass,,checkpoint,TRUE,TRUE,Site QA,Mangakootukutuku Bridge,Precast Bridge Beams,ST Beam Span B,Beam B6,C. Post-Construction,23 - QA Package / As-Built
