Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
55158108-2884-5e93-b5b7-6566f21a9f82,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N1,ITP - Stormwater,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
300cc263-3f63-5514-8290-8d754ada2aef,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N2,ITP - Stormwater,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
340eae89-fc18-5326-94c8-6fe716ce5857,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N3,ITP - Stormwater,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
76d968f3-85ac-5c05-8917-7031f36a391e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N3,ITP - Stormwater,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
9fece939-654a-500c-86fc-ed7655f6e9ee,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N4,ITP - Stormwater Network 4,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
10dcb6d5-493c-518d-8193-ceb416e10497,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N5,ITP - Stormwater N5,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
d78e5ed1-3bb5-5bcd-af1d-a8c0f164acff,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N6,ITP - Stormwater N6,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
fdad2909-ad2d-518a-b6ea-04e51d5d5746,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N7,ITP - Stormwater N7,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
94182676-4678-5fc5-8d65-7e4e7bb68b37,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N8,ITP - Stormwater,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
9cc1e0ed-c15e-51a8-b36d-8785b2c90460,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N9,ITP - Stormwater,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
a712a050-9429-5f75-a31d-11ae1b671f49,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stormwater,N10,ITP - Stormwater,4. Post-construction (Final Inspection & Handover),4.1 - Survey As-Builts,
88ecb674-cc35-579e-b1b4-81507df9a8ff,,not-started,,checkpoint,TRUE,TRUE,Site QA,Wastewater,Network Line K,ITP - Wastewater-PVC - Rev F,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts,
bd2b8d0d-1169-5b69-ad18-fc8923f13e6a,,not-started,,checkpoint,TRUE,TRUE,Site QA,Wastewater,Network Line M,ITP - Wastewater-PVC ,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts,
b85bc3dc-87f7-551c-b7b0-a0f0ef4a9908,,not-started,,checkpoint,TRUE,TRUE,Site QA,Watermain,Trunk Watermain (RSW001-560),ITP - Watermain-PE - Rev C,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts,
10511fd0-a182-532c-ab8d-e45665d72f87,,not-started,,checkpoint,TRUE,TRUE,Site QA,Watermain,Trunk Watermain (RSW001-450),ITP - Watermain-PE450,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts,
766f75a2-3b1f-5a19-b3c9-9f978d5590b5,,not-started,,checkpoint,TRUE,TRUE,Site QA,Watermain,Trunk Watermain (RSW002-560),ITP - Watermain-PE - Rev C,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts,
57f977af-aa95-50e0-aec0-4290cba5575c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Utility Services,Area 2,ITP - Utility Trench,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts,
1961b2e6-bc07-55ee-bfc7-c19d5c2f68fd,,not-started,,checkpoint,TRUE,TRUE,Site QA,Watermain,Trunk Watermain (RSW001-450),Area 3,ITP - Watermain-PE - Rev C,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts
9b15dfb1-77ac-54af-b463-de48244235c5,,not-started,,checkpoint,TRUE,TRUE,Site QA,Watermain,Trunk Watermain (RSW001-450),Area 1,ITP - Watermain-PE - Rev C,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts
9b845142-8f02-5133-b7c7-f75c998a0d32,,pass,,checkpoint,TRUE,TRUE,Site QA,Utility Services,Area 1,RSU00R CH 1550 to CH 1700,ITP - Utility Trench,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts
2572a3e9-2e75-5d8b-823c-9378738a5fcf,,pass,,checkpoint,TRUE,TRUE,Site QA,Utility Services,Area 1,RSU00L CH 1560 to CH 1710,ITP - Utility Trench,SECTION 4 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),4.1 - Survey As-Builts
