resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,WE 01,,,,,,,
,step,,,,,Training Precinct L00,,,,,,
,step,,,,,,JOTE-150,,,,,
,step,,,,,,,"Vanity Hob (1.73m) - Incl. JS2-2 stone ONLY - Excl. mirror, TIL101, Sanitaryware, FC Sheet, substreate & metal framing",,,,
Drawings & Documents,checklist,,,,,,,,Documents / Drawings,,,
Loading,checklist,,,,,,,,Loading,,,
Joinery ITP,checklist,,,,,,,,Joinery,,,
Protection,checklist,,,,,,,,Protection,,,
,step,,,,,,JOTE-185,,,,,
,step,,,,,,,"Vanity (Hob) - Incl. JS2-2 stone ONLY - Excl. mirror, TIL101, Sanitaryware, FC Sheet",,,,
Drawings & Documents,checklist,,,,,,,,Documents / Drawings,,,
Loading,checklist,,,,,,,,Loading,,,
Joinery ITP,checklist,,,,,,,,Joinery,,,
Protection,checklist,,,,,,,,Protection,,,
,step,,,,,,IWS-1,,,,,
,step,,,,,,,Toilet Partition,,,,
Drawings & Documents,checklist,,,,,,,,Documents / Drawings,,,
Loading,checklist,,,,,,,,Loading,,,
Joinery ITP,checklist,,,,,,,,Joinery,,,
Protection,checklist,,,,,,,,Protection,,,
,step,,,,,,IWS-2,,,,,
,step,,,,,,,Shower Partition,,,,
Drawings & Documents,checklist,,,,,,,,Documents / Drawings,,,
Loading,checklist,,,,,,,,Loading,,,
Joinery ITP,checklist,,,,,,,,Joinery,,,
Protection,checklist,,,,,,,,Protection,,,
,step,,,,,,FIGE-500,,,,,
,step,,,,,,,Integrated bench seat only to Shower Partition,,,,
Drawings & Documents,checklist,,,,,,,,Documents / Drawings,,,
Loading,checklist,,,,,,,,Loading,,,
Joinery ITP,checklist,,,,,,,,Joinery,,,
Protection,checklist,,,,,,,,Protection,,,
,step,,,,,,FIGE-004,,,,,
,step,,,,,,,Toilet Bench Seat - 3650mm,,,,
Drawings & Documents,checklist,,,,,,,,Documents / Drawings,,,
Loading,checklist,,,,,,,,Loading,,,
Joinery ITP,checklist,,,,,,,,Joinery,,,
Protection,checklist,,,,,,,,Protection,,,
,step,,,,,Training Precinct L01,,,,,,
,step,,,,,,JOTE-075,,,,,
