type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,TMV 12 Month Service Log (use a separate checklist for each valve),,,,,,TMV 12 Month Service Log V.040221,6ca83108-c1a7-4dab-91dd-82bf32b3cd7e
checkpoint-status,TMV 12 Month Service Log,,,,,,,
text,Building name:,,,,,,,
text,Contact person:,,,,,,,
text,Address:,,,,,,,
text,Phone number:,,,,,,,
text,Make of valve:,,,,,,,
text,Model number:,,,,,,,
text,Valve location:,,,,,,,
text,Room name:,,,,,,,
text,Date of service:,,,,,,,
text,Temperature:,,,°C,,,,
button,Element:,"Ok, Faulty",,,,,,
button,O' rings:,"Ok, U, S",,,,,,
button,Strainers:,"Ok, Dirty",,,,,,
button,Non-return Valves,"Ok, Faulty",,,,,,
button,Fail-safe test,"Ok, Faulty",,,,,,
text,Serviced by:,,,,,,,
label,Note: It is recommended that a new thermostatic element should be fitted at least every 5 years,,,,,,,
checkpoint-status,Completion,,,,,,,
text,Plumber Name:,,,,,,,
holdpoint,Add Signature,,,,,,,
