"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","TMV Commissioning Log Sheet V.020522","",,,22,"Yes","TMV Commissioning Log Sheet V.020522","081113b2-4785-4a9c-bbda-04c12d76a8a9"
"checkpoint-status",,"","checkpoint","TMV Commissioning Log Sheet:"
"label","c4bc1027-7357-5be0-8492-a2323fc6370f","","note","Building Name: Victorian Heart Hospital",,,
"label","7774f3a0-4f8c-5e9f-b9fe-a59855e616da","","note","Contact Person: David Geschke",,,
"label","39b4e3d6-eb40-5792-bb97-cce03da16905","","note","Address: 631 Blackburn Road, CLAYTON",,,
"label","e51882b0-b5cd-5cfd-9f7d-01adf30f1a67","","note","Lic: 50043",,,
"text","55684694-0149-5f69-a577-e6325a3b67b9","","textbox","Registration number:",,,
"label","14f2ab39-1617-539e-81ad-74ea4c59f05d","","note","Phone number: 03 9798 1619",,,
"select","cc20759b-32a9-5808-9a02-a8dccd112209","","dropdown","Make of valve","Aquablend ATM700,FM Matterson 9230,ESQX ATM621",,
"select","13d6f406-3cce-5461-9545-247f63168ce6","","dropdown","Model number:","Aquablend ATM700,FM Matterson 9230,ESQX ATM621",,
"select","8cb9be59-2240-5d24-b0a2-38956587936a","","dropdown","Valve location","Basement 1,Ground,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7",,
"text","5bc99885-13a8-54a5-bc02-2247152dc153","","textbox","Room name:",,,
"label","a431ce99-472b-5037-993b-42966113dd46","","note","Valve purchased from: Bentons",,,
"text","9665c21b-f5ae-5880-bc9f-2e0e2465c720","","textbox","Installation date:",,,
"text","7ef1cf44-325e-5f49-8ac6-0167cc2e2654","","textbox","Valve installed by:",,,
"text","23d17b9b-0ae2-5b87-ad12-9b6ed0e25f7c","","textbox","Number of outlets served - Baths:",,,
"text","a6aa790b-7f58-5456-aca3-ea672c45156e","","textbox","Number of outlets served - Basins:",,,
"text","ce57bbd0-322c-54e2-9797-794bef675bbb","","textbox","Number of outlets served - Showers:",,,
"text","a97f8352-e47b-5870-b19f-15ed6d147da6","","textbox","Total number of mixing valves on site:",,,
"button","fdc4b33a-865f-5564-8fd2-1958b54ae5fb","","button","Does the installation comply with the manufacturer's/supplier's published installation instructions?","No,Yes",,
"button","c83eeab2-947c-5a2f-b5d7-b25349208ac3","","button","Does the installation comply with the current requirements of the local water supply authority?","No,Yes",,
"text","c270928c-569e-567a-b995-25697eac06e3","","textbox","Temperature of hot water supply?",,,"°C"
"text","3da79707-6587-5f12-9ef7-6e7bc6cb9e0f","","textbox","Temperature of cold water supply?",,,"°C"
"text","58ac2a85-6960-5fbc-a0f1-1d6b60b972e5","","textbox","Temperature of warm water delivery at outlet fitting?",,,"°C"
"text","49b8059a-f1c6-56b8-a26d-99c7b4f69dc9","","textbox","Dynamic pressure of hot water:",,,"kPa"
"text","3c829e25-c8f5-5aa4-a397-7b7c1d66d7f8","","textbox","Dynamic pressure of cold water:",,,"kPa"
"checkpoint-status",,"","checkpoint","Check fail safe operation (hot water at least 20c above warm water)"
"checkpoint-status",,"","checkpoint","Commissioned by"
"text","48d0afa5-53c8-5804-b7eb-abae047adf8f","","textbox","Commissioned by:",,,
"text","826fa950-6f22-5426-8860-4e718dede578","","textbox","Company name:",,,

"checklist-flat",,"","checklist","Stormwater Drainage Inspection Report","",,,0,"Yes","QA 8B - Stormwater Drainage Inspection Report (July 2020)","0d3103cb-1f79-4d1d-81f3-dc55d1e5246c"
"checkpoint-no-status",,"","checkpoint","Stormwater Drainage Inspection Report Details"
"text","1f5f90c6-8849-4e98-a654-8728dc192daf","","textbox","Date",,,
"text","bbd8647a-72bc-48bd-b811-bfbb4d387bdc","","textbox","Drawing No",,,
"text","0fe73ed8-3744-4d7e-aa0e-f2be240d0131","","textbox","Zone",,,
"checkpoint-status",,"","checkpoint","Pipe Lines"
"text","852cbb8d-f15b-432e-8786-9452e4e2ba6b","","textbox","Date Started",,,
"text","3c141eec-cc28-41c8-b1a7-2b3aa06074be","","textbox","Drainage Line Number",,,
"button","fd85c4d0-14a2-403d-99d6-9627d464abc3","","button","Pipe Damaged?","No, Yes",,
"text","9cda9fc8-51a9-44a0-8a81-d82c8b9afe2f","","textbox","Size & class",,,
"button","041d6a97-5dcf-4868-bade-a2db12f0966f","","button","Jointing Require","Yes, No",,
"label","19fcb563-29a0-48c8-a272-4039897b5cb8","","note","Bedding and Haunching",,,
"text","b87aa0e3-57b9-4e2a-8ae3-1dd1fa5464ad","","textbox","GPL - Initial/Date",,,
"text","1a11d1f7-24c8-492c-b0de-6c1e8d86561c","","textbox","Builder - Initial/Date",,,
"text","e559fddd-f15d-48ae-a37c-c7ca4ed76d63","","textbox","Comments",,,
"label","62d47161-306a-4435-8d63-5e4dc9f7be40","","note","Final Sign-Off (Initial & Date)",,,
