resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,TSH2021-EAF01,,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,All Subbie Rough-in Progression,,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,All Subbie Fit off & Testing Progression,,,,,,,
As Builts Checklist,checklist,,,,As Builts,,,,,,,
Ductwork Checklist,checklist,,,,Ductwork,,,,,,,
Indoor Equipment - Fan Checklist,checklist,,,,Indoor Equipment - Fan,,,,,,,
Grille Fit-Off Checklist,checklist,,,,Grille Fit-Off,,,,,,,
,step,,,TSH2031-EAF01,,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,All Subbie Rough-in Progression,,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,All Subbie Fit off & Testing Progression,,,,,,,
As Builts Checklist,checklist,,,,As Builts,,,,,,,
Ductwork Checklist,checklist,,,,Ductwork,,,,,,,
Indoor Equipment - Fan Checklist,checklist,,,,Indoor Equipment - Fan,,,,,,,
Grille Fit-Off Checklist,checklist,,,,Grille Fit-Off,,,,,,,
,step,,,TSH2051-EAF01,,,,,,,,
All Subbie Rough-in Progression Checklist,checklist,,,,All Subbie Rough-in Progression,,,,,,,
All Subbie Fit off & Testing Progression Checklist,checklist,,,,All Subbie Fit off & Testing Progression,,,,,,,
As Builts Checklist,checklist,,,,As Builts,,,,,,,
Ductwork Checklist,checklist,,,,Ductwork,,,,,,,
Indoor Equipment - Fan Checklist,checklist,,,,Indoor Equipment - Fan,,,,,,,
Grille Fit-Off Checklist,checklist,,,,Grille Fit-Off,,,,,,,
