resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,QA,,,,,,,,
,step,,,QA,Rigid Rail 01,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,QA,Rigid Rail 01,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,QA,Rigid Rail 01,Rail Checklist 01,,,,,,
"Data Plate, Access Point (Rails and Line Systems)",checklist-flat,,,QA,Rigid Rail 01,"Data Plate, Access Point",,,,,,
,step,,,QA,Rigid Rail 02,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,QA,Rigid Rail 02,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,QA,Rigid Rail 02,Rail Checklist 02,,,,,,
"Data Plate, Access Point (Rails and Line Systems)",checklist-flat,,,QA,Rigid Rail 02,"Data Plate, Access Point",,,,,,
,step,,,QA,Rigid Rail 03,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,QA,Rigid Rail 03,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,QA,Rigid Rail 03,Rail Checklist 03,,,,,,
"Data Plate, Access Point (Rails and Line Systems)",checklist-flat,,,QA,Rigid Rail 03,"Data Plate, Access Point",,,,,,
,step,,,QA,Rigid Rail 04,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,QA,Rigid Rail 04,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,QA,Rigid Rail 04,Rail Checklist 04,,,,,,
"Data Plate, Access Point (Rails and Line Systems)",checklist-flat,,,QA,Rigid Rail 04,"Data Plate, Access Point",,,,,,
,step,,,QA,Rigid Rail 05,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,QA,Rigid Rail 05,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,QA,Rigid Rail 05,Rail Checklist 05,,,,,,
"Data Plate, Access Point (Rails and Line Systems)",checklist-flat,,,QA,Rigid Rail 05,"Data Plate, Access Point",,,,,,
,step,,,QA,Rigid Rail 06,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,QA,Rigid Rail 06,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,QA,Rigid Rail 06,Rail Checklist 06,,,,,,
"Data Plate, Access Point (Rails and Line Systems)",checklist-flat,,,QA,Rigid Rail 06,"Data Plate, Access Point",,,,,,
SYS - PT - Practical Completion,checklist-flat,,,Practical Completion,,,,,,,,
