type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Enviro Shield / Prime P2 / Epoxy B-LV,,,,,,Enviro Shield / Prime P2 / Epoxy B-LV v2
checkpoint,Relevant Australian Standards Checked,,,,,,
text,"Specification / Standard: AS4654.1-2012; AS3740 - 2010, Manufacturer’s Technical Data Sheet",,,,,,
checkpoint,"Check Screed (moisture test if required, Enviro Shield is moisture tolerant.)",,,,,,
label,Attach Photo. [POL HOLD POINT] / [MPX WITNESS POINT],,,,,,
checkpoint,Apply first coat of Enviro Shield with a brush or roller.,,,,,,
label,Visual. [MPX WITNESS POINT],,,,,,
checkpoint,Apply second coat of Enviro Shield with a brush or roller.,,,,,,
label,Attach photo. [MPX HOLD POINT],,,,,,
checkpoint,Protection board. Install Elmich Versidrain 8 Geo. Applicable to planters only,,,,,,
label,Attach photo. [MPX WITNESS POINT],,,,,,
checkpoint,Final signoff and handover. Visually inspect and ensure adequately cured. Check for any pinholes and bubbles. Sign-off from builder and hand-over,,,,,,
holdpoint,HOLD POINT - CLICK HERE TO REQUEST BUILDER SIGN OFF,,,,,,
