type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Heyday On-site Penetration Register,,,,,,Add Heyday On-site Penetration Register
checkpoint-no-status,Fire Stopping System No.,,,,,,
dropdown,Select System No.,"FAS190329 - Conduits within concrete,27912900 - Conduit through FRL",,,,,
checkpoint-no-status,Penetration Type,,,,,,
dropdown,Select Type,"Floor,Wall,Ceiling",,,,,
checkpoint-no-status,Location,,,,,,
textbox,Location:,,,,,,
checkpoint-no-status,FRL,,,,,,
dropdown,Select FRL,~ / 120 / 120 ,,,,,
checkpoint-no-status,Service Description,,,,,,
dropdown,Select Description,"Conduits within concrete,Concrete through FR compartment",,,,,
checkpoint,Photo of Fire Sealing & Label,,,,,,
