Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,Interior Framing,,,,107,Yes,Internal Checklists - Interior Framing,996d42fa-61ad-4a89-8674-3805119d561d
checkpoint-status,,,checkpoint,General information recorded,,,,,,,
text,91a7b2c8-282b-586c-8ea5-cd0a6ca55a00,,textbox,installed as per wall type,,,,,,,
text,9e9df509-6af4-5f76-8183-437937d4b303,,textbox,Correct timber size/treatment installed,,,,,,,
checkpoint-status,,,checkpoint,"DPC installed, checked and correct as per specification",,,,,,,
checkpoint-status,,,checkpoint,"Wall locations checked, correct and approved as per latest revised drawing",,,,,,,
checkpoint-status,,,checkpoint,Fixings and hold down bolts checked and correct as per structural dwgs,,,,,,,
checkpoint-status,,,checkpoint,All openings (doors / windows etc) checked - Refer door supplier shop drawings,,,,,,,
checkpoint-status,,,checkpoint,Wall checked (straight and plumb) and within tolerance,,,,,,,
checkpoint-status,,,checkpoint,Spax screws installed as per structural design,,,,,,,
checkpoint-status,,,checkpoint,Bracing elements installed as per S1-03,,,,,,,
checkpoint-status,,,checkpoint,Gib quiet ties installed,,,,,,,
checkpoint-status,,,checkpoint,"All relevant nogs (service and special/fixtures) installed, checked and correct",,,,,,,
boolean,fa87182d-d6bb-518b-93c0-3404c6016640,,tickbox,Service nogs checked and approved,,,,,,,
boolean,40a60a36-215f-5429-ab4e-ab2a23afc132,,tickbox,All other nogs checked and approved,,,,,,,
checkpoint-status,,,checkpoint,All Wall framing checks completed & Inspections carried out,,,,,,,
