"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1671c6c2-a56e-4b36-88bc-533e760a90ea","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"0d36627b-82c3-5af4-ae89-63ef4b562e73","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"aa50bfb2-6554-4539-8279-14c920cf3146","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"ebd1a396-762d-4ea3-bfb1-6896713175f4","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","weld plate details"
"af1551e6-21e4-5f8b-a181-97172899b480","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check"
"1ae7ce08-f03b-5b95-8d78-654bf70e7117","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Dimensions"
"70eebb2f-7c5f-5456-9005-e99b74910b38","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Mould Clean"
"b44a3b2c-e396-546a-ac44-e05934e34c9c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Mould Oiled"
"5adf9f56-442e-5300-bac7-912866a27bf6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Mould - Workmanship"
"7a6e8347-5e31-54a0-beba-5f6765bbb801","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Reinforcing"
"6910bf30-4c35-5ce7-9b45-1f6983715c49","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Cast In Items"
"88e7a1de-988e-5362-aae9-cc03d1fe6560","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Marker Position and No."
"3cd8466e-3edc-5c56-8442-c7681091f935","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Pre-Pour Check","Make mould to Green Status"
"40220abf-cf83-571a-b0de-4bc76835d077","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works"
"19bd8f32-2801-5159-a0e4-8bdb9a2e62da","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works","Concrete Works Details"
"bc48eecb-a474-5283-a981-77a6e9d4f13a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works","Wilco Sample Taken"
"c3e6333f-e9b0-5296-9620-aea1e4f741fd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works","Bridgeman Sample Taken"
"937bf7d4-3c4b-516a-9623-3c270438c3d4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Concrete Works","Supervisor Approval"
"713e9a59-7a3b-5768-8ba6-f0395251965a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Post Pour Check"
"7b4d6499-a947-5487-832c-25dd86280306","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Post Pour Check","Edge Detail"
"15c94d03-c8b9-5b9a-a36a-0cef5a72ce21","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Post Pour Check","Bar Projections"
"bb870eb7-22a0-5b78-bc65-1e236ae926b6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Post Pour Check","Cast in items"
"e70e0326-7296-55c8-a9af-198bda8e0cc7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Stripping and Stacking"
"0b57953c-a8cf-5f2a-b74b-afa6b3b913d9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","Stripping and Stacking","Stripping & Stacking"
"53c8a716-83de-4eb4-9a47-ce5093d3cc7a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 35"
"b9bcc049-a618-45ba-9bc8-f5e8e619d53e","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 35","Panel -1"
"791fd434-632b-5759-a82a-16592aca2734","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check"
"90ed4efe-781b-57eb-a463-e4ffd66b9764","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check","Dimensions"
"0ba2ec5e-1165-57c5-a663-8777e89c3ac2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check","Mould Clean"
"b1495682-2235-59e9-af7d-03ea9290473a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check","Mould Oiled"
"bb7fc220-83ee-586b-b2b8-6da42afd4d1e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check","Mould - Workmanship"
"f0c23974-91dc-5cf1-851f-d7dabb87753f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check","Reinforcing"
"9c56ee89-0f3c-58bd-bba2-a1d34ec04686","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check","Cast In Items"
"584749ae-5914-54dd-be6b-82d5aec7fcf8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check","Marker Position and No."
"eec1fd5a-55b1-5f49-bdf0-f96c147471a5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Pre-Pour Check","Make mould to Green Status"
"e3416586-0139-5343-a035-2a9b067b30e0","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Concrete Works"
"b072fcb0-b496-5d27-bc5d-93c43ba5c815","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Concrete Works","Concrete Works Details"
"8ec6ea72-a1cf-55c1-96b3-be09a6f0bf4b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Concrete Works","Wilco Sample Taken"
"a2e090f5-b1a6-588b-abc7-f961b4f786a4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Concrete Works","Bridgeman Sample Taken"
"cb700ec6-51f3-588c-9236-96fb99a5920a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Concrete Works","Supervisor Approval"
"429ee7c8-231d-59e6-b4ec-0c0613001505","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Post Pour Check"
"8fc76a7c-d0d6-5d11-a23e-9ac05fc00194","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Post Pour Check","Edge Detail"
"8a9b7119-5558-541f-9bb1-40de4cac6d7c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Post Pour Check","Bar Projections"
"88e4dadd-336f-54e4-bea9-2b9f5847dd95","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Post Pour Check","Cast in items"
"e1e045d5-6e24-5f6f-86e8-067dc7e33140","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Stripping and Stacking"
"1a166fec-86cd-5090-a15e-b26603a3b1eb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -1","Stripping and Stacking","Stripping & Stacking"
"14518b73-709e-4fba-b465-08c04a490d41","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 35","Panel -2"
"e2aa7d12-517c-53e9-aa32-4dda89e77a59","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check"
"d5b5f5f6-5333-5c96-91e4-df7372706cad","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check","Dimensions"
"e7a38f1d-a5c0-5857-8215-60b7c29bd01c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check","Mould Clean"
"1305c39e-2b01-5498-8d3e-b3fa24ece402","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 35","Panel -2","Pre-Pour Check","Mould Oiled"
