type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,ITP-010-STR-CFA Piling,itp,,,,,ITP-010-STR-CFA Piling Rev 0,,,,
section,Referenced Documentation,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,
note,Document Title: ITP-010-STR-CFA Piling,,,,,,,,,,
note,ITP Description: CFA Piling,,,,,,,,,,
note,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,
note,Discipline (e.g. CIV/STR/RAIL): 010-STR,,,,,,,,,,
note,Revision Number: 0,,,,,,,,,,
note,Revision Date: 11/10/2022,,,,,,,,,,
note,ITP created by: Victor Mira,,,,,,,,,,
note,ITP approved for use by: Victor Mira,,,,,,,,,,
note,1.1 - Non Dependent,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,
note,• VicRoads Section 607 March 2015,,,,,,,,,,
note,1.2 - Non Dependent,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,
note,• VicRoads Section 610 June 2019,,,,,,,,,,
note,1.3 - Non Dependent,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,
note,• VicRoads Section 611 November 2018,,,,,,,,,,
note,1.4 - Non Dependent,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,
note,• AS2159-2009,,,,,,,,,,
note,1.5 - Non Dependent,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,
note,• AS3810.1-2015,,,,,,,,,,
note,1.6 - Non Dependent,,,,,,,,,,
note,Reference Documents:,,,,,,,,,,
note,• AS5100.3-2017,,,,,,,,,,
section,Preliminaries - Materials,,,,,,,,,,
checkpoint,2.1 Concrete Mix,,,,,,,,,,
note,REFERENCE: ,,,,,,,,,,
note,610.07,,,,,,,,,,
note,Table 610.071,,,,,,,,,,
note,– – – – – – – – – – – – – – – – –,,,,,,,,,,
note,ACCEPTANCE CRITERIA: ,,,,,,,,,,
note,• Concrete Mix is Registered with VicRoads.,,,,,,,,,,
note,"• Concrete mix meets strength, grade, and maximum aggregate size as detailed on drawings.",,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,
note,– – – – – – – – – – – – – – – – –,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,
note,– – – – – – – – – – – – – – – – –,,,,,,,,,,
note,"FREQUENCY: Once, for each mix design, 4 weeks prior to placement of concrete",,,,,,,,,,
