Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Columns Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Ground Level,grouping,ground level,columns,,
,,South,expanded,south,ground level,columns,
,,West,expanded,west,ground level,columns,
,,North,expanded,ground level,columns,north,
,,Level 1,grouping,level 1,columns,,
,,South,expanded,south,level 1,columns,
,,West,expanded,west,level 1,columns,
,,North,expanded,level 1,columns,north,
,,Level 2,grouping,level 2,columns,,
,,South,expanded,south,level 2,columns,
,,West,expanded,west,level 2,columns,
,,North,expanded,level 2,columns,north,
,,Level 3,grouping,columns,level 3,,
,,South,expanded,south,columns,level 3,
,,West,expanded,west,columns,level 3,
,,North,expanded,columns,north,level 3,
,,Level 4,grouping,level 4,columns,,
,,South - C9,expanded,level 4,south,columns,c9
,,South - C10,expanded,level 4,c10,south,columns
,,South - C11,expanded,level 4,c11,south,columns
,,South - C12,expanded,level 4,south,c12,columns
,,South - C13,expanded,level 4,c13,south,columns
,,South - C14,expanded,level 4,south,columns,c14
,,West - C7,expanded,west,level 4,c7,columns
,,West - C8,expanded,west,level 4,c8,columns
,,North - C1,expanded,level 4,columns,c1,north
,,North - C2,expanded,level 4,columns,north,c2
,,North - C3,expanded,level 4,c3,columns,north
,,North - C4,expanded,level 4,c4,columns,north
,,North - C5,expanded,level 4,c5,columns,north
,,North - C6,expanded,level 4,c6,columns,north
,,Level 5,grouping,level 5,columns,,
,,South - C9,expanded,level 5,south,columns,c9
,,South - C10,expanded,level 5,c10,south,columns
,,South - C11,expanded,level 5,c11,south,columns
,,South - C12,expanded,level 5,south,c12,columns
,,South - C13,expanded,level 5,c13,south,columns
,,South - C14,expanded,level 5,south,columns,c14
,,West - C7,expanded,west,level 5,c7,columns
,,West - C8,expanded,west,level 5,c8,columns
,,North - C1,expanded,level 5,columns,c1,north
,,North - C2,expanded,level 5,columns,north,c2
,,North - C3,expanded,c3,level 5,columns,north
,,North - C4,expanded,level 5,c4,columns,north
,,North - C5,expanded,level 5,c5,columns,north
,,North - C6,expanded,level 5,c6,columns,north
,,Level 6,grouping,columns,level 6,,
,,South - C9,expanded,level 6,south,columns,c9
,,South - C10,expanded,level 6,c10,south,columns
,,South - C11,expanded,level 6,c11,south,columns
,,South - C12,expanded,level 6,south,c12,columns
,,South - C13,expanded,level 6,c13,south,columns
,,South - C14,expanded,level 6,south,columns,c14
,,West - C7,expanded,west,level 6,c7,columns
,,West - C8,expanded,west,level 6,c8,columns
,,North - C1,expanded,level 6,columns,c1,north
,,North - C2,expanded,level 6,columns,north,c2
,,North - C3,expanded,c3,level 6,columns,north
,,North - C4,expanded,c4,level 6,columns,north
,,North - C5,expanded,level 6,c5,columns,north
,,North - C6,expanded,level 6,c6,columns,north
,,Level 7,grouping,level 7,,,
,,South,,south,level 7,,
,,West,,west,level 7,,
,,North,,level 7,north,,
,,Level 8,grouping,level 8,,,
,,South,,level 8,south,,
,,West,,level 8,west,,
,,North,,level 8,north,,
,,Level 9,grouping,level 9,,,
,,South,,level 9,south,,
,,West,,west,level 9,,
,,North,,level 9,north,,
,,Level 10,grouping,level 10,,,
,,South,,south,level 10,,
,,West,,west,level 10,,
,,North,,level 10,north,,
,,Level 11,grouping,level 11,,,
,,South,,level 11,south,,
,,West,,west,level 11,,
,,North,,level 11,north,,
,,Level 12,grouping,level 12,,,
,,South,,level 12,south,,
,,West,,level 12,west,,
,,North,,level 12,north,,
,,Level 13,grouping,level 13,,,
,,South,,south,level 13,,
,,West,,west,level 13,,
,,North,,level 13,north,,
,,Level 14,grouping,level 14,,,
,,South,,south,level 14,,
,,West,,west,level 14,,
,,North,,level 14,north,,
,,Level 15,grouping,level 15,,,
,,South,,level 15,south,,
,,West,,west,level 15,,
,,North,,level 15,north,,
,,Level 16,grouping,level 16,,,
,,South,,level 16,south,,
,,West,,level 16,west,,
,,North,,level 16,north,,
,,Level 17,grouping,level 17,,,
,,South,,south,level 17,,
,,West,,west,level 17,,
,,North,,level 17,north,,
,,Level 18,grouping,level 18,,,
,,South,,south,level 18,,
,,West,,west,level 18,,
,,North,,level 18,north,,
,,Level 19,grouping,level 19,,,
,,South,,level 19,south,,
,,West,,west,level 19,,
,,North,,level 19,north,,
,,Level 20,grouping,level 20,,,
,,South,,south,level 20,,
,,West,,west,level 20,,
,,North,,level 20,north,,
,,Level 21,grouping,level 21,,,
,,South,,south,level 21,,
,,West,,west,level 21,,
,,North,,level 21,north,,
,,Level 22,grouping,level 22,,,
,,South,,level 22,south,,
,,West,,west,level 22,,
,,North,,level 22,north,,
,,Level 23,grouping,level 23,,,
,,South,,level 23,south,,
,,West,,level 23,west,,
,,North,,level 23,north,,
,,Level 24,grouping,level 24,,,
,,South,,south,level 24,,
,,West,,west,level 24,,
,,North,,level 24,north,,
,,Level 25,grouping,level 25,,,
,,South,,south,level 25,,
,,West,,west,level 25,,
,,North,,level 25,north,,
,,Level 26,grouping,level 26,,,
,,South,,level 26,south,,
,,West,,west,level 26,,
,,North,,level 26,north,,
,,Level 27,grouping,level 27,,,
,,South,,level 27,south,,
,,West,,level 27,west,,
,,North,,level 27,north,,
,,Level 28,grouping,level 28,,,
,,South,,south,level 28,,
,,West,,west,level 28,,
,,North,,level 28,north,,
,Columns,,,,,,
,,HDPE / Raupiano / PVC drainage / penetrations installed as per AS3500,,HDPE / Raupiano / PVC drainage / penetrations installed as per AS3500,,,
,,Hydrostatic test to HDPE / Raupiano / PVC sewer and stormwater stacks,,Hydro static test to HDPE / Raupiano / PVC sewer and stormwater stacks,,,
,,As per AS3500 section 13.2 (No leaks while under test conditions for 15mins),,As per AS3500 section 13.2 (No leaks while under test conditions for 15mins),,,
,,Cast in pipework/sleeves as per approved engineer detail,,Cast in pipework/sleeves as per approved engineer detail,,,
,,Penetrations and pipework in correct locations as per drawings,,Penetrations and pipework in correct locations as per drawings,,,
,,Book inspection with OTR to undertake visual inspection of each stack as required,,Book inspection with OTR to undertake visual inspection of each stack as required,,,
,,Tested & Inspected - test results attached as required below,,Tested & Inspected - test results attached as required below,,,
,,Ensure all Inspection Openings in columns are capped and flush with external face,,Ensure all Inspection Openings in columns are capped and flush with external face,,,
,,Jordan Plumbing for info Penetration plan/cast in plan marked off,,Jordan Plumbing for info Penetration plan/cast in plan marked off,,,
,,JP supervisor and Builder Rep signature attached below,,JP supervisor and Builder Rep signature attached below,,,
,,,,,,,
Slabs Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Ground Level,grouping,slabs & columns,ground level,slab,
,,South,expanded,slabs & columns,south,ground level,slab
,,West,expanded,west,slabs & columns,ground level,slab
,,North,expanded,slabs & columns,ground level,north,slab
,,Level 1,grouping,slabs & columns,level 1,slab,
,,South,expanded,slabs & columns,south,level 1,slab
,,West,expanded,west,slabs & columns,level 1,slab
,,North,expanded,slabs & columns,level 1,north,slab
,,Level 2,grouping,slabs & columns,level 2,slab,
,,South,expanded,slabs & columns,south,level 2,slab
,,West,expanded,west,slabs & columns,level 2,slab
,,North,expanded,slabs & columns,level 2,north,slab
,,Level 3,grouping,slabs & columns,level 3,slab,
,,South,expanded,slabs & columns,south,level 3,slab
,,West,expanded,west,slabs & columns,level 3,slab
,,North,expanded,slabs & columns,north,level 3,slab
,,Level 4,grouping,level 4,slab,,
,,East,expanded,level 4,slabs & columns,east,
,,South,expanded,level 4,slabs & columns,south,slab
,,West,expanded,west,level 4,slabs & columns,slab
,,North,expanded,level 4,slabs & columns,slab,north
,,Level 5,grouping,level 5,slab,,
,,East,expanded,slabs & columns,level 5,east,
,,South,expanded,slabs & columns,level 5,south,slab
,,West,expanded,west,slabs & columns,level 5,slab
,,North,expanded,slabs & columns,level 5,slab,north
,,Level 6,grouping,level 6,slab,,
,,East,expanded,slabs & columns,east,level 6,
,,South,expanded,slabs & columns,level 6,south,slab
,,West,expanded,west,slabs & columns,level 6,slab
,,North,expanded,slabs & columns,level 6,slab,north
,,Level 7,grouping,slab,level 7,,
,,East,expanded,slabs & columns,east,level 7,
,,South,expanded,slabs & columns,level 7,south,slab
,,West,expanded,west,slabs & columns,level 7,slab
,,North,expanded,slabs & columns,level 7,slab,north
,,Level 8,grouping,level 8,slab,,
,,East,expanded,level 8,slabs & columns,east,
,,South,expanded,slabs & columns,level 8,south,slab
,,West,expanded,west,slabs & columns,level 8,slab
,,North,expanded,slabs & columns,level 8,slab,north
,,Level 9,grouping,level 9,slab,,
,,East,expanded,slabs & columns,level 9,east,
,,South,expanded,slabs & columns,south,level 9,slab
,,West,expanded,west,slabs & columns,level 9,slab
,,North,expanded,slabs & columns,level 9,slab,north
,,Level 10,grouping,level 10,slab,,
,,East,expanded,slabs & columns,east,level 10,
,,South,expanded,slabs & columns,level 10,south,slab
,,West,expanded,west,slabs & columns,level 10,slab
,,North,expanded,slabs & columns,level 10,slab,north
,,Level 11,grouping,level 11,slab,,
,,East,expanded,slabs & columns,level 11,east,
,,South,expanded,slabs & columns,south,level 11,slab
,,West,expanded,west,slabs & columns,level 11,slab
,,North,expanded,slabs & columns,level 11,slab,north
,,Level 12,grouping,level 12,slab,,
,,East,expanded,level 12,slabs & columns,east,
,,South,expanded,slabs & columns,level 12,south,slab
,,West,expanded,west,slabs & columns,level 12,slab
,,North,expanded,slabs & columns,level 12,slab,north
,,Level 13,grouping,slab,level 13,,
,,East,expanded,slabs & columns,east,level 13,
,,South,expanded,slabs & columns,south,slab,level 13
,,West,expanded,west,slabs & columns,slab,level 13
,,North,expanded,slabs & columns,slab,north,level 13
,,Level 14,grouping,level 14,slab,,
,,East,expanded,slabs & columns,east,level 14,
,,South,expanded,slabs & columns,south,level 14,slab
,,West,expanded,west,slabs & columns,level 14,slab
,,North,expanded,slabs & columns,level 14,slab,north
,,Level 15,grouping,level 15,slab,,
,,East,expanded,slabs & columns,level 15,east,
,,South,expanded,slabs & columns,level 15,south,slab
,,West,expanded,west,slabs & columns,level 15,slab
,,North,expanded,slabs & columns,level 15,slab,north
,,Level 16,grouping,level 16,slab,,
,,East,expanded,level 16,slabs & columns,east,
,,South,expanded,level 16,slabs & columns,south,slab
,,West,expanded,west,level 16,slabs & columns,slab
,,North,expanded,level 16,slabs & columns,slab,north
,,Level 17,grouping,slab,level 17,,
,,East,expanded,slabs & columns,east,level 17,
,,South,expanded,slabs & columns,level 17,south,slab
,,West,expanded,west,slabs & columns,level 17,slab
,,North,expanded,slabs & columns,level 17,slab,north
,,Level 18,grouping,level 18,slab,,
,,East,expanded,slabs & columns,east,level 18,
,,South,expanded,slabs & columns,level 18,south,slab
,,West,expanded,west,slabs & columns,level 18,slab
,,North,expanded,slabs & columns,level 18,slab,north
,,Level 19,grouping,level 19,slab,,
,,East,expanded,slabs & columns,level 19,east,
,,South,expanded,slabs & columns,south,level 19,slab
,,West,expanded,west,slabs & columns,level 19,slab
,,North,expanded,slabs & columns,level 19,slab,north
,,Level 20,grouping,slab,level 20,,
,,East,expanded,slabs & columns,east,level 20,
,,South,expanded,slabs & columns,level 20,south,slab
,,West,expanded,west,slabs & columns,level 20,slab
,,North,expanded,slabs & columns,level 20,slab,north
,,Level 21,grouping,level 21,slab,,
,,East,expanded,slabs & columns,east,level 21,
,,South,expanded,slabs & columns,level 21,south,slab
,,West,expanded,west,slabs & columns,level 21,slab
,,North,expanded,slabs & columns,level 21,slab,north
,,Level 22,grouping,level 22,slab,,
,,East,expanded,slabs & columns,level 22,east,
,,South,expanded,slabs & columns,south,level 22,slab
,,West,expanded,west,slabs & columns,level 22,slab
,,North,expanded,slabs & columns,level 22,slab,north
,,Level 23,grouping,level 23,slab,,
