type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,CHK-003-Civil-Material Delivery Inspection-Precast Pits and RCPs,itp,,,,,CHK-003-Civil-Material Delivery Inspection-Precast Pits and RCPs Rev 0,
checkpoint,Referenced Documentation,,,,,,,
label,Document Title: CHK-003-Civil-Material delivery inspection-Precast Pits and RCPs,,,,,,,
label,ITP Description: Material delivery inspection-Precast Pits and RCPs,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 003-Civil,,,,,,,
label,Revision Number: 0,,,,,,,
label,Revision Date: 6/12/2023,,,,,,,
label,ITP created by: Victor Mira,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,
checkpoint,1 - Delivery Details,,,,,,,
label,ACCEPTANCE CRITERIA: ,,,,,,,
text,Enter: Delivery Docket Number:,,,,,,,
text,Enter: Delivery Date:,,,,,,,
text,Enter: Element ID (s):,,,,,,,
label,Attach: Delivery Docket and packaging Slip,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Document Review, Visual",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2 - Packaging Inspection-Quantity,,,,,,,
label,ACCEPTANCE CRITERIA: Does the number of packages in the delivery match that listed on the freight list/packaging slip?,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,METHOD: Visual,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,3 - Packaging Inspection-Delivery Contents,,,,,,,
label,ACCEPTANCE CRITERIA: Do the contents of the delivery match the freight list/packaging slip?,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Document Review, Visual",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each Delivery ,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,4 - Packaging Inspection-Birth Certificate,,,,,,,
label,ACCEPTANCE CRITERIA: Is the delivery accompanied by Precast items Birth Certificates?,,,,,,,
label,○ Precast components are to be marked on the birth certificate.,,,,,,,
label,○ Cast date and lot are to be marked on the birth certificate.,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,METHOD: Document Review,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,5 - Packaging Inspection-Transport,,,,,,,
label,ACCEPTANCE CRITERIA: Is the condition of packaging acceptable. ,,,,,,,
label,○ Precast items are protected from damage during the transport,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,METHOD: Visual,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,6 - Fault IDs:,,,,,,,
label,"ACCEPTANCE CRITERIA: For each precast type delivered, check for the following:",,,,,,,
label,1 - Identification markings match the Precast type,,,,,,,
label,2 - Precast Pit fabricated as per drawings - inverts size.,,,,,,,
label,3 - Precast Pit Fabricated as per drawings - Inverts position (Distance from the bottom and edges).,,,,,,,
label,4 - Precast Pit Fabricated as per Drawings - Invers Position - Correct Wall (orientation).,,,,,,,
label,5 - Precast Pits - Inverts coliding.,,,,,,,
label,6 - Precast Pits and RCPs - Inspect for Cracks.,,,,,,,
label,7 - Precast Pits and RCPs - Inspect for Spalling/Damage to concrete surface.,,,,,,,
label,8 - Precast Pits and RCPs - Inspect for Exposed Reinforcement.,,,,,,,
label,9 - Precast Pits and RCPs - Inspect for correct Lifting mechanism.,,,,,,,
label,10 - RCPs - Inspect rubber rings,,,,,,,
label,11 - Precast Pits and RCPs - Inspect for other fabrication defects (specify on the following lines),,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 1,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,
text,Enter: Panel Identification,,,,,,,
text,Enter: Quantity,,,,,,,
text,Enter: Fault ID if any,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 2,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,
text,Enter: Panel Identification,,,,,,,
text,Enter: Quantity,,,,,,,
text,Enter: Fault ID if any,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 3,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,
text,Enter: Panel Identification,,,,,,,
text,Enter: Quantity,,,,,,,
text,Enter: Fault ID if any,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 4,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,
text,Enter: Panel Identification,,,,,,,
text,Enter: Quantity,,,,,,,
text,Enter: Fault ID if any,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,7 - Check for Faults - 5,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,
text,Enter: Panel Identification,,,,,,,
text,Enter: Quantity,,,,,,,
text,Enter: Fault ID if any,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,CATEGORY: IP,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,
label,– – – – – – – – – – – – – – – – –,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,Final Inspection,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,
text,Name:,,,,,,,
text,Position:,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,Sign ITP,,,,,,,
