type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Panel Completion,,,,,,Panel Completion Checklist
checkpoint,Panel has been installed correctly and is free from defects,,,,,,
tickbox,Window Wall,,,,,,
tickbox,Balustrade,,,,,,
tickbox,Sliding Door,,,,,,
label,"If variation/modification required, click FAIL and add Variation/Modification checklist",,,,,,
,,,,,,,
checklist,Panel - Elevation Completion,,,,,,Panel - Elevation Completion Checklist
section,Window Walls,,,,,,
checkpoint,Grids and RL's in place,,,,,,
checkpoint,Structural tolerance check,,,,,,
checkpoint,Window position / alignment,,,,,,
checkpoint,Door position and alignment,,,,,,
checkpoint,Swing door square and functional,,,,,,
checkpoint,Swing door hardware installed,,,,,,
checkpoint,Sliding doors operational,,,,,,
checkpoint,Sliding door hardware,,,,,,
checkpoint,No damages / scratches,,,,,,
checkpoint,Window wall installed to grid and RL achieved,,,,,,
checkpoint,Head bead installed,,,,,,
checkpoint,Window wall panel square and set,,,,,,
section,Balustrades,,,,,,
checkpoint,Sub Frame/Stanchion/Bracket complete and caulked,,,,,,
checkpoint,Screws and fixings in place,,,,,,
section,Sliding Doors,,,,,,
checkpoint,Sliding doors installed correctly and operational,,,,,,
section,Final Sign Off,,,,,,
checkpoint,All panels have been inspected and installed correctly.,,,,,,
checkpoint,All variations/modification have been closed out,,,,,,
,,,,,,,
checklist-flat,Variation/Modification,,,,,,Variation/Modification Checklist
checkpoint,Add in comments variation/modification details. Attach relevant photos,,,,,,
,,,,,,,
checklist,Cladding - Elevation completion,,,,,,Cladding - Elevation Completion Checklist
section,Cladding,,,,,,
checkpoint,Brackets installed with correct fixings,,,,,,
checkpoint,Cladding installed,,,,,,
checkpoint,Cladding level and square,,,,,,
section,Final Sign Off,,,,,,
checkpoint,All cladding has been inspected and installed correctly.,,,,,,
checkpoint,All variations/modification have been closed out,,,,,,
,,,,,,,
checklist-flat,Cladding Completion,,,,,,Cladding Completion Checklist
checkpoint,Cladding has been installed correctly and is free from defects,,,,,,
label,"If variation/modification required, click FAIL and add Variation/Modification checklist",,,,,,
