Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,Fit Off Checklist,,Fit Off,,0995f908-51ea-4d5d-a670-2bf7a9714e67
,section,Laundry Fit Off,,,,
,checkpoint,Laundry Trough,,,,
,checkpoint,Laundry Trough Mixer,,,,
,checkpoint,Laundry Trough Mini Stops,,,,
,checkpoint,Laundry Trough Waste,,,,
,checkpoint,Hot Water Unit,,,,
,checkpoint,Floor wastes - cleared of blockages,,,,
,section,Kitchen Fit Off,,,,
,checkpoint,Kitchen Mini Stops,,,,
,checkpoint,Kitchen Sink Waste,,,,
,checkpoint,Kitchen Sink Mixer,,,,
,checkpoint,Kitchen Dishwasher,,,,
,checkpoint,Balcony Tap,,,,
,section,Bathroom Fit Off,,,,
,checkpoint,Bathroom Shower Mixer,,,,
,checkpoint,Bathroom Shower Rail/Rose,,,,
,checkpoint,Bathroom Basin,,,,
,checkpoint,Bathroom Basin Mixer,,,,
,checkpoint,Bathroom Bottle Trap,,,,
,checkpoint,Bathroom Toilet,,,,
,checkpoint,Bath tubs,,,,
,checkpoint,Floor wastes - cleared of blockages,,,,
,section,Testing,,,,
,checkpoint,Tested on test gauge hot cold,,,,
,checkpoint,Tested on test gauge rainwater,,,,
