type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP052 - Temporary Works - General,itp,,,,,FH-ZU2-QU-ITP052 - Temporary Works - General - Rev 0,
section,1.0 - Temporary Works - Design Phase,,,,,,,
checkpoint,1.1 - Review Temporary Works Design Process Matrix,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Confirm extent of temporary works required by reviewing the Temporary Works Design Process Matrix.,,,,,,,
label,Reference Documents - Temporary Works Design Process Matrix,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Drawings and drawing registers,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Site Engineer/Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Submission of Risk Assessment for relevant Temporary Works,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Confirm the level of risk assessment documentation required for temporary works,,,,,,,
label,Reference Documents - Temporary Works Design Process Matrix,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Risk Assessment,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Site Engineer/Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Submission of Temporary Works Brief for Temporary Works Designer,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Completion of the temporary works design brief to highlight the scope and required design/deliverables for temporary works designer.,,,,,,,
label,Reference Documents - Temporary Works Design Process Matrix Drawings,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Temporary Works Design Brief,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Site Engineer/Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.4 - Submission of IFC Temporary Works Design Documentation,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Submission of temporary works design documentation. Including but not limited to:,,,,,,,
label,○ Construction methodology,,,,,,,
label,○ Plans and details,,,,,,,
label,○ Calculations,,,,,,,
label,○ Geotechnical reports,,,,,,,
label,○ Lift plans,,,,,,,
label,○ Material specifications,,,,,,,
label,○ Testing (as required),,,,,,,
label,○ Inspection criteria/plan,,,,,,,
label,Reference Documents - Temporary Works Design Documentation Drawings,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Construction Methodology,,,,,,,
label,○ Plans and details,,,,,,,
label,○ Calculations,,,,,,,
label,○ Geotechnical report,,,,,,,
label,○ Lift plans Testing,,,,,,,
label,○ Sequence Drawings,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Site Engineer/Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.5 - Review Subcontractor WMS / ITC (if applicable),,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Submission and review of subcontractor WMS / ITC and confirm alignment with temporary works design documentation,,,,,,,
label,Reference Documents - Temporary Works Design Documentation,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - ITC WMS,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Site Engineer/Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.6 - Designer Certification check as Profession Engineer (NER / RPEV) – as required,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Confirmation of Designers credentials on the National Engineering Register (NER) and/or Register of Professional Engineers Victoria (RPEV),,,,,,,
