"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Ground Floor","dynamic","ground floor"
,,"First Floor","dynamic","first floor"
,,"Second Floor","dynamic","second floor"
,,"Third Floor","dynamic","third floor"
,,"Fourth Floor","dynamic","fourth floor"
,"Columns"
,,"External Framing",,"external framing"
,,"RAB",,"rab"
,,"Wraps/Tape Install",,"wraps/tape install"
,,"Internal Framing",,"internal framing"
,,"Gutter Framing",,"gutter framing"

