Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Ground Level,dynamic,Ground Level,
,,Level 1,dynamic,Level 1,
,Columns,,,,
,,"Substrate clean, dry & ready to start",,"Substrate is clean, dry and ready to start",
,,Record product batch numbers,,Record product batch numbers,
,,Install PEF backing rod to horizontal & vertical joints,,Install PEF backing rod to horizontal & vertical joints,
,,Apply primer to horizontal & vertical joints,,Apply primer to horizontal & vertical joints,
,,Apply sealant to horizontal & vertical joints,,Apply sealant to horizontal & vertical joints,
,,Joint sealant installed & as per drawings/spec.,,Joint sealant installed correctly and as per drawings/specification,
,,Work area left clean & tidy,,Work area is left clean & tidy,
