Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,11b7569b-51fd-44d7-97ef-12456daa9b2c,,checklist,Easylap Checklist,,,,,Yes,Easylap Checklist,5237f5bb-4cdd-48b1-8c79-9e796b079f8c
checkpoint-group,6cdb12a6-8be4-4c30-a849-b627459410db,,section,Details,,,,,,,
checkpoint-status,09404d07-f9f9-4364-98d9-e52f245b611a,,checkpoint,Cut Panel to suit and primer the cutting edge,,,,,,,
checkpoint-status,facda79d-1e65-48df-a809-c4953868c26c,,checkpoint,Nails flush with the panel surface,,,,,,,
checkpoint-status,9a3bca1e-86c4-4906-8afa-4be1e1bb9de0,,checkpoint,Use C-25 straight ‘T’ - Head stainless steel brad nail,,,,,,,
checkpoint-status,66457848-e95b-447d-afa5-743a719e4c4e,,checkpoint,Nail fixing @ 150mm,,,,,,,
checkpoint-status,82057982-b1be-4492-a265-fc0adfcbaf62,,checkpoint,Nail fix to Panel @ 600mm spacing maximal,,,,,,,
checkpoint-status,f7bf20f3-d8b5-4b63-9599-6f71d7bef73e,,checkpoint,Fixing needs to be 75mm away from top and bottom edge,,,,,,,
checkpoint-status,43f9f32d-460c-4635-883e-ff9e0a8bb8eb,,checkpoint,Apply Bostik® Seal N Flex™ - 1 for Panel joint,,,,,,,
checkpoint-status,a2432889-2b94-465f-bce4-bf722c326c7b,,checkpoint,Fixing T nails is 18mm from the underlap edge and 16mm from the overlap edge,,,,,,,
checkpoint-status,53c21353-5e66-4847-ab5e-3eae8fbb75b9,,checkpoint,Area Panel complete,,,,,,,
