Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
OSD Tank,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,OSD Tank,,OSD Tank,Site QA,
,Columns,,,,,
,,Area accessible & ready,,Area accessible and ready (If failed please take a photo),,
,,Surface has been checked & confirmed,,Surface has been checked and confirmed acceptable,,
,,Ensure walls have been scuffed,,Ensure walls have been scuffed,,
,,ECO Prime grip to walls & floor walls junctions,,ECO Prime grip to walls & floor walls junctions,,
,,Ensure joints are treated,,Ensure joints are treated in accordance with post completion movement tolerances,,
,,Caulking Preparation,,Caulking Preparation,,
,,1st Coat,,1st Coat (Ensure photo is taken),,
,,Correct curing time allowed 12hr (1st Coat),,Correct curing time allowed 12hr (1st Coat),,
,,2nd Coat,,2nd Coat (Ensure photo is taken),,
,,Correct curing time allowed 12hr (2nd Coat),,Correct curing time allowed 12hr (2nd Coat),,
,,Application to correct DFT,,Application to correct DFT (Ensure photo is taken) DFT required for walls (1.0mm) and floor (1.5mm),,
,,All penetrations by others are sealed,,Ensure all penetrations by others are sealed to ensure works are not compromised.,,
,,,,,,
Internal Liquid Waterproofing ITP,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Level 1,grouping,Level 1,,
,,Unit 101,,Unit 101,Level 1,Site QA
,,Unit 102,,Unit 102,Level 1,Site QA
,,Unit 103,,Unit 103,Level 1,Site QA
,,Unit 104,,Unit 104,Level 1,Site QA
,,Unit 105,,Unit 105,Level 1,Site QA
,,Unit 106,,Unit 106,Level 1,Site QA
,,Unit 107,,Unit 107,Level 1,Site QA
,,Unit 108,,Unit 108,Level 1,Site QA
,,Unit 109,,Unit 109,Level 1,Site QA
,,Level 2,grouping,Level 2,,
,,Unit 201,,Unit 201,Level 2,Site QA
,,Unit 202,,Unit 202,Level 2,Site QA
,,Unit 203,,Unit 203,Level 2,Site QA
,,Unit 204,,Unit 204,Level 2,Site QA
,,Unit 205,,Unit 205,Level 2,Site QA
,,Unit 206,,Unit 206,Level 2,Site QA
,,Unit 207,,Unit 207,Level 2,Site QA
,,Unit 208,,Unit 208,Level 2,Site QA
,,Unit 209,,Unit 209,Level 2,Site QA
,,Unit 210,,Unit 210,Level 2,Site QA
,,Unit 211,,Unit 211,Level 2,Site QA
,,Unit 212,,Unit 212,Level 2,Site QA
,,Level 3,grouping,Level 3,,
,,Unit 301,,Unit 301,Level 3,Site QA
,,Unit 302,,Unit 302,Level 3,Site QA
,,Unit 303,,Unit 303,Level 3,Site QA
,,Unit 304,,Unit 304,Level 3,Site QA
,,Unit 305,,Unit 305,Level 3,Site QA
,,Unit 306,,Unit 306,Level 3,Site QA
,,Unit 307,,Unit 307,Level 3,Site QA
,,Unit 308,,Unit 308,Level 3,Site QA
,,Unit 309,,Unit 309,Level 3,Site QA
,,Unit 310,,Unit 310,Level 3,Site QA
,,Unit 311,,Unit 311,Level 3,Site QA
,,Unit 312,,Unit 312,Level 3,Site QA
,,Level 4,grouping,Level 4,,
,,Unit 401,,Unit 401,Level 4,Site QA
,,Unit 402,,Unit 402,Level 4,Site QA
,,Unit 403,,Unit 403,Level 4,Site QA
,,Unit 404,,Unit 404,Level 4,Site QA
,,Unit 405,,Unit 405,Level 4,Site QA
,,Unit 406,,Unit 406,Level 4,Site QA
,,Unit 407,,Unit 407,Level 4,Site QA
,,Unit 408,,Unit 408,Level 4,Site QA
,,Unit 409,,Unit 409,Level 4,Site QA
,,Unit 410,,Unit 410,Level 4,Site QA
,,Unit 411,,Unit 411,Level 4,Site QA
,,Level 5,grouping,Level 5,,
,,Unit 501,,Unit 501,Level 5,Site QA
,,Unit 502,,Unit 502,Level 5,Site QA
,,Unit 503,,Unit 503,Level 5,Site QA
,,Unit 504,,Unit 504,Level 5,Site QA
,,Unit 505,,Unit 505,Level 5,Site QA
,,Unit 506,,Unit 506,Level 5,Site QA
,,Unit 507,,Unit 507,Level 5,Site QA
,,Unit 508,,Unit 508,Level 5,Site QA
,,Unit 509,,Unit 509,Level 5,Site QA
,,Unit 510,,Unit 510,Level 5,Site QA
,Columns,,,,,
,,Area accessible & ready,,Area accessible and ready (If failed please take a photo),,
,,Surface has been checked & confirmed,,Surface has been checked and confirmed acceptable,,
,,"Floors are scraped, vaccum & puddle flanges exposed",,"Floors are scraped, vaccum and puddle flanges exposed",,
,,Ensure moisture content of slab is under 4.5%,,Ensure moisture content of slab is under 4.5%(Ensure photo is taken),,
,,Primer - SILCOR Primer BS,,Primer (Ensure photo is taken) - SILCOR Primer BS,,
,,Correct curing time allowed 1hr (Primer),,Correct curing time allowed 1hr (Primer),,
,,Ensure angles are installed as per metre mark,,Ensure angles are installed as per metre mark,,
,,Caulking Preparation,,Caulking Preparation,,
,,1st Coat,,1st Coat (Ensure photo is taken),,
,,Correct curing time allowed 12hr (1st Coat),,Correct curing time allowed 12hr (1st Coat),,
,,2nd Coat,,2nd Coat (Ensure photo is taken),,
,,Correct curing time allowed 12hr (2nd Coat),,Correct curing time allowed 12hr (2nd Coat),,
,,Application to correct DFT,,Application to correct DFT (Ensure photo is taken) - DFT required for walls (1 mm) and floor (1.5mm),,
,,Flood Test 24 hours,,Flood Test 24 hours (Ensure photo is taken),,
,,,,,,
External Area ITP,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Level 1,grouping,Level 1,,
,,Planter Box,,Planter Box,Level 1,Site QA
,,Terraces,,Terraces,Level 1,Site QA
,,Level 2,grouping,Level 2,,
,,Planter Boxes,,Planter Boxes,Level 2,Site QA
,,Terraces,,Terraces,Level 2,Site QA
,Columns,,,,,
,,Area accessible & ready,,Area accessible and ready (If failed please take a photo),,
,,Surface has been checked & confirmed,,Surface has been checked and confirmed acceptable,,
,,Primer,,Primer (Ensure photo is taken),,
,,Correct curing time allowed 1hr (Primer),,Correct curing time allowed 1hr (Primer),,
,,Ensure joints are treated,,Ensure joints are treated in accordance with post completion movement tolerances,,
,,Caulking Preparation,,Caulking Preparation,,
,,1st Coat,,1st Coat (Ensure photo is taken),,
,,Correct curing time allowed 12hr (1st Coat),,Correct curing time allowed 12hr (1st Coat),,
,,2nd Coat,,2nd Coat (Ensure photo is taken),,
,,Correct curing time allowed 12hr (2nd Coat),,Correct curing time allowed 12hr (2nd Coat),,
,,Application to correct DFT,,Application to correct DFT (Ensure photo is taken),,
,,All penetrations by others are sealed,,Ensure all penetrations by others are sealed to ensure works are not compromised.,,
,,,,,,
Roof Tops & Exposed Areas,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Roof Top,,Roof Top,Site QA,
,Columns,,,,,
,,Area accessible & ready,,Area accessible & ready (If failed please take a photo),,
,,Surface has been checked and confirmed acceptable,,Surface has been checked and confirmed acceptable,,
,,Primer,,Primer (Ensure photo is taken),,
,,Correct curing time allowed 1hr (Primer),,Correct curing time allowed 1hr (Primer),,
,,Ensure joints are treated,,Ensure joints are treated in accordance with post completion movement tolerances,,
,,Caulking Preparation,,Caulking Preparation,,
,,1st Coat,,1st Coat (Ensure photo is taken),,
,,Correct curing time allowed 12hr (1st Coat),,Correct curing time allowed 12hr (1st Coat),,
,,2nd Coat,,2nd Coat (Ensure photo is taken),,
,,Correct curing time allowed 12hr (2nd Coat),,Correct curing time allowed 12hr (2nd Coat),,
,,Application to correct DFT,,Application to correct DFT (Ensure photo is taken),,
,,Correct curing time allowed 12hr (Silcor Top Coat 75),,Correct curing time allowed 12hr (Silcor Top Coat 75),,
