Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,Fit Off (Male),,Fit Off,,
,section,Details,,,,
,checkpoint,Hand Basin,,,,
,checkpoint,Scrub Trough,,,,
,checkpoint,Ministops/ Ball Valve,,,,
,checkpoint,Fixture Waste,,,,
,checkpoint,Mixer installed,,,,
,checkpoint,Dishwasher,,,,
,checkpoint,Sink,,,,
,checkpoint,Trough,,,,
,checkpoint,Bathroom Shower Mixer,,,,
,checkpoint,Bathroom Basin,,,,
,checkpoint,Bathroom Basin Mixer,,,,
,checkpoint,Bathroom Bottle Trap,,,,
,checkpoint,Bathroom Toilet,,,,
,checkpoint,Urinals,,,,
,checkpoint,Dolphin units,,,,
,,,,,,
,checklist,Fit Off (Unisex),,Fit Off,,
,section,Details,,,,
,checkpoint,Hand Basin,,,,
,checkpoint,Scrub Trough,,,,
,checkpoint,Ministops/ Ball Valve,,,,
,checkpoint,Fixture Waste,,,,
,checkpoint,Mixer installed,,,,
,checkpoint,Dishwasher,,,,
,checkpoint,Sink,,,,
,checkpoint,Trough,,,,
,checkpoint,Bathroom Shower Mixer,,,,
,checkpoint,Bathroom Basin,,,,
,checkpoint,Bathroom Basin Mixer,,,,
,checkpoint,Bathroom Bottle Trap,,,,
,checkpoint,Bathroom Toilet,,,,
,checkpoint,Dolphin units,,,,
