resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,B03,,,,,,,,
,,,step,,,,Basement,,,,,,,
,,,step,,,,,Area A,,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Stair 3 Lobby,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Water Meter Room,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Water Retention Pump Room,,,,,
,,,step,,,,,Area B,,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Kitchen,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Commercial Laundry - IN,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Commercial Laundry - OUT,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Detention Tank Room,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Cleaners Room,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,NCS/PABX,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Change Room 1,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Change Room 2,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Residents Workshop,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Acc W/C,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Scooter Parking,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Smoke Lobby 1,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Stair,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Staff Corridor,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Pump Room,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Main Bin Room,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,MSB,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,NBN,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Smoke Lobby 2,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Hydrant Pump Room,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Sprinkler Control Room,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Lift 2 Lobby,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Stair,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Gardener Workshop,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Maintenance Workshop,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Stair 2,,,,,
,,,step,,,,,Area C,,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Lift 4 Lobby,,,,,
B03/B04 - Rough In (Cavity Pockets & PMJ),B03/B04 - Common Area Checklist,,folder-with-checklists,,,,,,Smoke Lobby,,,,,
