Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress (B02),,,,,,,
,Scope,,,B02,,,
,Rows,,,,,,
,,Basement - AREA A,dynamic,B02,Basement,AREA A,
,,Basement - AREA B,dynamic,B02,Basement,AREA B,
,,Basement - AREA C,dynamic,B02,Basement,AREA C,
,,Basement - AREA D,dynamic,B02,Basement,AREA D,
,,Basement - AREA E,dynamic,B02,Basement,AREA E,
,,Basement - AREA F,dynamic,B02,Basement,AREA F,
,,Ground Floor - AREA C - APARTMENTS,dynamic,B02,Ground Floor,AREA C - APARTMENTS,
,,Ground Floor - COMMON AREA,grouping,Ground Floor - COMMON AREA,,,
,,CORRIDOR,,CORRIDOR,B02,Ground Floor,COMMON AREA
,,SERVICE CUPBOARD,,SERVICE CUPBOARD,B02,Ground Floor,COMMON AREA
,,Level 1 - AREA C - APARTMENTS,dynamic,B02,Level 1,AREA C - APARTMENTS,
,,Level 1 - COMMON AREA,grouping,Level 1 - COMMON AREA,,,
,,CORRIDOR,,CORRIDOR,B02,Level 1,COMMON AREA
,,SERVICE CUPBOARD,,SERVICE CUPBOARD,B02,Level 1,COMMON AREA
,,Level 2 - AREA C - APARTMENTS,dynamic,B02,Level 2,AREA C - APARTMENTS,
,,Level 2 - COMMON AREA,grouping,Level 2 - COMMON AREA,,,
,,CORRIDOR,,CORRIDOR,B02,Level 2,COMMON AREA
,,SERVICE CUPBOARD,,SERVICE CUPBOARD,B02,Level 2,COMMON AREA
,Columns,,,,,,
,,Rough In (PMJ Only),,Rough In (PMJ Only),,,
,,Fit Off,,Fit Off,,,
,,Installation,,Installation,,,
,,Handover,,Handover,,,
,,Rough In (Cavity Pockets Only),,Rough In (Cavity Pockets Only),,,
,,Rough In (Cavity Pockets & PMJ),,Rough In (Cavity Pockets & PMJ),,,
,,Corridor,,CORRIDOR,,,
,,,,,,,
Overall Progress (B03),,,,,,,
,Scope,,,B03,,,
,Rows,,,,,,
,,Basement - Area A,dynamic,B03,Basement,Area A,
,,Basement - Area B,dynamic,B03,Basement,Area B,
,,Basement - Area C,dynamic,B03,Basement,Area C,
,,Basement - Area D,dynamic,B03,Basement,Area D,
,,Basement - Area E,dynamic,B03,Basement,Area E,
,,Basement - Area F,dynamic,B03,Basement,Area F,
,,Ground Floor - Apartments,dynamic,B03,Ground Floor,Apartments,
,,Ground Floor - Common Areas,dynamic,B03,Ground Floor,Common Areas,
,,Level 1 - Apartments,dynamic,B03,Level 1,Apartments,
,,Level 1 - Common Areas,dynamic,B03,Level 1,Common Areas,
,,Level 2 - Apartments,dynamic,B03,Level 2,Apartments,
,,Level 2 - Common Areas,dynamic,B03,Level 2,Common Areas,
,,Level 3 - Apartments,dynamic,B03,Level 3,Apartments,
