type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,EQUIPMENT Testing,,,,,,,
section,Details,,,,,,,
checkpoint,AS3000 Testing Completed,,,,,,,
checkpoint,Voltage and Amp Draw Tested,,,,,,,
checkpoint,All labels installed,,,,,,,
checkpoint,"Conduit, decktites installed, penetrations watersealed",,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,,
,,,,,,,,
checklist,Mechanical Switchboard Commissioning,,,,,,,
section,Details,,,,,,,
checkpoint,AS3000 Testing Completed,,,,,,,
checkpoint,All Circuits Fitoff and Operational ,,,,,,,
checkpoint,Fire Trip Tested with Fire Contractor,,,,,,,
checkpoint,All AOM's Operational ,,,,,,,
checkpoint,All labels installed,,,,,,,
checkpoint,As-installed Drawings and legend in MSSB,,,,,,,
checkpoint,All penetrations/glands sealed,,,,,,,
checkpoint,MSSB cleaned (photos),,,,,,,
,,,,,,,,
checklist,Defect,,,,,,,
section,Details,,,,,,,
checkpoint,Complete,,,,,,,
checkpoint,Photo,,,,,,,
,,,,,,,,
checklist,Variation,,,,,,,
section,Details,,,,,,,
checkpoint,"Equipment Type, Name",,,,,,,
checkpoint,Complete,,,,,,,
checkpoint,Tested and Photo,,,,,,,
