type,name,values,prefix,postfix,usage count,user addable,template name,,
checklist,ITP-014 - Fill 14 Rev 3,itp,,,,,ITP-014 - Fill 14 Rev 3,4c6f4dd4-7e6b-43b4-8142-d2c861e040ad,
section,1.0 Pre-Construction,,,,,,,,
checkpoint,1.01 - CWP,,,,,,,,
label,Method/Description - Document Review,,,,,,,,
label,Test frequency - Prior to personal starting,,,,,,,,
label,Contractor - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Signed off CWP",,,,,,,,
checkpoint,1.03 - IFC's specification,,,,,,,,
label,Method/Description - Document Review,,,,,,,,
label,Test frequency - Prior to works commencing,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - IFC Technical Specifications",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,1.04 - IFC drawings,,,,,,,,
label,Method/Description - Document Review,,,,,,,,
label,Test frequency - Prior to works commencing,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - IFC Drawings upload into InEight",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,1.05 - Approved earthworks model,,,,,,,,
label,Method/Description - Document Review,,,,,,,,
label,Test frequency - Every new Earthworks Model and prior to work commencing,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Earthworks model approval",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,1.06 - Approval of stockpile location,,,,,,,,
label,Method/Description - Document Review & Approval,,,,,,,,
label,Test frequency - Prior to works commencing,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - RFI of Approval of stockpile location",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,1.07 - Installation of prefabricated vertical drains sequence and method,,,,,,,,
label,Method/Description - Document Review & Approval,,,,,,,,
label,Test frequency - At least 4 weeks prior to commencement of PVD installation,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - CWP approval",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,1.08 - PVD sample,,,,,,,,
label,Method/Description - Approval,,,,,,,,
label,Test frequency - At least 4 weeks prior to commencement of PVD installation,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - PVD sample approval",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
section,2.0 Material Compliance,,,,,,,,
checkpoint,2.01 - Determination of the dry density/water content relationship (Heavy Compaction) for Structural Fill Material,,,,,,,,
label,"Method/Description - NZS 4402:1986, Test 4.1.2",,,,,,,,
label,"Test frequency - 1 Per 20,000m3 (Structural Fill)",,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - MDD Test Report",,,,,,,,
checkpoint,2.02 - Atterberg limits test for Structural Fill Material,,,,,,,,
label,"Method/Description - NZS 4402:1986, Test 2.2, 2.3 & 2.4",,,,,,,,
label,"Test frequency - 2 Per 20,000m3 (Structural Fill)",,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Test Report",,,,,,,,
checkpoint,2.03 - Determination of the dry density/water content relationship (Heavy Compaction) for Buttress Fill Material,,,,,,,,
label,"Method/Description - NZS 4402:1986, Test 4.1.2",,,,,,,,
label,"Test frequency - 1 test per 20,000m3",,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - R,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - MDD Test Report",,,,,,,,
checkpoint,2.04 - Atterberg limits test for Buttress Fill Material,,,,,,,,
label,"Method/Description - NZS 4402:1986, Test 2.2, 2.3 & 2.4",,,,,,,,
label,"Test frequency - 1 test per 20,000m3",,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - H,,,,,,,,
label,Lab - I,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Atterberg limits Test Report",,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,2.05 - Drainage blanket,,,,,,,,
label,Method/Description - Designer Approval,,,,,,,,
label,Test frequency - Once Prior to commence,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - R,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Material Compliance Certificate",,,,,,,,
checkpoint,2.06 - 40/20 drainage material,,,,,,,,
label,Method/Description - Designer Approval,,,,,,,,
label,Test frequency - Once Prior to commence,,,,,,,,
label,Contractor - H,,,,,,,,
label,Designer - R,,,,,,,,
label,"Verifying Records Checklists, Test and Supplier Certificates - Material Compliance Certificate",,,,,,,,
checkpoint,2.07 - High Strength Geo Cloth,,,,,,,,
label,Method/Description - Designer Approval,,,,,,,,
