Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,Precast Panel QA,,,,,Yes,Precast Panel QA (V1),20f2ddf9-09f0-4530-b089-fecb76b74ca2
checkpoint-group,,,section,Precast Element Details,,,,,,,
checkpoint-status,,,checkpoint,Concrete Details Complete,,,,,,,
text,03197322-bbac-556b-9d05-ee87fa374688,,textbox,Concrete Volume,,,,,,,
text,2dfe5a86-7e11-5230-a6e8-08e96f4efedb,,textbox,Concrete Strength,,,,,,,
text,c7719f22-b261-5373-a5c5-31e246b4cc3d,,textbox,Enter Drawing Revision Number,,,,,,,
text,1d011b0c-fcda-5e2d-a893-9ce239b3140b,,textbox,Cast Date,,,,,,,
text,20fb0819-af3c-5c77-8740-a4daf6a0e82d,,textbox,Admixture Required,,,,,,,
checkpoint-group,,,section,Formwork Set Up Checks,,,,,,,
checkpoint-status,,,checkpoint,Length/Width/Thickness/Cutouts/Diagonals,,,,,,,
checkpoint-status,,,checkpoint,Edge Details & Rebates,,,,,,,
checkpoint-status,,,checkpoint,"Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)",,,,,,,
checkpoint-status,,,checkpoint,MF roughening's,,,,,,,
checkpoint-status,,,checkpoint,Sides Straight & Magnets Fastened,,,,,,,
checkpoint-status,,,checkpoint,Mould Face Clean,,,,,,,
checkpoint-group,,,section,Prepour Checks,,,,,,,
checkpoint-status,,,checkpoint,Mould Cleaned & Oiled,,,,,,,
checkpoint-status,,,checkpoint,"Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)",,,,,,,
checkpoint-status,,,checkpoint,"Check covers on all sides, MF and TF",,,,,,,
checkpoint-status,,,checkpoint,There is sufficient cover to rebates around openings or weatherproofing details,,,,,,,
checkpoint-status,,,checkpoint,"Starters (Size, Grade, Setout and Length)",,,,,,,
checkpoint-status,,,checkpoint,"Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)",,,,,,,
checkpoint-status,,,checkpoint,Drossbach Locations and Length,,,,,,,
checkpoint-status,,,checkpoint,Lifters,,,,,,,
checkpoint-status,,,checkpoint,Tie wire Trimmed,,,,,,,
checkpoint-status,,,checkpoint,Panel fully clean,,,,,,,
checkpoint-status,,,checkpoint,General Photos Attached,,,,,,,
checkpoint-status,,,checkpoint,Shop Drawing Checked Off (attach photo),,,,,,,
checkpoint-status,,,checkpoint,Off Site Claim Photos Taken (attach photo with principles details),,,,,,,
checkpoint-group,,,section,Demould Inspection,,,,,,,
checkpoint-status,,,checkpoint,Demould Inspection complete,,,,,,,
checkpoint-group,,,section,Loading Out,,,,,,,
checkpoint-status,,,checkpoint,Photo take of Panel on Truck,,,,,,,
checkpoint-status,,,checkpoint,No remedial work required on site,,,,,,,
checkpoint-group,,,section,"Test Results, Certificates and Documentation",,,,,,,
checkpoint-status,,,checkpoint,Upload reinforcing detail sheets,,,,,,,
checkpoint-status,,,checkpoint,Concrete Docket Attached,,,,,,,
checkpoint-status,,,checkpoint,Upload Concrete test results,,,,,,,
checkpoint-status,,,checkpoint,Upload Photo of Reinforcing Cast # Tracking,,,,,,,
checkpoint-status,,,checkpoint,Upload Lift Designs,,,,,,,
