type,name,values,prefix,postfix,usage count,user addable,template name,,
checklist,ITR-I-22A Entec - Instrument Transmitter Calibration,,,,,,ITR-I-22A Entec - Instrument Transmitter Calibration,a5feddfb-7722-4615-9d40-c84e7d599245,
section,1. Required Data,,,,,,,,
checkpoint,Required Data,,,,,,,,
textbox,Function,,,,,,,,
textbox,Type / Model,,,,,,,,
textbox,Service,,,,,,,,
textbox,Manufacturer,,,,,,,,
textbox,Test equipment used,,,,,,,,
textbox,Test fluid,,,,,,,,
textbox,Test pressure,,,,,,,,
textbox,Range,,,,,,,,
textbox,Serial No.,,,,,,,,
textbox,Manufacturer accuracy (±),,,%,,,,,
textbox,Process connection,,,,,,,,
textbox,Line / Equipment No.,,,,,,,,
textbox,Test Voltage,,,,,,,,
textbox,Ambient Temp.,,,°C,,,,,
section,2. Calibration Results,,,,,,,,
checkpoint,Actual Input,,,,,,,,
textbox,Input: 0%,,Rising,,,,,,
textbox,Input: 25%,,Rising,,,,,,
textbox,Input: 50%,,Rising,,,,,,
textbox,Input: 75%,,Rising,,,,,,
textbox,Input: 100%,,Rising,,,,,,
textbox,Input: 0%,,Falling,,,,,,
textbox,Input: 25%,,Falling,,,,,,
textbox,Input: 50%,,Falling,,,,,,
textbox,Input: 75%,,Falling,,,,,,
textbox,Input: 100%,,Falling,,,,,,
checkpoint,Output I,,,,,,,,
textbox,Input: 0%,,Rising,,,,,,
textbox,Input: 25%,,Rising,,,,,,
textbox,Input: 50%,,Rising,,,,,,
textbox,Input: 75%,,Rising,,,,,,
textbox,Input: 100%,,Rising,,,,,,
textbox,Input: 0%,,Falling,,,,,,
textbox,Input: 25%,,Falling,,,,,,
textbox,Input: 50%,,Falling,,,,,,
textbox,Input: 75%,,Falling,,,,,,
textbox,Input: 100%,,Falling,,,,,,
checkpoint,Output II,,,,,,,,
textbox,Input: 0%,,Rising,,,,,,
textbox,Input: 25%,,Rising,,,,,,
textbox,Input: 50%,,Rising,,,,,,
textbox,Input: 75%,,Rising,,,,,,
textbox,Input: 100%,,Rising,,,,,,
textbox,Input: 0%,,Falling,,,,,,
textbox,Input: 25%,,Falling,,,,,,
textbox,Input: 50%,,Falling,,,,,,
textbox,Input: 75%,,Falling,,,,,,
textbox,Input: 100%,,Falling,,,,,,
checkpoint,Error,,,,,,,,
textbox,Input: 0%,,Rising,,,,,,
textbox,Input: 25%,,Rising,,,,,,
textbox,Input: 50%,,Rising,,,,,,
textbox,Input: 75%,,Rising,,,,,,
textbox,Input: 100%,,Rising,,,,,,
textbox,Input: 0%,,Falling,,,,,,
textbox,Input: 25%,,Falling,,,,,,
textbox,Input: 50%,,Falling,,,,,,
textbox,Input: 75%,,Falling,,,,,,
textbox,Input: 100%,,Falling,,,,,,
checkpoint,Set point,,,,,,,,
textbox,Set point:,,,,,,,,
textbox,Rising:,,,,,,,,
textbox,Falling:,,,,,,,,
checkpoint,Reset point,,,,,,,,
textbox,Reset point:,,,,,,,,
textbox,Rising:,,,,,,,,
textbox,Falling:,,,,,,,,
