"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7f66c1db-33e1-5f6e-9c52-503145deca2a","","folder-normal","fail","","step","TRUE","FALSE","Health and Safety"
"0427f81c-9038-539f-8172-24311058c0c1","","folder-normal","fail","","step","TRUE","FALSE","Health and Safety","Pre-Start"
"4036b785-17ba-53db-9c0c-89b2adfd7af4","","folder-normal","fail","","step","TRUE","FALSE","Health and Safety","Pre-Start","March 2023"
"853dc101-3b99-58f3-afd4-fb049f84e907","","checklist-flat","pass","H&S - Daily Prestart","checklist-flat","FALSE","FALSE","Health and Safety","Pre-Start","March 2023","Date: 1/3/2023"
"95414c9a-641b-55c7-be50-3b9f9d0664f3","","checklist-flat","fail","H&S - Daily Prestart","checklist-flat","FALSE","FALSE","Health and Safety","Pre-Start","March 2023","Date: 2/03/2023"
"f9d627e6-0174-5a38-8b23-7024eb96db3d","","checklist-flat","pass","H&S - Daily Prestart","checklist-flat","FALSE","FALSE","Health and Safety","Pre-Start","March 2023","Date: 3/3/2023"
"eedc5c65-d8e2-543c-8fe9-954e7b09a8d0","","checklist-flat","pass","H&S - Daily Prestart","checklist-flat","FALSE","FALSE","Health and Safety","Pre-Start","March 2023","Date: 4/3/2023"
"0c972ebe-2ff3-59d5-8520-28ec16208d00","","checklist-flat","fail","H&S - Daily Prestart","checklist-flat","FALSE","FALSE","Health and Safety","Pre-Start","March 2023","Date: 5/03/2023"
"8e547289-f839-5de1-bc75-a9015e0076d9","","checklist-flat","fail","H&S - Daily Prestart","checklist-flat","FALSE","FALSE","Health and Safety","Pre-Start","March 2023","Date: 8/03/2023"
"1ce1ee12-42e1-5845-b7c5-d9d4b6d58cda","","checklist-flat","pass","H&S - Daily Prestart","checklist-flat","FALSE","FALSE","Health and Safety","Pre-Start","March 2023","Date: 9/3/2023"
"4affb8d2-8afe-57f0-b2cf-83a78088cc8b","","checklist-flat","pass","H&S - Daily Prestart","checklist-flat","FALSE","FALSE","Health and Safety","Pre-Start","March 2023","Date: 10/3/2023"
"37faf612-aa4f-5fc8-b492-b3b5290a3a16","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","April 2023"
"b51ecf8b-5f7f-5ced-a8f0-6903df2dd437","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","May 2023"
"f4edc170-a9b4-5c9d-be06-557f5850dac5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","June 2023"
"42174328-7580-522c-92f1-afadb4d4cd62","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","July 2023"
"28254f80-65ba-55e3-b9de-8687eb89f523","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","August 2023"
"ff2144a0-d965-5e53-a20d-8c08e49c0eb5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","September 2023"
"55e03c13-d74b-5fca-9ee8-ff13c4c47c68","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","October 2023"
"82cbbba5-779b-539c-ac88-275ebdd7255f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","November 2023"
"d47a73e1-9275-5e6f-a579-3d7fc2df1cdc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","December 2023"
"8c881175-8393-5cef-b294-c8b1bf133ce0","","folder-normal","pass","","step","TRUE","FALSE","Health and Safety","Toolbox"
"4affa554-8dba-53e6-95f2-2d3ae7b65d0a","","folder-normal","pass","","step","TRUE","FALSE","Health and Safety","Toolbox","March 2023"
"5e7c1258-b347-50b5-a828-3e319797cceb","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 1/3/23"
"1b04e163-249d-5b35-b05c-ac567c35347b","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 2/3/23"
"08ae8b62-3d48-5fe9-9ebb-7b89bdd2df80","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 3/3/23"
"d429a47c-7220-5fac-b00f-ada9f7251d9d","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 4/3/23"
"13389609-0bcc-5e38-b989-013e9abed6d7","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 5/3/23"
"2cfabe65-d256-572b-9f23-c331df998b09","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 8/3/23"
"cb28a49b-848c-58cf-8c6c-49880f15b715","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 9/3/23"
"124e8b11-b171-5781-9803-b2c76273081b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","April 2023"
"21ea73a1-b2e9-58a8-bf3f-e248d0fe6133","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","May 2023"
"553f37b3-3dd5-5bdb-aa99-18190ab6d3a4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","June 2023"
"62311ae0-eb39-5f5e-b858-cac0053d20ab","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","July 2023"
"9654f2ad-6bba-5556-97f4-83eada837a94","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","August 2023"
"7c7ec686-4f76-56e1-b097-71ec5520bd0a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","September 2023"
"4d39483b-043e-5574-a5b8-65181f5b8197","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","October 2023"
"fc02b943-933b-5f95-b563-677c56d84bbb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","November 2023"
"1ccb219a-3d9a-59f2-9f3c-33903f59fad4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","December 2023"
"ba237d32-08e1-5220-b017-4e6e3ffd2193","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection"
"b1872410-4607-59a5-995b-83f7a70d9beb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","March 2023"
"924d4b0e-e96a-5d47-a052-732351ae20df","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","April 2023"
"c7dff156-fdc5-5231-8a09-fd3abd297488","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","May 2023"
"48bdc615-11bc-5858-a91b-a8747a15ac96","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","June 2023"
"c960c2f9-b929-5b06-b0cf-742f0793600a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","July 2023"
"63336115-4c1c-54fe-af87-25cf28e2db57","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","August 2023"
"cf0af26c-fa53-5cd0-a34c-f2cbcad61f8c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","September 2023"
"9626a6e7-addf-5613-a2ef-1ae5da335ea3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","October 2023"
"3cbfc5d5-2d57-58b4-840a-d2677bc8de50","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","November 2023"
"afd47494-ba07-56b1-afb7-571f292b97ea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","December 2023"
"6daf2953-c888-5ead-a7c6-7780d970bc5a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation"
"52149e13-2710-59fe-b18c-c22b1f879724","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","March 2023"
"999a965e-14c6-5d52-aada-1a3669589efa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","April 2023"
"c65f2972-2b60-57b5-885c-ca0a9ecd2969","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","May 2023"
"0e919690-18fa-58d5-a8c7-adc0a9610acd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","June 2023"
"ca0ddeb4-a958-5bc1-85b3-bccc62972d5b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","July 2023"
"0ae7555b-784f-5ff9-ba21-10cb7f78a28f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","August 2023"
"efde4c8d-76f9-53fc-8932-65e4ae7480ec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","September 2023"
"7f0d58ad-86b8-547e-8543-54ff27b96ee1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","October 2023"
"c433ba3f-a17b-570c-aeb2-a4e3a098101b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","November 2023"
"f2fa6a00-a250-5a75-9788-b5de3a72b6a4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","December 2023"
"6d75508c-ade6-5b2a-81f6-a556da4e1389","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping"
"edf2ce1c-7884-50d1-b28f-4f57dab582a2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","March 2023"
"9fc37af5-9635-57b0-a4dc-9943efd2bc86","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","April 2023"
