Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
QA - Facade,,,,,,,
,Scope,,,External Envelope / Facade QA,,,
,Rows,,,,,,
,,Level 1,dynamic,Level 1,External Envelope / Facade QA,,
,,Level 2,dynamic,Level 2,External Envelope / Facade QA,,
,,Level 3,dynamic,Level 3,External Envelope / Facade QA,,
,,Level 4,dynamic,Level 4,External Envelope / Facade QA,,
,,Level 5,dynamic,Level 5,External Envelope / Facade QA,,
,,Level 6,dynamic,Level 6,External Envelope / Facade QA,,
,,Level 7,dynamic,Level 7,External Envelope / Facade QA,,
,,Level 8,dynamic,Level 8,External Envelope / Facade QA,,
,,Level 9,dynamic,Level 9,External Envelope / Facade QA,,
,,Level 10,dynamic,Level 10,External Envelope / Facade QA,,
,Columns,,,,External Envelope / Facade QA,,
,,Subhead & Subsill installed,,Subhead & Subsill installed?,,,
,,Cast in - in place,,Cast - in in place with correct set out?,,,
,,Brackets in position,,"Brackets in position, check T bolts are used and nuts tightened, Note non conforming items and no changes made?",,,
,,Gutter plate/sleeve,,Gutter plate and sleeve installed?,,,
,,Smoke seal insulation,,"Smoke seal insulation installed & smoke flashing installed and sealed, bottom sills installed?",,,
,,Panel Type confirmed,,Panel Type confirmed,,,
,,Panel installed & fixed,,Panel installed and fixed in position?,,,
,,Panels in good condition,,Panels in good caulking condition?,,,
,,Protection tape in good condition,,"Protection tape in good condition? No defects, scratches, dents distortion or cracks?",,,
,,Skirting & pelmet installed,,Skirting and pelmet installed?,,,
,,Work Complete,,"Work Complete, Acceptable & Functioning as per Specification",,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
