type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,WOWs,,,,,,,
section,WOWs,,,,,,,
checkpoint-no-status,Details,,,,,,,
dropdown,WOW Configuration,"Anaesthetic WOW,Doctor WOW,Nursing WOW,Phlebotomy WOW",,,,,,
textbox,Debetrek Asset Number,,,,,,,
textbox,Cart Serial Number,,,,,,,
textbox,AIO Serial Number,,,,,,,
textbox,Western Health Cart Asset Number,,,,,,,
textbox,Western Health AIO Asset Number,,,,,,,
textbox,Scanner Serial Number,,,,,,,
checkpoint,Keyboard with drape installed,,,,,,,
checkpoint,Keyboard functions,,,,,,,
checkpoint,Mouse installed,,,,,,,
checkpoint,Mouse is cable managed with enough length to reach left or right mouse tray.,,,,,,,
checkpoint,Mouse functions,,,,,,,
checkpoint,Scanner installed and positioned on RHS of screen,,,,,,,
checkpoint,Scanner functions,,,,,,,
checkpoint,Internal cable management is neat and tidy,,,,,,,
checkpoint,Quick user guide is visisble under worksurface document cover,,,,,,,
checkpoint,Cart powers on when switch on rear of cart is turned to on position.,,,,,,,
checkpoint,Advantech AIO installed,,,,,,,
checkpoint,Advantech AIO functions,,,,,,,
checkpoint,Worksurface lift mechanism is functional and adjusts smoothly. ,,,,,,,
checkpoint,Drawers unlock when unlocked with overide key,,,,,,,
checkpoint,Drawers unlock when Nurse Pin entered,,,,,,,
checkpoint,All drawers slide in and out when unlocked,,,,,,,
checkpoint,All drawers re-lock when drawer lock button pressed on worksurface,,,,,,,
checkpoint,Cart connected to Nsight,,,,,,,
checkpoint-no-status,QA completed:,,,,,,,
dropdown,QA completed By,"Bryce Wyman,Murray Mussett,Eamonn McWilliam",,,,,,
date,QA Completed Date,,,,,,,
