Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Site QA,grouping,Site QA,,,
,,1,expanded,1,ESC,Site QA,
,,2,expanded,2,ESC,Site QA,
,,3,expanded,3,ESC,Site QA,
,,4,expanded,4,ESC,Site QA,
,,7,expanded,7,MW,Site QA,
,,8,expanded,8,MW,Site QA,
,,9,expanded,9,MW,Site QA,
,,10,expanded,10,MW,Site QA,
,,13,expanded,13,Lifts,Site QA,
,,15,expanded,15,Lifts,Site QA,
,,16,expanded,16,Lifts,Site QA,
,,17,expanded,17,Lifts,Site QA,
,,18,expanded,18,Lifts,Site QA,
,Columns,,,,,,
,,Lifts,,Lifts,,,
,,ESC,,ESC,,,
,,MW,,MW,,,
,,,,,,,
Lift # 13 - ITPs,,,,,,,
,Scope,,,Lifts,,,
,Rows,,,,,,
,,Preliminaries,grouping,Preliminaries,,,
,,Shop drawings for approval,,Shop drawings for approval,13,Lifts,Site QA
,,Completed Initial Site Meeting Checklist with Builder,,Completed Initial Site Meeting Checklist with Builder,13,Lifts,Site QA
,,Engineering specifications checked and accepted.,,Engineering specifications checked and accepted.,13,Lifts,Site QA
,,Bill of lading to be provided,,Bill of lading to be provided,13,Lifts,Site QA
,,Activity Sequence,grouping,Activity Sequence,,,
,,Site measurements checked and accepted Site and Documentation ready for Start on Site,,Site measurements checked and accepted Site and Documentation ready for Start on Site,13,Lifts,Site QA
,,All site requirements met by Builder / material + tools delivered / ready for install,,All site requirements met by Builder / material + tools delivered / ready for install,13,Lifts,Site QA
,,"Pit, Beam to Beam & Plumbing Dimensions recorded + mark structure centre line",,"Pit, Beam to Beam & Plumbing Dimensions recorded + mark structure centre line",13,Lifts,Site QA
,,Crane and place escalator in to position on site,,Crane and place escalator in to position on site,13,Lifts,Site QA
,,Truss joint and torquing,,Truss joint and torquing,13,Lifts,Site QA
,,End and intermediate supports,,End and intermediate supports,13,Lifts,Site QA
,,"Floor frames are installed, squared and set to FFL",,"Floor frames are installed, squared and set to FFL",13,Lifts,Site QA
,,Outed decking and glass installed,,Outed decking and glass installed,13,Lifts,Site QA
,,Balustrade profile and handrails installed,,Balustrade profile and handrails installed,13,Lifts,Site QA
,,Handrail adjustments and checks,,Handrail adjustments and checks,13,Lifts,Site QA
,,Skirting panels and handrail entries checked,,Skirting panels and handrail entries checked,13,Lifts,Site QA
,,"Tension carriage, comb plates, sensors and other checks",,"Tension carriage, comb plates, sensors and other checks",13,Lifts,Site QA
,,Lubricate units - verify all pre-lubricated components move freely’ and ‘unit lubrication systems are tested onsite.,,Lubricate units - verify all pre-lubricated components move freely’ and ‘unit lubrication systems are tested onsite.,13,Lifts,Site QA
,,Commissioning & Test of Escalator,grouping,Commissioning & Test of Escalator,,,
,,Commission Escalator as per Schindler 9700 manual,,Commission Escalator as per Schindler 9700 manual,13,Lifts,Site QA
,,Inspector conduct SAIS Test on escalator + certification,,Inspector conduct SAIS Test on escalator + certification,13,Lifts,Site QA
,,"Reclean unit, remove foreign matter, pit, steps, St/St, hardware and other finished surfaces prior to practical compilation",,"Reclean unit, remove foreign matter, pit, steps, St/St, hardware and other finished surfaces prior to practical compilation",13,Lifts,Site QA
,,Completion Requirements,grouping,Completion Requirements,,,
,,Certified to comply with AS1735.5 with amendments to meet EN115-1 and to Specification,,Certified to comply with AS1735.5 with amendments to meet EN115-1 and to Specification,13,Lifts,Site QA
,,Issue Operating and Maintenance Manual,,Issue Operating and Maintenance Manual,13,Lifts,Site QA
,Columns,,,,,,
,,13,,13,Lifts,Site QA,
,,,,,,,
Lift # 15 & 16 - ITPs,,,,,,,
,Scope,,,Lifts,,,
,Rows,,,,,,
,,Preliminaries,grouping,Preliminaries,,,
,,Shop drawings for approval,,Shop drawings for approval,,,
,,Completed Initial Site Meeting Checklist with Builder,,Completed Initial Site Meeting Checklist with Builder,,,
,,Engineering specifications checked and accepted.,,Engineering specifications checked and accepted.,,,
,,Bill of lading to be provided,,Bill of lading to be provided,,,
