type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Floor Preparation,,,,,,,
section,Details,,,,,,,
checkpoint,Check area clear of all other trades and their materials,,,,,,,
checkpoint,Grind Floor,,,,,,,
checkpoint,Are there any cracks that require remediation?,,,,,,,
checkpoint,Remediate cracks,,,,,,,
checkpoint,"Apply feather coat, Sanded, Edges",,,,,,,
signoff,SEND TO CLIENT FOR QUALITY APPROVAL,,,,,,,
,,,,,,,,
checklist,Vinyl Installation (Basic),,,,,,,
section,Preparation,,,,,,,
checkpoint,Check area clear of all other trades and their materials,,,,,,,
checkpoint,Check floor for U3 (3mm variance over 3m),,,,,,,
checkpoint,Check wall for smoothness where coving,,,,,,,
checkpoint,Measure area,,,,,,,
checkpoint,Acclimatise vinyl,,,,,,,
section,Installation,,,,,,,
checkpoint,Confirm vinyl layout direction,,,,,,,
checkpoint,Confirm coving location/type,,,,,,,
checkpoint,Glue out floors,,,,,,,
checkpoint,Install vinyl,,,,,,,
checkpoint,Install coving & capping/sealant as applicable,,,,,,,
section,Handover & Signoff,,,,,,,
checkpoint,Remove all excess material,,,,,,,
checkpoint,Clean any excess glue,,,,,,,
checkpoint,Report for inspection,,,,,,,
checkpoint,Quality Approval,,,,,,,
signoff,SEND TO CLIENT FOR QUALITY APPROVAL,,,,,,,
,,,,,,,,
checklist,Wall Vinyl Installation ,,,,,,,
section,Preparation,,,,,,,
checkpoint,Check area clear of all other trades and their materials,,,,,,,
checkpoint,Check walls are prepared to a Level 4 finish with a seal coat,,,,,,,
checkpoint,Measure area,,,,,,,
checkpoint,Acclimatise vinyl,,,,,,,
section,Installation,,,,,,,
checkpoint,Confirm wall vinyl direction as per cutting plan,,,,,,,
checkpoint,Confirm wall vinyl type as per finishes schedule,,,,,,,
checkpoint,Glue out wall,,,,,,,
checkpoint,Install wall vinyl,,,,,,,
checkpoint,Install coving & capping/sealant as applicable,,,,,,,
checkpoint,Weld joins,,,,,,,
checkpoint,Wipe down the wall to remove adhesive residue or dust,,,,,,,
section,Handover & Signoff,,,,,,,
checkpoint,Remove all excess material,,,,,,,
checkpoint,Report for inspection,,,,,,,
checkpoint,Quality Approval,,,,,,,
signoff,SEND TO CLIENT FOR QUALITY APPROVAL,,,,,,,
,,,,,,,,
checklist,Carpet Tile Installation (Basic),,,,,,,
section,Preparation,,,,,,,
checkpoint,Check area clear of all other trades and their materials,,,,,,,
checkpoint,Check floor if prep is required,,,,,,,
checkpoint,Measure area,,,,,,,
section,Installation,,,,,,,
checkpoint,Confirm carpet tile pattern direction/layout,,,,,,,
checkpoint,Glue out floors,,,,,,,
checkpoint,Install carpet tiles,,,,,,,
checkpoint,Install trims as applicable,,,,,,,
section,Handover & Signoff,,,,,,,
checkpoint,Remove all excess material,,,,,,,
checkpoint,Clean any excess glue,,,,,,,
checkpoint,Report for inspection,,,,,,,
checkpoint,Quality Approval,,,,,,,
signoff,SEND TO CLIENT FOR QUALITY APPROVAL,,,,,,,
,,,,,,,,
checklist,Carpet Installation,,,,,,,
section,Preparation,,,,,,,
checkpoint,Check area clear of all other trades and their materials,,,,,,,
checkpoint,Check floor if prep is required,,,,,,,
section,Installation,,,,,,,
checkpoint,Install decorib matting,,,,,,,
checkpoint,Check direction,,,,,,,
checkpoint,Install trims as applicable,,,,,,,
checkpoint,All areas are installed to all entries,,,,,,,
checkpoint,All strands cut off,,,,,,,
section,Handover & Signoff,,,,,,,
checkpoint,Remove all excess material,,,,,,,
checkpoint,Report for inspection,,,,,,,
checkpoint,Quality Approval,,,,,,,
signoff,SEND TO CLIENT FOR QUALITY APPROVAL,,,,,,,
