Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,SWMS - Safe Work Method Statement,,,,,Yes,SWMS - Safe Work Method Statement,02f37e3a-ac5f-4870-b5ff-47f5b8ac9090
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,Details Complete (pass once relevant details are recorded below),,,,,,,
text,d706c1b2-8de8-58f2-aad8-86a83a79d124,,textbox,SWMS#,,,,,,,
text,e77e3c00-4c9d-5f7a-87f1-53ce486ab9f9,,textbox,SWMS Name,,,,,,,
text,dc2848ab-141b-5a82-82de-4ba4268a20e3,,textbox,Site/Location:,,,,,,,
text,5875ddf6-6186-5d7e-8444-08e41c981556,,textbox,SWMS Completed by:,,,,,,,
text,62eca658-6024-5599-aab1-1ef219eb97c8,,textbox,Position Role:,,,,,,,
text,6fe6e422-752b-5f98-aa49-95ecc8b6ae9f,,textbox,Mobile Phone Number:,,,,,,,
text,091d54f3-9ddf-51b4-921c-6495055cd19d,,textbox,Client's Name:,,,,,,,
text,78d9adae-40e7-5989-919e-234353c76a6e,,textbox,Client's Phone Number:,,,,,,,
checkpoint-status,,,checkpoint,Photo of the Work/Job site,,,,,,,
text,d8e54f18-ac4a-5550-b030-f565351eb7f1,,textbox,Job Number,,,,,,,
checkpoint-status,,,checkpoint,Work Address,,,,,,,
text,e78914ed-55a8-5b28-83d8-a339b2b0b247,,textbox,Workplace/Site Address,,,,,,,
text,1fd29bbf-26f8-5e02-87ff-9edfe38d81eb,,textbox,Planned Start Date/Time,,,,,,,
text,0e75cc0d-328b-5b7d-9acc-4ef0f6c82c5f,,textbox,Expected Finish Date/Time,,,,,,,
checkpoint-status,,,checkpoint,Subcontractors,,,,,,,
select,f070e9cc-3079-5e72-9454-238cb441a392,,dropdown,Will you be using Subcontractors for any part of this contracted work?,"Yes,No",,,,,,
text,b2c7cdcd-4c38-5980-a066-1390dee6282f,,textbox,Contractor's Business Name,,,,,,,
checkpoint-status,,,checkpoint,Subcontractor's SSSP or SWMS,,,,,,,
checkpoint-group,,,section,Site Control,,,,,,,
checkpoint-status,,,checkpoint,Site Control Details,,,,,,,
select,b3f4efd5-1776-59c8-a84a-9c98be72ef9c,,dropdown,Does WorkSafe NZ need to be notified of any Particular Hazardous Work ?,"Yes,No",,,,,,
date,db4b2cc5-0028-58e9-88ee-a6e0f4dee463,,date,Date WorkSafe notified,,,,,,,
text,a0b2b35a-2f49-5ef6-bb8a-8a0f187fab49,,textbox,WorkSafe Notification Number,,,,,,,
text,5f198b0c-c68c-5e7e-9e63-b4f4d765d065,,textbox,Describe the particular hazardous work,,,,,,,
select,6098b502-bd63-5840-a98e-ebc4776ec89e,,dropdown,Permits to Work required ?,"Yes,No",,,,,,
text,571af8ed-406d-5a97-bf2a-edd1d681fc91,,textbox,List the required Permits,,,,,,,
checkpoint-status,,,checkpoint,Upload a copy of the Permit(s) to Work,,,,,,,
select,9dca1cec-48a6-501d-beff-4083e1f07556,,dropdown,Emergency Rescue Plan required ?,"Yes,No",,,,,,
text,430c6dc5-79af-54ec-ac8f-77f0cc8d4b9f,,textbox,List the required Emergency Equipment,,,,,,,
checkpoint-status,,,checkpoint,Upload a copy of the Emergency Rescue Plan,,,,,,,
checkpoint-group,,,section,Hazardous Substances (HSNO) Register,,,,,,,
checkpoint-status,,,checkpoint,HSNO Register,,,,,,,
select,8f0f3044-e59a-5324-bd89-54ef69439d5b,,dropdown,Are there any Hazardous Substances (HSNO) being used on the Work/Job site?,"Yes,No",,,,,,
text,72da28d9-db55-511d-a239-dae42edd29ec,,textbox,List the Hazardous Substances (HSNO) used:,,,,,,,
checkpoint-group,,,section,Safety Equipment,,,,,,,
checkpoint-status,,,checkpoint,Safety Equipment Details,,,,,,,
select,d8f77700-1169-5b20-a44e-b36e3cc80ace,,dropdown,PPE required,"Yes,No",,,,,,
text,c15859ea-91a2-5540-bbbd-1010ff9586f4,,textbox,List PPE required,,,,,,,
text,9fdbf29f-fc49-5bfb-859f-3cd4d7f50ee9,,textbox,H&S Signage / Barricades / Cones required,,,,,,,
text,035b3756-cf4c-5e07-a043-8161eeb9004e,,textbox,Plant & Equipment required,,,,,,,
select,48201eda-0a4b-5bc2-81a1-6be8ff800ded,,dropdown,Pre-Start Checks required,"Yes,No",,,,,,
text,0520c28e-e58e-5716-b184-72b6a7392732,,textbox,"Codes of Practice, Legislation, Standards which apply to this Job",,,,,,,
text,671ed66f-39d2-50dd-97f7-6dc9dd20b4a5,,textbox,Engineering Certificates / Permits / Approvals / Consents required,,,,,,,
text,ec91dea0-327b-597b-8f14-469bf5295ed7,,textbox,Tool /equipment sheds adequate,,,,,,,
checkpoint-group,,,section,Job Steps (JSA) - List the job steps required to complete the task/job.,,,,,,,
checkpoint-status,,,checkpoint,Job Step #1,,,,,,,
text,6062c1e5-a871-56bb-b8a1-64a57e6bdb84,,textbox,(A) Procedure Name * Name what needs to be done e.g. Arrive On Site.,,,,,,,
text,8fb62d2f-d917-52d4-94a7-687547b75808,,textbox,(B) Instructions * List in detail how to complete this Job Step.,,,,,,,
label,6f8bf947-57f0-564f-86c4-3fe71d73ff84,,note,Risk,,,,,,,
text,9f5b0cba-06c2-5adb-bb20-ca1884f8c57f,,textbox,(C) Potential Hazards/Risks * List the Hazards/Risks that could occur while completing this Job Step.,,,,,,,
label,1442f9e9-6c80-5402-93be-4110dc0469eb,,note,Risk Level,,,,,,,
select,17d90cf9-f564-5850-b879-2055c182fd96,,dropdown,(D) Initial Level of Risk,"1 - Rare, 2 - Unlikely, 3 - Possible, 4 - Likely",,,,,,
label,f0aded28-59fc-5254-b1b3-61b4a33b4380,,note,Control Measures,,,,,,,
select,8c11de12-ec64-5841-9770-cf66aeffb383,,dropdown,(E) Control Measures,"1 - Eliminate, 2 - Isolate , 3 - Substitute, 4 - Personal Protective Equipment",,,,,,
text,fc4fa965-da85-52fb-b08a-1abbd8852ec8,,textbox,(F) List the Control Measures and how they will be implemented.,,,,,,,
label,2faa5ac9-7a75-5b79-8340-2d64af09d10e,,note,Residual Level of Risk,,,,,,,
select,ae4e9dc3-ebd0-55ec-b547-6aa1c13cea54,,dropdown,(D) Initial Level of Risk,"1 - Rare, 2 - Unlikely, 3 - Possible, 4 - Likely",,,,,,
text,afb79c97-90ef-543f-bf42-fa546142e9e7,,textbox,(H) Persons Responsible,,,,,,,
checkpoint-status,,,checkpoint,Job Step #2,,,,,,,
text,13caea79-9b72-50d5-bbcb-434138241e0d,,textbox,(A) Procedure Name * Name what needs to be done e.g. Arrive On Site.,,,,,,,
text,63432be3-23e7-5562-9686-97761b2e7d1e,,textbox,(B) Instructions * List in detail how to complete this Job Step.,,,,,,,
label,887f4a5f-4c3e-5a52-94b8-480db04606cc,,note,Risk,,,,,,,
text,eb1c4b46-3f18-5b7e-91c6-89baa4955ec8,,textbox,(C) Potential Hazards/Risks * List the Hazards/Risks that could occur while completing this Job Step.,,,,,,,
label,35664d15-3e17-5e12-8d2f-dffb2d4fb8e2,,note,Risk Level,,,,,,,
select,0f8336bd-e432-5bbd-ba3b-0f425bdb659f,,dropdown,(D) Initial Level of Risk,"1 - Rare, 2 - Unlikely, 3 - Possible, 4 - Likely",,,,,,
label,78247348-2366-57e0-b74c-2d102fa2fe6f,,note,Control Measures,,,,,,,
select,174b9838-1e88-527b-ab04-2c0a2d63c3c3,,dropdown,(E) Control Measures,"1 - Eliminate, 2 - Isolate, 3 - Substitute, 4 - Personal Protective Equipment",,,,,,
text,ac512438-b541-556f-947b-6153b979abf0,,textbox,(F) List the Control Measures and how they will be implemented.,,,,,,,
label,a051a1cc-f535-53e9-a64c-f2317980da69,,note,Residual level of risk,,,,,,,
select,7b6bf82b-1aec-5d6c-82b1-fde9d6b0d246,,dropdown,(D) Initial Level of Risk,"1 - Rare, 2 - Unlikely, 3 - Possible, 4 - Likely",,,,,,
text,6c697171-d8e3-55e3-862c-69cba40fd49a,,textbox,(H) Persons Responsible,,,,,,,
checkpoint-status,,,checkpoint,Job Step #4,,,,,,,
text,ccc2337c-83ec-537d-9576-761d96e744b7,,textbox,(A) Procedure Name * Name what needs to be done e.g. Arrive On Site.,,,,,,,
text,9326a661-d4dc-5d39-9307-3094465d3115,,textbox,(B) Instructions * List in detail how to complete this Job Step.,,,,,,,
label,5631ab00-e783-5aa6-a211-d41368cac70a,,note,Risk,,,,,,,
text,1a298228-dcee-59a0-a5be-0e4443c923bb,,textbox,(C) Potential Hazards/Risks * List the Hazards/Risks that could occur while completing this Job Step.,,,,,,,
label,7693b91e-502d-5805-9c56-e31037912b73,,note,Risk Level,,,,,,,
select,5afd46b6-b09c-5399-9cc7-47c5b917242c,,dropdown,(D) Initial Level of Risk,"1 - Rare, 2 - Unlikely, 3 - Possible, 4 - Likely",,,,,,
label,d6c23144-ed5d-58aa-be45-cb65d21a4180,,note,Control Measures,,,,,,,
select,299708e4-8435-5edd-89d0-41637f38b536,,dropdown,(E) Control Measures,"1 - Eliminate, 2 - Isolate , 3 - Substitute, 4 - Personal Protective Equipment",,,,,,
text,50a22b8f-a3db-57bf-8e19-a8d240dff693,,textbox,(F) List the Control Measures and how they will be implemented.,,,,,,,
label,6166a427-46e4-5ba1-bd0c-7da3427d8624,,note,Residual Level of Risk,,,,,,,
select,8d1f8901-6202-53d4-8830-e597a39990d2,,dropdown,(D) Initial Level of Risk,"1 - Rare, 2 - Unlikely, 3 - Possible, 4 - Likely",,,,,,
text,41993735-a8a6-5abc-b5a0-728e4837d01e,,textbox,(H) Persons Responsible,,,,,,,
checkpoint-status,,,checkpoint,Job Step #5,,,,,,,
text,cbc0b20a-8cc8-574e-ab9d-9502f626cf9f,,textbox,(A) Procedure Name * Name what needs to be done e.g. Arrive On Site.,,,,,,,
text,63d2bdf4-0c4e-52ed-b1d6-b94057b6aa22,,textbox,(B) Instructions * List in detail how to complete this Job Step.,,,,,,,
label,da501ae9-e11f-5127-abb5-705b6416084e,,note,Risk,,,,,,,
text,33af2674-7bf8-582f-82d4-4f3801a186c3,,textbox,(C) Potential Hazards/Risks * List the Hazards/Risks that could occur while completing this Job Step.,,,,,,,
label,ab7d5d91-2e6c-54ac-bfa0-972eaf43fceb,,note,Risk Level,,,,,,,
select,64558342-7193-5756-8042-26e643d4baa9,,dropdown,(D) Initial Level of Risk,"1 - Rare, 2 - Unlikely, 3 - Possible, 4 - Likely",,,,,,
label,8666b8f5-1c80-5374-8c9c-7455de42388d,,note,Control Measures,,,,,,,
