resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,TRUE,FALSE,Installation QA,,,,,,,,
,step,TRUE,FALSE,Installation QA,Level 1,,,,,,,
,step,TRUE,FALSE,Installation QA,Level 1,Balustrade,,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 1,Balustrade,1-2,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 1,Balustrade,1-3,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 1,Balustrade,1-4,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 1,Balustrade,1-5,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 1,Balustrade,1-6,,,,,
Level Sign Off,checklist-flat,FALSE,FALSE,Installation QA,Level 1,Level Sign Off,,,,,,
,step,TRUE,FALSE,Installation QA,Level 2,,,,,,,
,step,TRUE,FALSE,Installation QA,Level 2,Balustrade,,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 2,Balustrade,2-1,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 2,Balustrade,2-2,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 2,Balustrade,2-3,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 2,Balustrade,2-4,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 2,Balustrade,2-5,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 2,Balustrade,2-6,,,,,
Level Sign Off,checklist-flat,FALSE,FALSE,Installation QA,Level 2,Level Sign Off,,,,,,
,step,TRUE,FALSE,Installation QA,Level 3,,,,,,,
,step,TRUE,FALSE,Installation QA,Level 3,Balustrade,,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 3,Balustrade,3-1,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 3,Balustrade,3-2,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 3,Balustrade,3-3,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 3,Balustrade,3-4,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 3,Balustrade,3-5,,,,,
Installation Checklist,checklist,FALSE,FALSE,Installation QA,Level 3,Balustrade,3-6,,,,,
Level Sign Off,checklist-flat,FALSE,FALSE,Installation QA,Level 3,Level Sign Off,,,,,,
